,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,169875160.0,169875160.0,169875160.0,169875160.0
Share Issued,169875160.0,169875160.0,169875160.0,169875160.0
Total Debt,0.0,0.0,0.0,
Tangible Book Value,569863237.42,565356195.89,555282627.91,540397858.13
Invested Capital,593988101.46,590314620.14,580797710.09,566496536.06
Working Capital,414105180.62,407950271.23,410546173.39,397380125.69
Net Tangible Assets,569863237.42,565356195.89,555282627.91,540397858.13
Capital Lease Obligations,,0.0,0.0,
Common Stock Equity,593988101.46,590314620.14,580797710.09,566496536.06
Total Capitalization,593988101.46,590314620.14,580797710.09,566496536.06
Total Equity Gross Minority Interest,593988101.46,590314620.14,580797710.09,566496536.06
Minority Interest,0.0,0.0,0.0,
Stockholders Equity,593988101.46,590314620.14,580797710.09,566496536.06
Treasury Stock,0.0,0.0,0.0,
Retained Earnings,273875518.39,271733464.0,265377366.5,254338148.32
Additional Paid In Capital,101955435.3,141157395.3,178492595.3,178492595.3
Capital Stock,169875160.0,130673200.0,93338000.0,93338000.0
Common Stock,169875160.0,130673200.0,93338000.0,93338000.0
Preferred Stock,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,143462329.22,147096121.28,158563305.43,144795796.58
Total Non Current Liabilities Net Minority Interest,18133666.6,19052958.87,10013384.99,9327450.24
Other Non Current Liabilities,7527751.11,8632957.17,,
Preferred Securities Outside Stock Equity,,0.0,0.0,
Non Current Deferred Revenue,2380417.55,2642481.83,2904546.11,3166610.39
Non Current Deferred Taxes Liabilities,8225497.94,7777519.87,7108838.88,6160839.85
Long Term Debt And Capital Lease Obligation,,0.0,0.0,
Long Term Capital Lease Obligation,,0.0,0.0,
Long Term Debt,,0.0,0.0,
Current Liabilities,125328662.62,128043162.41,148549920.44,135468346.34
Other Current Liabilities,379921.11,398264.77,105548.52,199752.52
Current Debt And Capital Lease Obligation,0.0,0.0,0.0,
Current Debt,0.0,0.0,0.0,
Payables,124308425.28,126863476.33,147632460.2,133732035.99
Other Payable,14206162.8,14098004.93,16549551.17,11805212.5
Dividends Payable,0.0,0.0,0.0,
Total Tax Payable,1941274.53,4116720.17,1564197.4,3738598.1
Accounts Payable,108160987.95,108648751.23,129518711.63,118188225.39
Total Assets,737450430.68,737410741.42,739361015.52,711292332.64
Total Non Current Assets,198016587.44,201417307.78,180264921.69,178443860.61
Other Non Current Assets,4974944.59,5429378.17,3962625.0,
Non Current Deferred Assets,6078490.57,4773219.42,2708674.03,2352551.96
Non Current Deferred Taxes Assets,2550850.51,2897990.49,3003269.55,2203941.66
Investmentin Financial Assets,0.0,0.0,0.0,
Held To Maturity Securities,,0.0,0.0,
Long Term Equity Investment,0.0,0.0,0.0,
Investment Properties,0.0,0.0,0.0,
Goodwill And Other Intangible Assets,24124864.04,24958424.25,25515082.18,26098677.93
Other Intangible Assets,24124864.04,24958424.25,25515082.18,26098677.93
Goodwill,0.0,0.0,0.0,
Net PPE,160287437.73,163358295.45,145075270.93,147788689.06
Accumulated Depreciation,-198489338.35,-182064218.98,-168468211.25,-155807677.88
Gross PPE,358776776.08,345422514.43,313543482.18,303596366.94
Construction In Progress,1797927.17,20741550.82,341858.41,556902.66
Other Properties,8306903.26,7518442.04,7030299.0,6711445.84
Machinery Furniture Equipment,231717045.68,200207621.6,190205866.54,180362560.21
Buildings And Improvements,,,,
Properties,116954899.97,116954899.97,115965458.23,115965458.23
Current Assets,539433843.24,535993433.64,559096093.83,532848472.03
Other Current Assets,,43523.91,517664.12,88699.39
Hedging Assets Current,0.0,0.0,0.0,
Assets Held For Sale Current,0.0,0.0,0.0,
Restricted Cash,,0.0,0.0,
Prepaid Assets,718598.0,299877.94,558541.06,174520.05
Inventory,123123013.74,116498129.77,124072280.15,133381893.06
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,41606730.37,41668045.31,43489352.33,47117873.57
Work In Process,74057863.15,66089776.76,69823943.75,74452005.39
Raw Materials,7458420.22,8740307.7,10758984.07,11812014.1
Other Receivables,59949393.66,65337482.8,57158199.41,43130538.28
Accounts Receivable,98080099.42,103871667.16,104333054.07,116047121.45
Allowance For Doubtful Accounts Receivable,-3702800.37,-4085521.54,-4285083.67,-4021569.4
Gross Accounts Receivable,101782899.79,107957188.7,108618137.74,120068690.85
Cash Cash Equivalents And Short Term Investments,257562738.42,249942752.06,272456355.02,240025699.8
Other Short Term Investments,176193086.07,185196921.69,203170976.99,90085479.45
Cash And Cash Equivalents,81369652.35,64745830.37,69285378.03,149940220.35
Cash Equivalents,,0.0,420000.0,
Cash Financial,81369652.35,64745830.37,68865378.03,149940220.35
