,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,118244.338016,217271.952917,25983.219867,175109.026346
Tax Rate For Calcs,0.052077,0.090028,0.007309,0.078693
Normalized EBITDA,33285949.72,37424339.43,34784158.18,41963797.25
Total Unusual Items,2270551.42,2413380.32,3554946.17,2225227.58
Total Unusual Items Excluding Goodwill,2270551.42,2413380.32,3554946.17,2225227.58
Net Income From Continuing Operation Net Minority Interest,16868081.16,21540687.91,22611233.69,24744964.45
Reconciled Depreciation,17761714.35,16165904.16,15561387.57,17330491.57
Reconciled Cost Of Revenue,267050742.31,304029161.36,334127728.24,339849477.75
EBITDA,35556501.14,39837719.75,38339104.35,44189024.83
EBIT,17794786.79,23671815.59,22777716.78,26858533.26
Net Interest Income,104713.96,284464.76,748888.06,483524.2
Interest Expense,0.0,0.0,0.0,0.0
Interest Income,135472.57,318276.41,798310.54,577762.67
Normalized Income,14715774.078016,19344579.542917,19082270.739867,22694845.896346
Net Income From Continuing And Discontinued Operation,16868081.16,21540687.91,22611233.69,24744964.45
Total Expenses,304995122.19,342130341.29,377971562.94,383820516.71
Total Operating Income As Reported,17985898.85,23502091.47,22923830.03,27347044.38
Diluted Average Shares,169869901.0,169879242.0,169911005.0,169882442.0
Basic Average Shares,169869901.0,169879242.0,169911005.0,169882442.0
Diluted EPS,0.0993,0.1268,0.133077,0.145659
Basic EPS,0.0993,0.1268,0.133077,0.145659
Net Income Common Stockholders,16868081.16,21540687.91,22611233.69,24744964.45
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,16868081.16,21540687.91,22611233.69,24744964.45
Net Income Including Noncontrolling Interests,16868081.16,21540687.91,22611233.69,24744964.45
Net Income Continuous Operations,16868081.16,21540687.91,22611233.69,24744964.45
Tax Provision,926705.63,2131127.68,166483.09,2113568.81
Pretax Income,17794786.79,23671815.59,22777716.78,26858533.26
Other Non Operating Income Expenses,-191112.06,169724.12,-146113.25,-488511.12
Special Income Charges,-2361311.87,-3137107.27,-786052.47,-1909427.24
Other Special Charges,-21262.7,36209.73,31099.66,
Write Off,-381141.91,-181081.8,266052.8,565876.58
Impairment Of Capital Assets,2763716.48,3281979.34,488900.01,1343550.66
Net Non Operating Interest Income Expense,104713.96,284464.76,748888.06,483524.2
Total Other Finance Cost,30758.61,33811.65,49422.48,94238.47
Interest Expense Non Operating,0.0,0.0,0.0,0.0
Interest Income Non Operating,135472.57,318276.41,798310.54,577762.67
Operating Income,16816938.69,22098353.53,19603410.53,26375528.28
Operating Expense,37944379.88,38101179.93,43843834.7,43971038.96
Other Operating Expenses,2472285.45,-2143652.69,4370109.14,3580515.97
Depreciation And Amortization In Income Statement,3656232.4,3654965.3,3996652.95,4026607.24
Depreciation Income Statement,3656232.4,3654965.3,3996652.95,4026607.24
Research And Development,13308335.96,12189485.22,13280299.94,13752655.22
Selling General And Administration,5605633.98,12176641.75,11751928.64,10830358.91
Selling And Marketing Expense,1748131.92,7795368.27,8545496.72,7577238.42
General And Administrative Expense,3857502.06,4381273.48,3206431.92,3253120.49
Gross Profit,54761318.57,60199533.46,63447245.23,70346567.24
Cost Of Revenue,267050742.31,304029161.36,334127728.24,339849477.75
Total Revenue,321812060.88,364228694.82,397574973.47,410196044.99
Operating Revenue,321812060.88,364228694.82,397574973.47,410196044.99
