,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,885380967.0,885380968.0,885380968.0,885380967.0
Share Issued,885380967.0,885380968.0,885380968.0,885380967.0
Net Debt,1473886739.95,1906691565.78,1059282687.59,1934758839.94
Total Debt,3330006591.18,4128732053.67,3571605099.57,3730526048.58
Tangible Book Value,2031688650.76,2150540829.29,1878170107.5,1682085541.22
Invested Capital,5834903668.42,6283998927.95,5217199777.4,5271022228.4
Working Capital,-2402456893.63,-2556768679.97,-2099883806.96,-1887439569.34
Net Tangible Assets,2031688650.76,2150540829.29,1878170107.5,1682085541.22
Capital Lease Obligations,17352689.36,24645633.49,22951839.73,42957114.29
Common Stock Equity,2893622682.56,2685997217.03,2445670743.64,2272125718.81
Total Capitalization,4230888366.34,3971081418.55,3907098533.15,3745804801.04
Total Equity Gross Minority Interest,3230567005.29,2971259923.19,2703357983.58,2473123848.63
Minority Interest,336944322.73,285262706.16,257687239.94,200998129.82
Stockholders Equity,2893622682.56,2685997217.03,2445670743.64,2272125718.81
Retained Earnings,1764366387.24,1570262766.6,1350565767.14,1178279337.87
Additional Paid In Capital,191381366.7,402186358.7,402186358.7,552761353.7
Capital Stock,737817473.0,527012481.0,527012481.0,376437486.0
Common Stock,737817473.0,527012481.0,527012481.0,376437486.0
Total Liabilities Net Minority Interest,10136068533.56,11021609866.28,11434832455.63,11285437050.1
Total Non Current Liabilities Net Minority Interest,1750343989.55,1703522925.35,1959755611.52,2076891778.17
Other Non Current Liabilities,1509168.61,,,
Tradeand Other Payables Non Current,27825568.67,43712700.14,131757198.06,248595673.57
Non Current Deferred Revenue,356201495.08,340935341.43,313610973.04,290444785.37
Non Current Deferred Taxes Liabilities,10189384.05,9145048.77,30007811.18,21215122.71
Long Term Debt And Capital Lease Obligation,1354618373.14,1309729835.01,1484379629.24,1516636196.52
Long Term Capital Lease Obligation,17352689.36,24645633.49,22951839.73,42957114.29
Long Term Debt,1337265683.78,1285084201.52,1461427789.51,1473679082.23
Current Liabilities,8385724544.01,9318086940.93,9475076844.11,9208545271.93
Other Current Liabilities,30153424.45,43014337.4,46306164.15,28773860.75
Current Debt And Capital Lease Obligation,1975388218.04,2819002218.66,2087225470.33,2213889852.06
Current Debt,1604015302.08,2312917509.4,1310101244.25,1525217427.36
Payables,6191349596.68,6221283329.98,7036327985.88,6793097028.0
Other Payable,643312493.42,566869669.7,751171771.26,750293730.47
Total Tax Payable,167689059.81,176413119.9,194484011.49,111037757.67
Accounts Payable,5380348043.45,5478000540.38,6090672203.13,5931765539.86
Total Assets,13366635538.85,13992869789.47,14138190439.21,13758560898.73
Total Non Current Assets,7383367888.47,7231551528.51,6762997402.06,6437455196.14
Other Non Current Assets,430056527.88,626535297.35,273802556.14,166608364.53
Non Current Deferred Assets,31050088.98,21935892.41,14386820.64,16859217.08
Non Current Deferred Taxes Assets,790710448.58,778532285.22,633166588.61,455262556.11
Investmentin Financial Assets,196795827.16,196635677.69,188393600.0,168000000.0
Available For Sale Securities,196795827.16,196635677.69,188393600.0,168000000.0
Long Term Equity Investment,,22451562.25,,
Goodwill And Other Intangible Assets,861934031.8,535456387.74,567500636.14,590040177.59
Other Intangible Assets,777098083.09,467022007.01,478578650.57,490088067.53
Goodwill,84835948.71,68434380.73,88921985.57,99952110.06
Net PPE,5072820964.07,5050004425.85,5085747200.53,5040684880.83
Accumulated Depreciation,-1974897463.81,-1560107501.67,-1166247461.17,-810755505.27
Gross PPE,7047718427.88,6610111927.52,6251994661.7,5851440386.1
Construction In Progress,214443279.03,386084171.23,422137574.02,1110390570.66
Other Properties,2877908847.93,2676793359.34,2486483435.98,1884839025.21
Machinery Furniture Equipment,71374198.97,71754618.32,72163703.57,63856204.5
Properties,3883992101.95,3475479778.63,3271209948.13,2792354585.73
Current Assets,5983267650.38,6761318260.96,7375193037.15,7321105702.59
Other Current Assets,427234446.83,384764902.94,286128906.8,120608628.3
Prepaid Assets,92965265.29,89755995.25,146890457.51,84206085.78
Inventory,739201074.98,729696159.41,748738745.14,656919377.34
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,190091424.6,217698495.83,187693027.03,173895677.9
Work In Process,39444090.04,31279684.87,45662796.4,33141398.89
Raw Materials,509665560.34,480717978.71,515382921.71,449882300.55
Other Receivables,429990471.8,629458613.04,916040170.58,1102444948.18
Accounts Receivable,2797271236.01,3234680904.86,3563632613.67,4239811073.34
Allowance For Doubtful Accounts Receivable,,-1533636000.46,-1365695016.25,-1068681068.02
Gross Accounts Receivable,,4768316905.32,4929327629.92,5308492141.36
Cash Cash Equivalents And Short Term Investments,1496605155.47,1692961685.46,1713762143.45,1117115589.65
Other Short Term Investments,29210909.56,1651540.32,1515797.28,52977920.0
Cash And Cash Equivalents,1467394245.91,1691310145.14,1712246346.17,1064137669.65
Cash Equivalents,974911079.5,909196229.15,930903594.94,607020133.43
Cash Financial,492483166.41,782113915.99,781342751.23,457117536.22
