,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-24817000.205,-16998059.175,-29350417.4575,-22055719.165
Tax Rate For Calcs,0.25,0.25,0.25,0.25
Normalized EBITDA,-340996881.69,-66071501.06,-49317453.59,-362928843.85
Total Unusual Items,-99268000.82,-67992236.7,-117401669.83,-88222876.66
Total Unusual Items Excluding Goodwill,-99268000.82,-67992236.7,-117401669.83,-88222876.66
Net Income From Continuing Operation Net Minority Interest,-495005478.44,-203451430.96,-264454873.47,-583187054.04
Reconciled Depreciation,36969025.21,47800479.13,56909749.0,64473089.5
Reconciled Cost Of Revenue,499705293.36,441912644.09,789880978.74,755902896.89
EBITDA,-440264882.51,-134063737.76,-166719123.42,-451151720.51
EBIT,-477233907.72,-181864216.89,-223628872.42,-515624810.01
Net Interest Income,-16206708.05,-18384545.49,-26291655.2,-22987817.76
Interest Expense,15651203.31,19716971.89,37691498.7,37718039.1
Interest Income,802588.14,2584711.93,8901649.45,1555295.63
Normalized Income,-420554477.825,-152457253.435,-176403621.0975,-517019896.545
Net Income From Continuing And Discontinued Operation,-495005478.44,-203451430.96,-264454873.47,-583187054.04
Total Expenses,1417289449.18,1443520310.95,1963211463.32,2021935958.06
Rent Expense Supplemental,9800202.45,10070519.08,10167241.35,9457139.5
Total Operating Income As Reported,-492711490.23,-199265479.58,-266939586.54,-553664449.36
Diluted Average Shares,552030198.0,507740032.0,494215798.0,494184437.0
Basic Average Shares,552030198.0,507740032.0,494215798.0,494184437.0
Diluted EPS,-0.8967,-0.4007,-0.5351,-1.1801
Basic EPS,-0.8967,-0.4007,-0.5351,-1.1801
Net Income Common Stockholders,-495005478.44,-203451430.96,-264454873.47,-583187054.04
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-495005478.44,-203451430.96,-264454873.47,-583187054.04
Minority Interests,681788.2,363920.73,-282940.62,7902203.11
Net Income Including Noncontrolling Interests,-495687266.64,-203815351.69,-264171932.85,-591089257.15
Net Income Continuous Operations,-495687266.64,-203815351.69,-264171932.85,-591089257.15
Tax Provision,2802155.61,2234162.91,2851561.73,37746408.04
Pretax Income,-492885111.03,-201581188.78,-261320371.12,-553342849.11
Other Non Operating Income Expenses,-173620.8,-2315709.2,5619215.42,321600.25
Special Income Charges,-99265021.65,-67455186.42,-117941699.28,-88222876.66
Other Special Charges,-1613326.43,562567.87,1521516.04,-1473671.02
Write Off,46617876.07,44163770.14,69863161.86,33810479.06
Impairment Of Capital Assets,54260472.01,22728848.41,46557021.38,55886068.62
Net Non Operating Interest Income Expense,-16206708.05,-18384545.49,-26291655.2,-22987817.76
Total Other Finance Cost,1358092.88,1252285.53,-2498194.05,-13174925.71
Interest Expense Non Operating,15651203.31,19716971.89,37691498.7,37718039.1
Interest Income Non Operating,802588.14,2584711.93,8901649.45,1555295.63
Operating Income,-371160969.9,-112742638.58,-146912886.9,-445106870.78
Operating Expense,917584155.82,1001607666.86,1173330484.58,1266033061.17
Other Operating Expenses,16029628.75,17180703.31,23650970.87,16438577.91
Depreciation And Amortization In Income Statement,15205389.32,17242159.62,19031414.08,21130775.15
Amortization,1714211.2,985905.79,885986.24,1039457.21
Depreciation Income Statement,13491178.12,16256253.83,18145427.84,20091317.94
Research And Development,393211630.97,447926164.15,602662185.77,690675349.05
Selling General And Administration,140656514.61,154990593.88,144091771.38,144444347.84
Selling And Marketing Expense,112413138.54,106472137.35,115185114.27,120643890.88
General And Administrative Expense,28243376.07,48518456.53,28906657.11,23800456.96
Rent And Landing Fees,9800202.45,10070519.08,10167241.35,9457139.5
Gross Profit,546423185.92,888865028.28,1026417597.68,820926190.39
Cost Of Revenue,499705293.36,441912644.09,789880978.74,755902896.89
Total Revenue,1046128479.28,1330777672.37,1816298576.42,1576829087.28
Operating Revenue,1046128479.28,1330777672.37,1816298576.42,1576829087.28
