,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,148447041.19,146481525.75,209196062.76,293117538.28
Repayment Of Debt,-429000000.0,-402408558.62,-402140000.02,-41000000.0
Issuance Of Debt,395000000.0,379256421.0,465423762.89,132800000.0
Capital Expenditure,-36278425.46,-60579218.47,-54819421.67,-61133348.06
End Cash Position,252530862.66,373224673.51,327277931.52,314176449.81
Beginning Cash Position,373224673.51,327277931.52,314176449.81,238241264.27
Effect Of Exchange Rate Changes,740845.58,-1432684.36,175743.01,-10082.92
Changes In Cash,-121434656.43,47379426.35,12925738.7,75945268.46
Financing Cash Flow,-107599134.96,-124829499.99,-30078566.15,-114162493.21
Net Other Financing Charges,-35201420.09,-6320720.34,-12214839.47,-22000222.43
Cash Dividends Paid,-35550214.87,-92476182.02,-78299989.55,-180662270.78
Net Issuance Payments Of Debt,-34000000.0,-23152137.62,63283762.87,91800000.0
Net Long Term Debt Issuance,-34000000.0,-23152137.62,63283762.87,91800000.0
Long Term Debt Payments,-429000000.0,-402408558.62,-402140000.02,-41000000.0
Long Term Debt Issuance,395000000.0,379256421.0,465423762.89,132800000.0
Investing Cash Flow,-198560988.12,-34851817.88,-221011179.58,-164143124.67
Net Other Investing Changes,-60306181.28,-9587418.19,-69351261.99,-32255508.2
Net Investment Purchase And Sale,-106071768.52,41456009.9,1143872.56,-9840384.95
Sale Of Investment,8497161.08,71556609.9,49224172.56,39109831.3
Purchase Of Investment,-114568929.6,-30100600.0,-48080300.0,-48950216.25
Net Business Purchase And Sale,,-7200000.0,-98147246.79,-61431970.0
Sale Of Business,,,256157.95,
Purchase Of Business,,-7200000.0,-98403404.74,-61431970.0
Net PPE Purchase And Sale,-32183038.32,-59520409.59,-54656543.36,-60615261.52
Sale Of PPE,4095387.14,1058808.88,162878.31,518086.54
Purchase Of PPE,-36278425.46,-60579218.47,-54819421.67,-61133348.06
Capital Expenditure Reported,,,,
Operating Cash Flow,184725466.65,207060744.22,264015484.43,354250886.34
Change In Working Capital,-38532397.76,-29539422.28,47229082.99,98222798.65
Change In Other Current Assets,-11537327.66,-10207146.06,1681835.41,-6570419.92
Change In Payable,-113008064.64,-93868828.36,-40381341.62,91195062.66
Change In Inventory,,26548.67,5096354.64,-821043.51
Change In Receivables,86012994.54,74510003.47,80832234.56,14419199.42
Other Non Cash Items,11112322.63,12268018.21,17417657.74,11883664.72
Deferred Tax,,,,
Depreciation And Amortization,36083357.6,43470174.79,47040048.24,51049083.17
Amortization Cash Flow,8089117.86,10013264.04,10583361.91,7863216.38
Depreciation,27994239.74,33456910.75,36456686.33,43185866.79
Gain Loss On Investment Securities,-26999019.47,-40757511.23,-20434466.08,-23507661.43
Gain Loss On Sale Of PPE,-891043.05,-415226.45,411343.25,-574735.16
Net Income From Continuing Operations,54979149.03,110743891.37,88703817.99,-415166416.3
Cash Flowsfromusedin Operating Activities Direct,184725466.65,207060744.22,264015484.43,354250886.34
Taxes Refund Paid Direct,-107762414.41,-106732071.82,-118388364.02,-127338337.82
Classesof Cash Payments,-1192671024.47,-1515705582.83,-1593805741.12,-1544247912.65
Other Cash Paymentsfrom Operating Activities,-108620115.32,-86663492.66,-83863116.39,-103155801.73
Paymentson Behalfof Employees,-507121093.55,-552594373.49,-608973817.43,-694206157.82
Paymentsto Suppliersfor Goodsand Services,-576929815.6,-876447716.68,-900968807.3,-746885953.1
Classesof Cash Receiptsfrom Operating Activities,1485158905.53,1829498398.87,1976209589.57,2025837136.81
Other Cash Receiptsfrom Operating Activities,29620752.03,35647994.78,51047931.0,62083336.76
Receiptsfrom Customers,1455538153.5,1793850404.09,1925161658.57,1963753800.05
