,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,275905778.0,275905778.0,275905778.0,278514728.0
Share Issued,275905778.0,275905778.0,275905778.0,278514728.0
Total Debt,223344135.92,263842931.8,296957948.52,262282112.99
Tangible Book Value,1114244912.83,1043190778.21,964976421.81,1059025778.51
Invested Capital,1678169688.32,1710277731.92,1682273392.84,1609802375.58
Working Capital,77812347.4,173911641.57,189307933.69,295563314.46
Net Tangible Assets,1114244912.83,1043190778.21,964976421.81,1059025778.51
Capital Lease Obligations,5536010.5,8375852.74,16271946.49,48876083.78
Common Stock Equity,1463023160.55,1460478954.14,1408509824.54,1405627265.53
Total Capitalization,1463023160.55,1460478954.14,1440017363.93,1405627265.53
Total Equity Gross Minority Interest,1481286918.74,1484228441.34,1437378271.29,1431499680.56
Minority Interest,18263758.19,23749487.2,28868446.75,25872415.03
Stockholders Equity,1463023160.55,1460478954.14,1408509824.54,1405627265.53
Treasury Stock,44904331.15,28718667.27,49493429.6,69932928.63
Retained Earnings,91538954.08,75415499.51,60552754.78,51800754.86
Additional Paid In Capital,979970626.21,980679070.56,981623662.79,1011919738.81
Capital Stock,275905778.0,275905778.0,275905778.0,278514728.0
Common Stock,275905778.0,275905778.0,275905778.0,278514728.0
Total Liabilities Net Minority Interest,1807670467.31,1908031638.79,1956469886.91,1861455000.72
Total Non Current Liabilities Net Minority Interest,20385775.72,33617068.44,72536446.06,58165650.18
Other Non Current Liabilities,,10176660.82,9468973.3,
Tradeand Other Payables Non Current,8623936.45,8623936.45,8623936.45,5713434.0
Non Current Deferred Taxes Liabilities,6225828.77,6440618.43,6664050.43,3576132.4
Long Term Debt And Capital Lease Obligation,5536010.5,8375852.74,47779485.88,48876083.78
Long Term Capital Lease Obligation,5536010.5,8375852.74,16271946.49,48876083.78
Long Term Debt,,,31507539.39,
Current Liabilities,1787284691.59,1874414570.35,1883933440.85,1803289350.54
Other Current Liabilities,49992324.81,33066544.78,29325890.56,48443536.64
Current Debt And Capital Lease Obligation,217808125.42,255467079.06,249178462.64,213406029.21
Current Debt,215146527.77,249798777.78,242256028.91,204175110.05
Payables,1250821105.25,1281901388.22,1276163437.76,1235746692.83
Other Payable,334986929.31,336581515.95,328193435.45,323369898.28
Dividends Payable,34620779.02,28809474.34,22825489.94,28389889.29
Total Tax Payable,26779241.48,39706012.12,34103171.88,40678026.01
Accounts Payable,854434155.44,876804385.81,891041340.49,843308879.25
Total Assets,3288957386.05,3392260080.13,3393848158.2,3292954681.28
Total Non Current Assets,1423860347.06,1343933868.21,1320606783.66,1194102016.28
Other Non Current Assets,94087018.52,83042111.99,66314927.51,36556411.92
Non Current Deferred Assets,1494172.57,3964184.57,7328384.6,18005673.89
Non Current Deferred Taxes Assets,60244494.65,48921956.65,38938242.59,37950623.56
Investmentin Financial Assets,246292360.52,140807034.16,151506477.61,153685949.45
Available For Sale Securities,246292360.52,140807034.16,151506477.61,153685949.45
Long Term Equity Investment,83075867.33,70255119.11,67264784.46,55833025.01
Investment Properties,52633428.58,55304010.46,57974592.34,60645174.22
Goodwill And Other Intangible Assets,348778247.72,417288175.93,443533402.73,346601487.02
Other Intangible Assets,218374682.74,226312517.42,235162472.19,122449661.76
Goodwill,130403564.98,190975658.51,208370930.54,224151825.26
Net PPE,535684081.45,521324034.49,483538162.77,480337498.39
Accumulated Depreciation,-172042798.53,-158393396.16,-144010701.83,-136896649.4
Gross PPE,707726879.98,679717430.65,627548864.6,617234147.79
Construction In Progress,171219764.54,136019327.53,67413058.8,11900343.03
Other Properties,32474434.9,32776965.69,45936913.11,93801735.02
Machinery Furniture Equipment,45906274.0,52794730.89,55933143.49,53266320.54
Buildings And Improvements,,,,
Properties,458126406.54,458126406.54,458265749.2,458265749.2
Current Assets,1865097038.99,2048326211.92,2073241374.54,2098852665.0
Other Current Assets,17219725.43,15599634.31,10174894.3,6519459.61
Prepaid Assets,28441808.68,18799899.2,27722248.51,17136774.53
Inventory,,,26548.67,5122903.31
Other Inventories,,,,4667365.25
Finished Goods,,0.0,26548.67,455538.06
Other Receivables,307647899.53,432928655.79,514409650.34,593821089.66
Accounts Receivable,700801817.46,773644255.91,779939994.15,826515746.3
Allowance For Doubtful Accounts Receivable,-544682019.67,-473019210.86,-392285161.43,-302095070.29
Gross Accounts Receivable,1245483837.13,1246663466.77,1172225155.58,1128610816.59
Cash Cash Equivalents And Short Term Investments,810985787.89,807353766.71,740968038.57,649736691.59
Other Short Term Investments,486731453.24,406162615.65,408664269.92,331604309.85
Cash And Cash Equivalents,324254334.65,401191151.06,332303768.65,318132381.74
Cash Equivalents,50390362.46,6933170.97,3503476.86,5018071.75
Cash Financial,273863972.19,394257980.09,328800291.79,313114309.99
