,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,122631261.4,150847071.16,91258976.92,58241429.64
Repayment Of Debt,-140460287.77,-21257990.7,-188682882.82,-339345137.59
Issuance Of Debt,150315000.0,89500000.0,,173898530.0
Capital Expenditure,-27682510.96,-28311501.52,-47127895.88,-47268287.82
End Cash Position,533519752.08,350572333.51,231019350.24,315857633.73
Beginning Cash Position,350572333.51,231019350.24,315857633.73,260176309.93
Effect Of Exchange Rate Changes,2193244.81,-1280241.32,4304851.57,-3107462.37
Changes In Cash,180754173.76,120833224.59,-89143135.06,58788786.17
Financing Cash Flow,14308831.26,-48570100.17,-236393777.92,28546059.01
Net Other Financing Charges,37376270.67,-94299811.47,-23170403.63,222560426.23
Cash Dividends Paid,-28842029.64,-16821919.83,-24540491.47,-28567759.63
Net Issuance Payments Of Debt,9854712.23,68242009.3,-188682882.82,-165446607.59
Net Long Term Debt Issuance,9854712.23,68242009.3,-188682882.82,-165446607.59
Long Term Debt Payments,-140460287.77,-21257990.7,-188682882.82,-339345137.59
Long Term Debt Issuance,150315000.0,89500000.0,,173898530.0
Investing Cash Flow,16131570.14,-9755247.92,8863770.06,-75266990.3
Net Other Investing Changes,-4100000.0,20144538.56,15000000.0,
Net Investment Purchase And Sale,57902186.1,-1594584.96,40989775.81,-2180702.48
Sale Of Investment,402393008.49,40937615.04,98989775.81,40219297.52
Purchase Of Investment,-344490822.39,-42532200.0,-58000000.0,-42400000.0
Net Business Purchase And Sale,-10000000.0,,,-25820000.0
Purchase Of Business,-10000000.0,,,-25820000.0
Net PPE Purchase And Sale,-27670615.96,-28305201.52,-47126005.75,-47266287.82
Sale Of PPE,11895.0,6300.0,1890.13,2000.0
Purchase Of PPE,-27682510.96,-28311501.52,-47127895.88,-47268287.82
Capital Expenditure Reported,,,,
Operating Cash Flow,150313772.36,179158572.68,138386872.8,105509717.46
Change In Working Capital,1141268.4,44957973.94,25723951.22,-31684580.44
Change In Other Current Assets,-2937041.9,-2810992.94,-2422629.66,-1701638.37
Change In Payable,490956.04,16433513.43,76744368.86,16824819.97
Change In Receivables,3587354.26,31335453.45,-48597787.98,-46807762.04
Other Non Cash Items,10769976.51,10286478.37,7960544.69,12215233.97
Deferred Tax,,,,
Depreciation And Amortization,39979293.22,37364362.13,37793076.72,32479040.56
Amortization Cash Flow,27811248.78,25451845.48,23640034.36,18610731.56
Depreciation,12168044.44,11912516.65,14153042.36,13868309.0
Gain Loss On Investment Securities,-42208414.63,-80215400.57,-41993645.23,-71682302.0
Gain Loss On Sale Of PPE,11266.96,-30203.21,-161402.45,5926.41
Net Income From Continuing Operations,130197029.72,154046012.97,98797414.29,154711282.21
Cash Flowsfromusedin Operating Activities Direct,150313772.36,179158572.68,138386872.8,105509717.46
Taxes Refund Paid Direct,-52630715.73,-49083174.46,-44980152.27,-40256650.61
Classesof Cash Payments,-711697804.36,-653773314.01,-537340533.84,-500941478.48
Other Cash Paymentsfrom Operating Activities,-95824634.6,-89761872.22,-69333756.21,-81341357.89
Paymentson Behalfof Employees,-154372781.41,-159946212.35,-170229355.46,-147251078.83
Paymentsto Suppliersfor Goodsand Services,-461500388.35,-404065229.44,-297777422.17,-272349041.76
Classesof Cash Receiptsfrom Operating Activities,914642292.45,882015061.15,720707558.91,646707846.55
Other Cash Receiptsfrom Operating Activities,39443658.07,21042288.72,5163406.28,11964646.54
Receiptsfrom Customers,875198634.38,860972772.43,715544152.63,634743200.01
