,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,41907795.69,37886134.75,1054048.09,-59054495.35
Repayment Of Debt,-1060000000.0,-570000000.0,-335000000.0,-245000000.0
Issuance Of Debt,1064555416.66,660000000.0,360000000.0,270000000.0
Capital Expenditure,-60794151.43,-55115366.62,-69252380.58,-79601076.63
End Cash Position,144410257.6,134334700.74,119985995.12,135068180.23
Beginning Cash Position,134334700.74,119985995.12,135068180.23,178358177.41
Effect Of Exchange Rate Changes,1013425.98,1595553.26,2068524.71,-5390030.6
Changes In Cash,9062130.88,12753152.36,-17150709.82,-37899966.58
Financing Cash Flow,-36135664.81,-25199569.11,-18204757.91,18434793.82
Net Other Financing Charges,,-11566007.82,-623500.0,22575116.87
Cash Dividends Paid,-40691081.47,-103633561.29,-42581257.91,-29140323.05
Net Issuance Payments Of Debt,4555416.66,90000000.0,25000000.0,25000000.0
Net Long Term Debt Issuance,4555416.66,90000000.0,25000000.0,25000000.0
Long Term Debt Payments,-1060000000.0,-570000000.0,-335000000.0,-245000000.0
Long Term Debt Issuance,1064555416.66,660000000.0,360000000.0,270000000.0
Investing Cash Flow,-57504151.43,-55048779.9,-69252380.58,-76881341.68
Net Other Investing Changes,3230000.0,,,
Net PPE Purchase And Sale,-60734151.43,-55048779.9,-69252380.58,-76881341.68
Sale Of PPE,60000.0,66586.72,,2719734.95
Purchase Of PPE,-60794151.43,-55115366.62,-69252380.58,-79601076.63
Capital Expenditure Reported,,,,
Operating Cash Flow,102701947.12,93001501.37,70306428.67,20546581.28
Change In Working Capital,-45728416.02,-62015076.15,-69448496.97,-147214092.23
Change In Other Current Assets,2391483.91,-916774.76,-2526754.61,-4405322.19
Change In Payable,-29971120.58,-34136589.22,19604517.95,-40812840.49
Change In Inventory,7738281.22,4549217.41,-56953125.42,-59571640.37
Change In Receivables,-25887060.57,-31510929.58,-29573134.89,-42424289.18
Other Non Cash Items,5839940.87,5680381.45,195915.97,9874513.5
Deferred Tax,,,,
Depreciation And Amortization,82220352.34,81479108.07,73498402.28,62550679.99
Amortization Cash Flow,2475269.84,2102003.85,2031481.99,2043020.21
Depreciation,79745082.5,79377104.22,71466920.29,60507659.78
Gain Loss On Sale Of PPE,-329516.88,-135835.75,-764379.02,-1429304.15
Net Income From Continuing Operations,55233542.43,59883300.47,62343656.0,90330808.06
Cash Flowsfromusedin Operating Activities Direct,102701947.12,93001501.37,70306428.67,20546581.28
Taxes Refund Paid Direct,-3182795.17,-24187945.0,17312669.25,-4687390.82
Classesof Cash Payments,-641644683.95,-602580457.48,-635751039.16,-652952536.79
Other Cash Paymentsfrom Operating Activities,-31365671.6,-29960959.21,-25212817.51,-26791231.46
Paymentson Behalfof Employees,-130235719.78,-118646408.24,-124660588.5,-115308982.24
Paymentsto Suppliersfor Goodsand Services,-480043292.57,-453973090.03,-485877633.15,-510852323.09
Classesof Cash Receiptsfrom Operating Activities,747529426.24,719769903.85,688744798.58,678186508.89
Other Cash Receiptsfrom Operating Activities,22466828.61,45082384.31,38404312.94,18185557.77
Receiptsfrom Customers,725062597.63,674687519.54,650340485.64,660000951.12
