,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,589578593.0,589578593.0,589578593.0,485272654.0
Share Issued,589578593.0,589578593.0,589578593.0,485272654.0
Net Debt,53198611.53,,,
Total Debt,1399824888.04,820362070.25,736034493.53,200402271.23
Tangible Book Value,3000757211.57,3536026949.26,3517266186.61,2212723597.61
Invested Capital,4945439242.52,4835925023.63,4654266533.31,2522660718.11
Working Capital,936141730.36,1287705855.0,1543248059.46,1034122416.96
Net Tangible Assets,3000757211.57,3536026949.26,3517266186.61,2212723597.61
Capital Lease Obligations,9907168.27,7217455.39,3219675.58,
Common Stock Equity,3637794705.23,4064836734.0,4006858839.23,2367827786.99
Total Capitalization,4426148677.66,4785836996.96,4382786449.77,2451958831.36
Total Equity Gross Minority Interest,3911264369.07,4171767748.26,4024100843.38,2367827786.99
Minority Interest,273469663.84,106931014.26,17242004.15,
Stockholders Equity,3637794705.23,4064836734.0,4006858839.23,2367827786.99
Treasury Stock,153717436.27,1999666.42,,
Retained Earnings,1505594532.84,1538131046.22,1495562346.94,1409679787.58
Additional Paid In Capital,1366974619.07,1630233722.72,1581367804.07,177596282.99
Capital Stock,589578593.0,589578593.0,589578593.0,485272654.0
Common Stock,589578593.0,589578593.0,589578593.0,485272654.0
Total Liabilities Net Minority Interest,3288938694.76,2108707755.31,2029708290.27,948875344.55
Total Non Current Liabilities Net Minority Interest,1374115890.29,922988123.68,514032468.12,128056151.78
Other Non Current Liabilities,118028610.96,19872.22,67055.89,6132.14
Tradeand Other Payables Non Current,263259103.65,,,
Non Current Deferred Revenue,186294215.37,192534851.57,132468290.82,42437104.9
Non Current Deferred Taxes Liabilities,8272819.61,2215681.54,2349835.29,1481870.37
Long Term Debt And Capital Lease Obligation,798261140.7,728217718.35,379147286.12,84131044.37
Long Term Capital Lease Obligation,9907168.27,7217455.39,3219675.58,
Long Term Debt,788353972.43,721000262.96,375927610.54,84131044.37
Current Liabilities,1914822804.47,1185719631.63,1515675822.15,820819192.77
Other Current Liabilities,4457459.03,515679.42,1426395.32,796359.29
Current Debt And Capital Lease Obligation,601563747.34,92144351.9,356887207.41,116271226.86
Current Debt,519290564.86,50088026.67,271480083.54,70701886.75
Payables,1297681105.54,1084451928.6,1138734744.6,688366781.1
Other Payable,194427854.83,128799998.48,244973408.78,73194127.47
Dividends Payable,10017420.0,,,
Total Tax Payable,27205358.2,20513686.58,24682085.82,50695407.12
Accounts Payable,1066030472.51,935138243.54,869079250.0,564477246.51
Total Assets,7200203063.83,6280475503.57,6053809133.65,3316703131.54
Total Non Current Assets,4349238529.0,3807050016.94,2994885252.04,1461761521.81
Other Non Current Assets,119462955.48,111017196.91,113410782.2,21331013.08
Non Current Deferred Assets,24951368.48,14498346.72,375801.76,
Non Current Deferred Taxes Assets,19120671.63,12717895.0,19138378.59,23721184.54
Investmentin Financial Assets,194078732.63,168236729.39,173902696.84,174879135.81
Held To Maturity Securities,41335666.66,,,
Available For Sale Securities,152743065.97,168236729.39,173902696.84,174879135.81
Long Term Equity Investment,5918.81,5908.44,2640602.0,
Investment Properties,259440.33,275185.41,4118826.37,342312.93
Goodwill And Other Intangible Assets,637037493.66,528809784.74,489592652.62,155104189.38
Other Intangible Assets,502216972.55,479553890.17,420168958.05,86837627.82
Goodwill,134820521.11,49255894.57,69423694.57,68266561.56
Net PPE,3354321947.98,2971488970.33,2191705511.66,1086383686.07
Accumulated Depreciation,-812816161.29,-529858723.09,-406857726.34,-307142103.21
Gross PPE,4167138109.27,3501347693.42,2598563238.0,1393525789.28
Construction In Progress,996914873.48,1692324613.01,963460919.82,203008622.07
Other Properties,108314281.41,76889688.89,58708920.56,44600055.37
Machinery Furniture Equipment,1456227148.13,999139743.56,882552477.96,613174236.26
Buildings And Improvements,,,,
Properties,1605681806.25,732993647.96,693840919.66,532742875.58
Current Assets,2850964534.83,2473425486.63,3058923881.61,1854941609.73
Other Current Assets,108978991.65,160530233.11,78243029.97,46550496.6
Hedging Assets Current,,1399425.51,,
Prepaid Assets,16044151.54,19532841.05,23053708.97,11548613.61
Inventory,505205423.25,403990889.32,505603537.4,467813576.3
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,342365567.06,280542003.16,361227488.79,339755662.88
Work In Process,13621914.19,5324334.54,11239293.82,17117306.56
Raw Materials,149217942.0,118124551.62,133136754.79,110940606.86
Other Receivables,338686366.29,193250541.31,340099618.09,226698668.4
Accounts Receivable,522185381.77,374236900.71,382007031.96,573928514.15
Allowance For Doubtful Accounts Receivable,-29034899.37,-20320182.18,-20382537.39,-30585531.45
Gross Accounts Receivable,551220281.14,394557082.89,402389569.35,604514045.6
Cash Cash Equivalents And Short Term Investments,1359864220.33,1320484655.62,1729916955.22,528401740.67
Other Short Term Investments,105418294.57,137022127.02,50009589.04,
Cash And Cash Equivalents,1254445925.76,1183462528.6,1679907366.18,528401740.67
Cash Equivalents,68501046.41,81977230.64,79077230.44,9821794.22
Cash Financial,1185944879.35,1101485297.96,1600830135.74,518579946.45
