,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,4786118.985787,-4727800.830938,344975.989075,3685463.805917
Tax Rate For Calcs,0.133612,0.018698,0.244985,0.089453
Normalized EBITDA,154054886.06,8999411.57,74640592.35,109982033.99
Total Unusual Items,35821097.69,-252847301.13,1408153.28,41200025.56
Total Unusual Items Excluding Goodwill,35821097.69,-252847301.13,1408153.28,41200025.56
Net Income From Continuing Operation Net Minority Interest,85482878.08,-324294499.14,-9605490.21,62727626.98
Reconciled Depreciation,65113900.05,60655688.35,61655001.4,54359277.8
Reconciled Cost Of Revenue,856157932.44,623941541.65,530272450.2,539799526.86
EBITDA,189875983.75,-243847889.56,76048745.63,151182059.55
EBIT,124762083.7,-304503577.91,14393744.23,96822781.75
Net Interest Income,-27587909.63,-23855995.99,-22847051.0,-24093495.85
Interest Expense,27948374.18,24641355.16,25456133.74,26996568.14
Interest Income,488670.19,924701.57,2815534.2,3020757.07
Normalized Income,54447899.375787,-76174998.840938,-10668667.500925,25213065.225917
Net Income From Continuing And Discontinued Operation,85482878.08,-324294499.14,-9605490.21,62727626.98
Total Expenses,993527698.2,768607775.35,646809337.6,640776989.79
Rent Expense Supplemental,3796725.23,2284905.05,1485627.04,1743311.26
Total Operating Income As Reported,98776763.99,-328910004.18,-8147169.95,70121939.95
Diluted Average Shares,208494825.0,210580844.0,192109804.0,202347184.0
Basic Average Shares,189961951.0,189645906.0,192109804.0,184493021.0
Diluted EPS,0.41,-1.71,-0.05,0.31
Basic EPS,0.45,-1.71,-0.05,0.34
Net Income Common Stockholders,85482878.08,-324294499.14,-9605490.21,62727626.98
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,85482878.08,-324294499.14,-9605490.21,62727626.98
Minority Interests,1604616.19,-1303998.73,-1253216.72,-852425.87
Net Income Including Noncontrolling Interests,83878261.89,-322990500.41,-8352273.49,63580052.85
Net Income Continuous Operations,83878261.89,-322990500.41,-8352273.49,63580052.85
Tax Provision,12935447.63,-6154432.66,-2710116.02,6246160.76
Pretax Income,96813709.52,-329144933.07,-11062389.51,69826213.61
Other Non Operating Income Expenses,-1963054.47,-234928.89,-2915219.56,-295726.34
Special Income Charges,35821097.69,-251161063.63,1408153.28,3372738.43
Other Special Charges,-42140707.48,,,545184.05
Write Off,1824019.21,-2949653.09,-2062901.58,-9408010.01
Impairment Of Capital Assets,4495590.58,254110716.72,654748.3,5490087.53
Net Non Operating Interest Income Expense,-27587909.63,-23855995.99,-22847051.0,-24093495.85
Total Other Finance Cost,128205.64,139342.4,206451.46,117684.78
Interest Expense Non Operating,27948374.18,24641355.16,25456133.74,26996568.14
Interest Income Non Operating,488670.19,924701.57,2815534.2,3020757.07
Operating Income,37009593.29,-49458456.63,11112468.32,47336684.77
Operating Expense,137369765.76,144666233.7,116536887.4,100977462.93
Other Operating Expenses,6812393.17,-149581.27,6522998.3,5291224.31
Depreciation And Amortization In Income Statement,1216273.44,3200496.49,3128042.53,9807279.94
Depreciation Income Statement,1216273.44,3200496.49,3128042.53,9807279.94
Research And Development,52112766.15,63595460.96,67684877.34,53697771.21
Selling General And Administration,42876944.99,45013154.47,46145820.94,23447376.36
Selling And Marketing Expense,11143947.0,16672011.02,16947302.76,10190419.41
General And Administrative Expense,31732997.99,28341143.45,29198518.18,13256956.95
Rent And Landing Fees,3796725.23,2284905.05,1485627.04,1743311.26
Gross Profit,174379359.05,95207777.07,127649355.72,148314147.7
Cost Of Revenue,856157932.44,623941541.65,530272450.2,539799526.86
Total Revenue,1030537291.49,719149318.72,657921805.92,688113674.56
Operating Revenue,1030537291.49,719149318.72,657921805.92,688113674.56
