,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-6961618.75,-8544001.897408,-6685890.262738,-5246821.849353
Tax Rate For Calcs,0.25,0.269606,0.198126,0.214353
Normalized EBITDA,260733371.94,318759974.37,368860670.33,381405211.81
Total Unusual Items,-27846475.0,-31690658.73,-33745678.54,-24477504.76
Total Unusual Items Excluding Goodwill,-27846475.0,-31690658.73,-33745678.54,-24477504.76
Net Income From Continuing Operation Net Minority Interest,74166313.86,104035271.48,153424093.28,177636979.44
Reconciled Depreciation,156752119.68,154728518.87,140455662.74,134671273.2
Reconciled Cost Of Revenue,1430006593.49,1408412390.64,1489679684.21,1366591762.93
EBITDA,232886896.94,287069315.64,335114991.79,356927707.05
EBIT,76134777.26,132340796.77,194659329.05,222256433.85
Net Interest Income,-7585863.02,-10680356.24,-15455701.3,-24473135.67
Interest Expense,33511662.87,38568299.47,40560583.21,42652801.5
Interest Income,27808455.89,29757205.6,27269365.49,20312293.0
Normalized Income,95051170.11,127181928.312592,180483881.557262,196867662.350647
Net Income From Continuing And Discontinued Operation,74166313.86,104035271.48,153424093.28,177636979.44
Total Expenses,1633777968.8,1598387774.28,1684615171.67,1572926082.21
Rent Expense Supplemental,,,,
Total Operating Income As Reported,43326927.73,92116959.17,153603478.08,179553394.3
Diluted Average Shares,927078923.0,945775195.0,902494666.0,888184897.0
Basic Average Shares,927078923.0,945775195.0,902494666.0,888184897.0
Diluted EPS,0.08,0.11,0.17,0.2
Basic EPS,0.08,0.11,0.17,0.2
Net Income Common Stockholders,74166313.86,104035271.48,153424093.28,177636979.44
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,74166313.86,104035271.48,153424093.28,177636979.44
Minority Interests,54312872.71,35544432.15,29856287.96,36531889.8
Net Income Including Noncontrolling Interests,19853441.15,68490839.33,123567805.32,141105089.64
Net Income Continuous Operations,19853441.15,68490839.33,123567805.32,141105089.64
Tax Provision,22769673.24,25281657.97,30530940.52,38498542.71
Pretax Income,42623114.39,93772497.3,154098745.84,179603632.35
Other Non Operating Income Expenses,-703813.34,1655538.13,495267.76,50238.05
Special Income Charges,-27928666.78,-32343809.41,-35086924.43,-24702275.99
Other Special Charges,956147.33,1318323.39,4793444.0,922193.05
Write Off,344926.0,156798.93,94669.37,873526.2
Impairment Of Capital Assets,26627593.45,30868687.09,30198811.06,22906556.74
Net Non Operating Interest Income Expense,-7585863.02,-10680356.24,-15455701.3,-24473135.67
Total Other Finance Cost,1882656.04,1869262.37,2164483.58,2132627.17
Interest Expense Non Operating,33511662.87,38568299.47,40560583.21,42652801.5
Interest Income Non Operating,27808455.89,29757205.6,27269365.49,20312293.0
Operating Income,76370216.91,129966535.42,199658149.74,223044131.95
Operating Expense,203771375.31,189975383.64,194935487.46,206334319.28
Other Operating Expenses,17178488.23,14988798.75,15508772.04,16451676.99
Depreciation And Amortization In Income Statement,23818535.53,20392046.06,20751302.36,23301972.99
Depreciation Income Statement,23818535.53,20392046.06,20751302.36,23301972.99
Research And Development,69813603.06,66959214.92,68178858.38,63840252.16
Selling General And Administration,35565258.9,34411850.82,30942074.34,33320228.64
Selling And Marketing Expense,18260180.99,14835456.89,9333031.79,4848304.43
General And Administrative Expense,17305077.91,19576393.93,21609042.55,28471924.21
Rent And Landing Fees,,,,
Gross Profit,280141592.22,319941919.06,394593637.2,429378451.23
Cost Of Revenue,1430006593.49,1408412390.64,1489679684.21,1366591762.93
Total Revenue,1710148185.71,1728354309.7,1884273321.41,1795970214.16
Operating Revenue,1710148185.71,1728354309.7,1884273321.41,1795970214.16
