,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-14887991.647069,-8017616.223144,11734538.444607,-838168.98561
Tax Rate For Calcs,0.172465,0.159765,0.151924,0.109026
Normalized EBITDA,1670520236.02,4539349374.3,7797890024.22,1192064289.08
Total Unusual Items,-86324646.36,-50183701.84,77239754.68,-7687803.16
Total Unusual Items Excluding Goodwill,-86324646.36,-50183701.84,77239754.68,-7687803.16
Net Income From Continuing Operation Net Minority Interest,1043469605.89,3406771930.76,6319744372.08,887081411.57
Reconciled Depreciation,288675578.01,278739747.09,209546880.89,166121197.46
Reconciled Cost Of Revenue,6608776804.5,7679659237.79,7425236863.65,5951836538.58
EBITDA,1584195589.66,4489165672.46,7875129778.9,1184376485.92
EBIT,1295520011.65,4210425925.37,7665582898.01,1018255288.46
Net Interest Income,191461432.07,254759568.01,131610867.77,32735233.7
Interest Expense,12508090.26,3549349.55,1940619.79,8092057.32
Interest Income,204710094.94,258743506.17,134149822.72,42075879.8
Normalized Income,1114906260.602931,3448938016.376856,6254239155.844607,893931045.74439
Net Income From Continuing And Discontinued Operation,1043469605.89,3406771930.76,6319744372.08,887081411.57
Total Expenses,6898163689.3,8073584698.64,8129847659.72,6241054992.51
Total Operating Income As Reported,1305563963.83,4276828842.01,7670808754.54,1012440748.02
Diluted Average Shares,529680003.0,538194618.0,529735488.0,526578007.0
Basic Average Shares,529680003.0,538194618.0,527084602.0,519462088.0
Diluted EPS,1.97,6.33,11.93,1.684615
Basic EPS,1.97,6.33,11.99,1.707692
Net Income Common Stockholders,1043469605.89,3406771930.76,6319744372.08,887081411.57
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1043469605.89,3406771930.76,6319744372.08,887081411.57
Minority Interests,-18267493.37,-127991575.55,-179610094.61,-12947952.57
Net Income Including Noncontrolling Interests,1061737099.26,3534763506.31,6499354466.69,900029364.14
Net Income Continuous Operations,1061737099.26,3534763506.31,6499354466.69,900029364.14
Tax Provision,221274822.13,672113069.51,1164287811.53,110133867.0
Pretax Income,1283011921.39,4206876575.82,7663642278.22,1010163231.14
Other Non Operating Income Expenses,-22552042.44,-69952266.19,-7166476.32,-2277516.88
Special Income Charges,-112904384.37,-53540724.55,77626691.78,-6788953.73
Other Special Charges,84313058.82,3574004.09,378360.53,-2826231.88
Write Off,3628419.69,1513039.06,-80860259.17,4896949.79
Impairment Of Capital Assets,24962905.86,48453681.4,2855206.86,4718235.82
Net Non Operating Interest Income Expense,191461432.07,254759568.01,131610867.77,32735233.7
Total Other Finance Cost,740572.61,434588.61,598335.16,1248588.78
Interest Expense Non Operating,12508090.26,3549349.55,1940619.79,8092057.32
Interest Income Non Operating,204710094.94,258743506.17,134149822.72,42075879.8
Operating Income,1175670640.8,4115424084.71,7448884009.84,958201435.06
Operating Expense,289386884.8,393925460.85,704610796.07,289218453.93
Other Operating Expenses,59169671.04,137769875.32,174352066.24,52448334.33
Depreciation And Amortization In Income Statement,25132448.1,22530072.78,20335860.09,15973867.09
Depreciation Income Statement,25132448.1,22530072.78,20335860.09,15973867.09
Research And Development,334189852.37,437122015.09,514936649.84,223071530.27
Selling General And Administration,58410566.1,60526292.43,50521785.62,55722399.6
Selling And Marketing Expense,15237906.78,14731944.96,12175449.6,5295479.43
General And Administrative Expense,43172659.32,45794347.47,38346336.02,50426920.17
Gross Profit,1465057525.6,4509349545.56,8153494805.91,1247419888.99
Cost Of Revenue,6608776804.5,7679659237.79,7425236863.65,5951836538.58
Total Revenue,8073834330.1,12189008783.35,15578731669.56,7199256427.57
Operating Revenue,8073834330.1,12189008783.35,15578731669.56,7199256427.57
