,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-28052495.214305,-13494752.082615,-12151192.16734,-3002194.560995
Tax Rate For Calcs,0.317622,0.254636,0.27653,0.183556
Normalized EBITDA,1025462437.82,871156597.24,785723576.67,698459935.61
Total Unusual Items,-88320296.02,-52996221.98,-43941743.48,-16355764.02
Total Unusual Items Excluding Goodwill,-88320296.02,-52996221.98,-43941743.48,-16355764.02
Net Income From Continuing Operation Net Minority Interest,347873766.17,286584750.39,203545327.49,273023292.37
Reconciled Depreciation,394999236.45,389413287.91,370330806.5,351496451.57
Reconciled Cost Of Revenue,4366379597.16,4458005443.12,4588672584.57,4299814226.32
EBITDA,937142141.8,818160375.26,741781833.19,682104171.59
EBIT,542142905.35,428747087.35,371451026.69,330607720.02
Net Interest Income,-70281753.67,-66740357.81,-83157864.37,6536461.64
Interest Expense,77784537.66,75198220.58,101178612.56,2701529.89
Interest Income,12057561.5,14037356.59,25243484.85,16096225.66
Normalized Income,408141566.975695,326086220.287385,235335878.80266,286376861.829005
Net Income From Continuing And Discontinued Operation,347873766.17,286584750.39,203545327.49,273023292.37
Total Expenses,4768675548.84,4876912676.97,4919708165.98,4705749957.41
Total Operating Income As Reported,468530745.58,354744657.28,273472535.44,331345020.39
Diluted Average Shares,915457279.0,895577345.0,848105531.0,827343310.0
Basic Average Shares,828270872.0,818813573.0,848105531.0,827343310.0
Diluted EPS,0.38,0.32,0.24,0.33
Basic EPS,0.42,0.35,0.24,0.33
Net Income Common Stockholders,347873766.17,286584750.39,203545327.49,273023292.37
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,347873766.17,286584750.39,203545327.49,273023292.37
Minority Interests,31005969.44,23062193.57,8011232.36,5306169.49
Net Income Including Noncontrolling Interests,316867796.73,263522556.82,195534095.13,267717122.88
Net Income Extraordinary,,,,
Net Income Continuous Operations,316867796.73,263522556.82,195534095.13,267717122.88
Tax Provision,147490570.96,90026309.95,74738319.0,60189067.25
Pretax Income,464358367.69,353548866.77,270272414.13,327906190.13
Other Non Operating Income Expenses,-4485245.31,-1532116.35,-4086159.39,-127948181.18
Special Income Charges,-90620878.45,-56582833.48,-11726957.87,-49739945.26
Other Special Charges,-600156.12,-6875049.57,-16858235.35,-1722551.14
Write Off,3986948.44,4196725.48,23915439.54,8855590.4
Impairment Of Capital Assets,87234086.13,59261157.57,4669753.68,42606906.0
Net Non Operating Interest Income Expense,-70281753.67,-66740357.81,-83157864.37,6536461.64
Total Other Finance Cost,4554777.51,5579493.82,7222736.66,6858234.13
Interest Expense Non Operating,77784537.66,75198220.58,101178612.56,2701529.89
Interest Income Non Operating,12057561.5,14037356.59,25243484.85,16096225.66
Operating Income,577756393.07,463389752.97,328612122.03,451438703.15
Operating Expense,402295951.68,418907233.85,331035581.41,405935731.09
Other Operating Expenses,73121957.33,84040160.9,70698203.36,84889681.16
Depreciation And Amortization In Income Statement,46262387.48,48977053.22,43821115.6,38517555.36
Depreciation Income Statement,46262387.48,48977053.22,43821115.6,38517555.36
Research And Development,34951770.03,34465235.05,37361048.03,22846545.68
Selling General And Administration,92494069.55,89738510.78,79696849.45,104442425.83
Selling And Marketing Expense,62581907.79,53070974.07,45296648.91,70648338.49
General And Administrative Expense,29912161.76,36667536.71,34400200.54,33794087.34
Gross Profit,980052344.75,882296986.82,659647703.44,857374434.24
Cost Of Revenue,4366379597.16,4458005443.12,4588672584.57,4299814226.32
Total Revenue,5346431941.91,5340302429.94,5248320288.01,5157188660.56
Operating Revenue,5346431941.91,5340302429.94,5248320288.01,5157188660.56
