,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-2853206.713807,-50636790.35,-13737642.663774,25983087.236862
Tax Rate For Calcs,0.010989,0.25,0.197743,0.214191
Normalized EBITDA,-50378436.4,16331919.14,290840332.78,270059617.65
Total Unusual Items,-259641426.44,-202547161.4,-69472363.94,121308267.81
Total Unusual Items Excluding Goodwill,-259641426.44,-202547161.4,-69472363.94,121308267.81
Net Income From Continuing Operation Net Minority Interest,-316193672.59,-255232286.46,57698281.99,209341138.76
Reconciled Depreciation,20461605.65,19053436.87,21933761.51,23451382.73
Reconciled Cost Of Revenue,141934620.73,129543356.58,97386011.17,45271422.98
EBITDA,-310019862.84,-186215242.26,221367968.84,391367885.46
EBIT,-330481468.49,-205268679.13,199434207.33,367916502.73
Net Interest Income,-1601947.62,8163382.53,9178039.52,7312926.86
Interest Expense,4472041.21,2220523.12,617654.67,923305.28
Interest Income,2948747.8,10430345.24,10093408.55,8490452.76
Normalized Income,-59405452.863807,-103321915.41,113433003.266226,114015958.186862
Net Income From Continuing And Discontinued Operation,-316193672.59,-255232286.46,57698281.99,209341138.76
Total Expenses,240707336.32,259636109.9,271621658.68,257353129.11
Rent Expense Supplemental,2267258.76,1923496.95,814214.92,845353.77
Total Operating Income As Reported,-334390847.48,-208028717.41,107571790.38,347357543.76
Diluted Average Shares,198863945.0,199400224.0,198959593.0,137595115.0
Basic Average Shares,198863945.0,199400224.0,198959593.0,130838212.0
Diluted EPS,-1.59,-1.28,0.29,1.521429
Basic EPS,-1.59,-1.28,0.29,1.6
Net Income Common Stockholders,-316193672.59,-255232286.46,57698281.99,209341138.76
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-316193672.59,-255232286.46,57698281.99,209341138.76
Minority Interests,15079023.86,-11369558.04,-101803777.81,-79045575.91
Net Income Including Noncontrolling Interests,-331272696.45,-243862728.42,159502059.8,288386714.67
Net Income Continuous Operations,-331272696.45,-243862728.42,159502059.8,288386714.67
Tax Provision,-3680813.25,36373526.17,39314492.86,78606482.78
Pretax Income,-334953509.7,-207489202.25,198816552.66,366993197.45
Other Non Operating Income Expenses,-562662.22,539515.16,91244762.28,19635653.69
Special Income Charges,-263456412.76,-212104892.1,6550804.07,-40862580.08
Other Special Charges,-9720.93,142479.09,-232736.94,-1173805.84
Write Off,91109427.15,888755.94,-9611917.88,8731179.99
Impairment Of Capital Assets,172356706.54,211073657.07,3293850.75,33305205.93
Net Non Operating Interest Income Expense,-1601947.62,8163382.53,9178039.52,7312926.86
Total Other Finance Cost,78654.21,46439.59,297714.36,254220.62
Interest Expense Non Operating,4472041.21,2220523.12,617654.67,923305.28
Interest Income Non Operating,2948747.8,10430345.24,10093408.55,8490452.76
Operating Income,-79434508.97,-9467635.14,243326361.44,222478530.38
Operating Expense,98772715.59,130092753.32,174235647.51,212081706.13
Other Operating Expenses,1450886.06,2990125.33,3813018.89,4083773.42
Depreciation And Amortization In Income Statement,6241311.52,4986356.24,2519876.95,3955360.77
Depreciation Income Statement,6241311.52,4986356.24,2519876.95,3955360.77
Research And Development,865637.07,,16940191.71,18639577.9
Selling General And Administration,49945941.7,64808106.51,119459494.32,120390381.98
Selling And Marketing Expense,32417038.92,17746799.74,28207678.29,18718075.58
General And Administrative Expense,17528902.78,47061306.77,91251816.03,101672306.4
Rent And Landing Fees,2267258.76,1923496.95,814214.92,845353.77
Gross Profit,19338206.62,120625118.18,417562008.95,434560236.51
Cost Of Revenue,141934620.73,129543356.58,97386011.17,45271422.98
Total Revenue,161272827.35,250168474.76,514948020.12,479831659.49
Operating Revenue,161272827.35,250168474.76,514948020.12,479831659.49
