,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,-400318918.8,391934365.35,3013718121.69,1906926159.94
Repayment Of Debt,-6487756913.02,-5308249066.37,-8590049145.61,-7405899419.0
Issuance Of Debt,10433228149.17,8967824907.64,7847087069.77,6978792988.79
Capital Expenditure,-4833120571.45,-3623127027.16,-2281568794.98,-2217803426.83
End Cash Position,5447510912.86,6038980458.32,2897891177.36,2517832034.68
Beginning Cash Position,6038980458.32,2901133545.21,2517832034.68,2764781768.34
Effect Of Exchange Rate Changes,-63172882.06,108526340.96,95603486.16,55015117.41
Changes In Cash,-528296663.4,3029320572.15,284455656.52,-301964851.07
Financing Cash Flow,3238188963.9,2730752745.63,-2917171532.16,-1158552656.47
Net Other Financing Charges,-196432972.97,-471631277.88,-807213585.46,-437639567.73
Cash Dividends Paid,-508238013.05,-454165817.76,-1364564616.72,-290780658.53
Net Issuance Payments Of Debt,3945471236.15,3659575841.27,-742962075.84,-427106430.21
Net Long Term Debt Issuance,3945471236.15,3659575841.27,-742962075.84,-427106430.21
Long Term Debt Payments,-6487756913.02,-5308249066.37,-8590049145.61,-7405899419.0
Long Term Debt Issuance,10433228149.17,8967824907.64,7847087069.77,6978792988.79
Investing Cash Flow,-8199287279.95,-3716493565.99,-2093659727.99,-3268141781.37
Net Other Investing Changes,-1652479551.24,-44713804.72,26862630.31,-1092258708.89
Net Investment Purchase And Sale,112598335.09,-50642994.67,85100472.11,-95968899.68
Sale Of Investment,285279665.09,44475886.83,314004345.18,35031100.32
Purchase Of Investment,-172681330.0,-95118881.5,-228903873.07,-131000000.0
Net Business Purchase And Sale,-1849007827.24,,-4813662.31,130167622.11
Sale Of Business,,,,133967622.11
Purchase Of Business,-1849007827.24,,-4813662.31,-3800000.0
Net PPE Purchase And Sale,-4810398236.56,-3621136766.6,-2200809168.1,-2210081794.91
Sale Of PPE,22722334.89,1990260.56,80759626.88,7721631.92
Purchase Of PPE,-4833120571.45,-3623127027.16,-2281568794.98,-2217803426.83
Operating Cash Flow,4432801652.65,4015061392.51,5295286916.67,4124729586.77
Change In Working Capital,-1475525693.08,-1466416357.09,15396168.52,-1086374032.93
Change In Other Current Assets,-132265620.07,-49344708.16,127712028.41,108384569.98
Change In Payable,1441582083.14,2048028049.16,747469812.09,-814811760.49
Change In Inventory,-888388859.66,-706356050.82,-1035643907.51,-405303431.56
Change In Receivables,-1896453296.49,-2758743647.27,175858235.53,25356589.14
Other Non Cash Items,727561191.66,544845833.57,717363892.38,719708266.35
Depreciation And Amortization,2338697100.13,2076294932.72,1863596659.27,1854066902.83
Amortization Cash Flow,89655984.93,139528414.05,166054894.67,162182089.84
Depreciation,2249041115.2,1936766518.67,1697541764.6,1691884812.99
Gain Loss On Investment Securities,-312491636.31,175532198.79,97798214.08,-45630089.45
Gain Loss On Sale Of PPE,5033129.74,10005691.47,10926951.57,95755266.79
Net Income From Continuing Operations,2326824934.66,1760733316.4,2047323827.09,1590074552.1
Cash Flowsfromusedin Operating Activities Direct,4432801652.65,4015061392.51,5295286916.67,4124729586.77
Taxes Refund Paid Direct,-50725671.2,-612251671.42,-371607991.29,31808536.61
Classesof Cash Payments,-46715629358.19,-38162820762.81,-30405194568.57,-32608565874.79
Other Cash Paymentsfrom Operating Activities,-593526666.75,-584870031.54,-476173322.74,-604856003.89
Paymentson Behalfof Employees,-9966642395.22,-8046563737.84,-6803829692.53,-7274874043.98
Paymentsto Suppliersfor Goodsand Services,-36155460296.22,-29531386993.43,-23125191553.3,-24728835826.92
Classesof Cash Receiptsfrom Operating Activities,51199156682.04,42790133826.74,36072089476.53,36701486924.95
Other Cash Receiptsfrom Operating Activities,354691067.62,373194248.75,650518414.23,675162823.91
Receiptsfrom Customers,50844465614.42,42416939577.99,35421571062.3,36026324101.04
