,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,944606894.0,944606894.0,944606894.0,763884003.0
Share Issued,944606894.0,944606894.0,944606894.0,763884003.0
Net Debt,3148376572.81,1277115100.96,1317292573.02,1728840188.07
Total Debt,4182195013.28,3367156505.05,2982781773.4,2794461990.53
Tangible Book Value,3309798096.31,3277830668.84,3399386660.66,2423523026.42
Invested Capital,7618031485.91,6274658628.89,6296629671.18,5539107982.12
Working Capital,554604305.5,819469955.3,1313825576.5,703766447.23
Net Tangible Assets,3309798096.31,3277830668.84,3399386660.66,2423523026.42
Capital Lease Obligations,2536464.47,,9278728.67,21735106.31
Common Stock Equity,4169651887.7,4076723890.28,4173426825.74,3132131266.45
Total Capitalization,5745756856.18,5053105908.91,5293830036.85,4153655686.45
Total Equity Gross Minority Interest,4632263812.85,4499044548.83,4572271257.61,3424728675.09
Minority Interest,462611925.15,422320658.55,398844431.87,292597408.64
Stockholders Equity,4169651887.7,4076723890.28,4173426825.74,3132131266.45
Retained Earnings,656638447.67,570054926.83,515265498.05,442760400.92
Additional Paid In Capital,2509442590.23,2509442590.23,2588106350.23,908753734.92
Capital Stock,944606894.0,944606894.0,944606894.0,763884003.0
Common Stock,944606894.0,944606894.0,944606894.0,763884003.0
Total Liabilities Net Minority Interest,6636730609.98,5734302573.23,5333579254.39,5083791431.16
Total Non Current Liabilities Net Minority Interest,1739440779.75,1134332886.13,1235184297.89,1142213775.46
Other Non Current Liabilities,369808.78,2586602.17,15858.59,
Non Current Deferred Revenue,159825529.89,155359654.63,105486499.52,98954249.15
Non Current Deferred Taxes Liabilities,604008.13,4610.7,,
Long Term Debt And Capital Lease Obligation,1578641432.95,976382018.63,1129681939.78,1043259526.31
Long Term Capital Lease Obligation,2536464.47,,9278728.67,21735106.31
Long Term Debt,1576104968.48,976382018.63,1120403211.11,1021524420.0
Current Liabilities,4897289830.23,4599969687.1,4098394956.5,3941577655.7
Other Current Liabilities,77426262.81,163193440.46,172363009.56,9891439.0
Current Debt And Capital Lease Obligation,2603553580.33,2390774486.42,1853099833.62,1751202464.22
Current Debt,1872274629.73,1221552719.98,1002799634.33,1385452295.67
Payables,2169244254.59,2008437127.09,2022868147.76,2125312118.32
Other Payable,882173504.73,992943998.96,1063820002.41,479628252.16
Dividends Payable,45780656.63,28614564.84,8905123.67,46886545.99
Total Tax Payable,41202596.92,58019801.55,41241128.77,55169246.84
Accounts Payable,1200087496.31,928858761.74,908901892.91,1543628073.33
Total Assets,11268994422.83,10233347122.06,9905850512.0,8508520106.25
Total Non Current Assets,5817100287.1,4813907479.66,4493629979.0,3863176003.32
Other Non Current Assets,25338183.91,176920961.53,142690079.48,15822132.12
Non Current Deferred Assets,2740494.62,5827857.18,7709675.69,4651138.38
Non Current Deferred Taxes Assets,43545219.78,40801251.07,47096289.15,52313483.7
Goodwill And Other Intangible Assets,859853791.39,798893221.44,774040165.08,708608240.03
Other Intangible Assets,667672544.27,606711974.32,577775935.2,512344010.15
Goodwill,192181247.12,192181247.12,196264229.88,196264229.88
Net PPE,4885622597.4,3791464188.44,3522093769.6,3081781009.09
Accumulated Depreciation,-1784731582.43,-1534802181.64,-1471007459.94,-750354769.1
Gross PPE,6670354179.83,5326266370.08,4993101229.54,3832135778.19
Construction In Progress,1349804199.86,987605203.53,528194996.8,280993637.27
Other Properties,138670352.18,116644804.99,259969874.28,874129854.26
Machinery Furniture Equipment,3684647155.2,3212371398.05,3189321430.01,2064942800.52
Buildings And Improvements,,,,612069486.14
Properties,1497232472.59,1009644963.51,1015614928.45,612069486.14
Current Assets,5451894135.73,5419439642.4,5412220533.0,4645344102.93
Other Current Assets,174029258.18,105797886.33,78915030.39,90149727.61
Prepaid Assets,256925859.19,233661161.12,305998477.66,227505417.44
Inventory,2414226217.97,2038783601.42,1976005490.08,1848925235.72
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,,57311136.77,105715893.22
Finished Goods,990340639.86,768697772.61,774746587.81,673250619.58
Work In Process,10833318.71,269726382.01,188754260.53,205129324.04
Raw Materials,1413052259.4,1000359446.8,955193504.97,864829398.88
Other Receivables,732625125.05,756201290.25,568323359.52,619745889.09
Accounts Receivable,1272106497.13,1293494681.34,940446556.62,1180881305.47
Allowance For Doubtful Accounts Receivable,-130109959.93,-131845979.75,-132249656.38,-191125733.38
Gross Accounts Receivable,1402216457.06,1425340661.09,1065902702.56,1354138427.33
Cash Cash Equivalents And Short Term Investments,601981178.21,991501021.94,1542531618.73,678136527.6
Other Short Term Investments,301978152.81,70681384.29,736621346.31,
Cash And Cash Equivalents,300003025.4,920819637.65,805910272.42,678136527.6
Cash Equivalents,213398454.88,202891423.57,108632121.73,178565923.47
Cash Financial,34527431.1,104101328.2,680338486.26,461318394.71
