,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,242159450.0,241920756.0,241920756.0,241920756.0
Share Issued,242159450.0,241920756.0,241920756.0,241920756.0
Total Debt,6765635.03,27085346.93,12878728.49,16110754.09
Tangible Book Value,1027725940.96,1139084525.31,1110370232.48,1095972833.3
Invested Capital,1168209081.13,1163621968.94,1117584595.98,1103450334.72
Working Capital,803516158.12,911993019.89,930141048.15,954004865.07
Net Tangible Assets,1027725940.96,1139084525.31,1110370232.48,1095972833.3
Capital Lease Obligations,3736209.62,6043946.79,9634491.35,12463991.86
Common Stock Equity,1168209081.13,1146035750.89,1117584595.98,1103450334.72
Total Capitalization,1168209081.13,1146035750.89,1117584595.98,1103450334.72
Total Equity Gross Minority Interest,1169037094.15,1146035750.89,1117584595.98,1103724723.38
Minority Interest,828013.02,,,274388.66
Stockholders Equity,1168209081.13,1146035750.89,1117584595.98,1103450334.72
Retained Earnings,169839718.16,167768243.68,151401288.39,146794448.77
Additional Paid In Capital,680191137.18,746723508.4,823523748.4,866190548.4
Capital Stock,242159450.0,172800540.0,96000300.0,53333500.0
Common Stock,242159450.0,172800540.0,96000300.0,53333500.0
Total Liabilities Net Minority Interest,202321760.7,209750803.91,161631509.74,159689883.26
Total Non Current Liabilities Net Minority Interest,19973007.09,12347124.97,16658266.37,18131806.9
Non Current Deferred Revenue,11136213.74,773333.33,1173333.33,1573333.33
Non Current Deferred Taxes Liabilities,5100583.73,5529844.85,5850441.69,4094481.71
Long Term Debt And Capital Lease Obligation,3736209.62,6043946.79,9634491.35,12463991.86
Long Term Capital Lease Obligation,3736209.62,6043946.79,9634491.35,12463991.86
Current Liabilities,182348753.61,197403678.94,144973243.37,141558076.36
Other Current Liabilities,9737227.93,17934642.04,3859815.02,9114364.91
Current Debt And Capital Lease Obligation,3029425.41,21041400.14,3244237.14,3646762.23
Current Debt,,17586218.05,,
Payables,162435660.32,146500837.12,127535315.08,123443243.64
Other Payable,30953550.29,24756233.04,19439893.2,16259981.82
Total Tax Payable,6254026.74,7961586.74,5763140.32,14679523.71
Accounts Payable,125228083.29,113783017.34,102332281.56,92503738.11
Total Assets,1371358854.85,1355786554.8,1279216105.72,1263414606.64
Total Non Current Assets,385493943.12,246389855.97,204101814.2,167851665.21
Other Non Current Assets,22051702.12,25079365.49,11270877.12,5219304.97
Non Current Deferred Assets,20259329.61,16584069.42,12628054.2,9685411.02
Non Current Deferred Taxes Assets,6167460.9,5800971.36,5158658.83,2537223.33
Goodwill And Other Intangible Assets,140483140.17,6951225.58,7214363.5,7477501.42
Other Intangible Assets,140483140.17,6951225.58,7214363.5,7477501.42
Net PPE,196532310.32,189148969.98,167829860.55,142932224.47
Accumulated Depreciation,-127206501.26,-101632386.79,-79679059.86,-66187639.18
Gross PPE,323738811.58,290781356.77,247508920.41,209119863.65
Construction In Progress,3416645.43,1995959.9,,
Other Properties,25381464.75,23608944.27,23155345.89,24482008.41
Machinery Furniture Equipment,272382058.85,243737210.49,207146473.94,167430754.66
Properties,22558642.55,21439242.11,17207100.58,17207100.58
Current Assets,985864911.73,1109396698.83,1075114291.52,1095562941.43
Other Current Assets,95470455.44,137757505.1,132435711.53,65467021.37
Prepaid Assets,2590765.98,2460653.66,2070746.94,3004537.46
Inventory,156958413.05,143363639.05,134378718.14,101606305.53
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,,,
Finished Goods,58205101.62,46581595.03,41584148.92,35195904.93
Work In Process,51367348.78,51431257.02,42753695.18,22555587.74
Raw Materials,47385962.65,45350787.0,50040874.04,43854812.86
Other Receivables,106367538.66,97184499.93,53699351.01,58598697.33
Accounts Receivable,233652300.83,184034379.44,157799284.88,161142545.13
Allowance For Doubtful Accounts Receivable,-12953972.77,-14224075.23,-13057655.04,-12940353.59
Gross Accounts Receivable,246606273.6,198258454.67,170856939.92,174082898.72
Cash Cash Equivalents And Short Term Investments,390825437.77,544596021.65,594730479.02,705743834.61
Other Short Term Investments,291456282.26,464092062.94,355938071.91,548105726.49
Cash And Cash Equivalents,99369155.51,80503958.71,238792407.11,157638108.12
Cash Equivalents,1564.76,5054467.33,40611445.05,817035.28
Cash Financial,99367590.75,75449491.38,198180962.06,156821072.84
