,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,-1428214552.13,255386774.45,-60218735.18,-123463087.47
Repayment Of Debt,-1656510774.05,-1668560740.8,-1530184769.71,-1289834558.62
Issuance Of Debt,2758328520.46,1640584950.99,1727924067.74,1432718708.9
Capital Expenditure,-957566187.53,-306582450.31,-203161136.08,-179717743.05
End Cash Position,4789039009.53,507341089.8,417977056.37,354706716.22
Beginning Cash Position,507341089.8,417977056.37,354706716.22,225310957.88
Effect Of Exchange Rate Changes,-54225424.5,22075082.14,31789704.67,35010267.74
Changes In Cash,4335923344.23,67288951.29,31480635.48,94385490.6
Financing Cash Flow,5890849853.34,-200732582.67,93083003.13,231771733.7
Net Other Financing Charges,4913396606.71,-86885118.93,-48866634.67,136524972.78
Cash Dividends Paid,-124364499.78,-85871673.93,-55789660.23,-47637389.36
Net Issuance Payments Of Debt,1101817746.41,-27975789.81,197739298.03,142884150.28
Net Long Term Debt Issuance,1101817746.41,-27975789.81,197739298.03,142884150.28
Long Term Debt Payments,-1656510774.05,-1668560740.8,-1530184769.71,-1289834558.62
Long Term Debt Issuance,2758328520.46,1640584950.99,1727924067.74,1432718708.9
Investing Cash Flow,-1084278144.51,-293947690.8,-204544768.55,-193640898.68
Net Investment Purchase And Sale,-128737434.0,6344656.69,-10000000.0,
Sale Of Investment,,26630656.69,,
Purchase Of Investment,-128737434.0,-20286000.0,-10000000.0,
Net Business Purchase And Sale,,,,-21510686.94
Sale Of Business,,,,
Purchase Of Business,,,,-21510686.94
Net PPE Purchase And Sale,-955540710.51,-300292347.49,-194544768.55,-172130211.74
Sale Of PPE,2025477.02,6290102.82,8616367.53,7587531.31
Purchase Of PPE,-957566187.53,-306582450.31,-203161136.08,-179717743.05
Operating Cash Flow,-470648364.6,561969224.76,142942400.9,56254655.58
Change In Working Capital,-1176514973.41,64401662.46,-274708057.06,-423785005.25
Change In Other Current Assets,-29135674.7,-7145984.01,-1640159.43,-6473163.09
Change In Payable,572356564.54,379116779.56,-898955493.96,818000392.26
Change In Inventory,-732236924.68,-116204035.91,152344283.15,-507486285.23
Change In Receivables,-987498938.57,-191365097.18,473543313.18,-727825949.19
Other Non Cash Items,147042653.48,49745582.03,40602570.65,33915627.15
Depreciation And Amortization,281946302.61,283665452.93,282852058.53,283428443.43
Amortization Cash Flow,133846896.25,128535748.05,112850521.66,103340774.08
Depreciation,148099406.36,155129704.88,170001536.87,180087669.35
Gain Loss On Investment Securities,,-6344656.69,,
Gain Loss On Sale Of PPE,86365.93,-2004970.24,187691.84,466485.31
Net Income From Continuing Operations,222597154.1,167041112.74,94964738.56,171468501.58
Cash Flowsfromusedin Operating Activities Direct,-470648364.6,561969224.76,142942400.9,56254655.58
Taxes Refund Paid Direct,439877589.15,259255281.76,177149899.62,280281812.14
Classesof Cash Payments,-6654614199.19,-4214230176.66,-3733110355.15,-3116747028.85
Other Cash Paymentsfrom Operating Activities,-159345310.88,-109819594.5,-98641633.21,-80499514.94
Paymentson Behalfof Employees,-402921942.41,-330107596.91,-345539023.46,-311725800.75
Paymentsto Suppliersfor Goodsand Services,-6092346945.9,-3774302985.25,-3288929698.48,-2724521713.16
Classesof Cash Receiptsfrom Operating Activities,5744088245.44,4516944119.66,3698902856.43,2892719872.29
Other Cash Receiptsfrom Operating Activities,86656737.6,67347921.74,21965902.96,50195624.79
Receiptsfrom Customers,5657431507.84,4449596197.92,3676936953.47,2842524247.5
