,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,2675665.910378,878912.871811,-3177538.947864,1337498.579886
Tax Rate For Calcs,0.199106,0.194947,0.209993,0.199877
Normalized EBITDA,483815455.88,488019665.58,518955105.02,420051401.03
Total Unusual Items,13438375.54,4508470.56,-15131645.27,6691606.49
Total Unusual Items Excluding Goodwill,13438375.54,4508470.56,-15131645.27,6691606.49
Net Income From Continuing Operation Net Minority Interest,263007747.05,242400833.26,237975763.34,225674486.79
Reconciled Depreciation,168852816.29,191422721.63,202582104.26,144680634.98
Reconciled Cost Of Revenue,982302687.54,1322234415.31,1377206004.77,868179016.81
EBITDA,497253831.42,492528136.14,503823459.75,426743007.52
EBIT,328401015.13,301105414.51,301241355.49,282062372.54
Net Interest Income,55561622.37,55708684.66,37594372.29,23404162.81
Interest Expense,8166.45,6185.8,8897.23,12610.79
Interest Income,55724248.04,55717421.39,37613846.44,23437829.28
Normalized Income,252245037.420378,238771275.571811,249929869.662136,220320378.879886
Net Income From Continuing And Discontinued Operation,263007747.05,242400833.26,237975763.34,225674486.79
Total Expenses,1059489112.61,1411075985.96,1474764784.73,953066906.95
Rent Expense Supplemental,245478.37,117330.13,135375.24,152621.58
Total Operating Income As Reported,354833579.79,314416642.62,331361783.94,313411917.99
Diluted Average Shares,1458722945.0,1458488768.0,1458184824.0,1458787891.0
Basic Average Shares,1458722945.0,1458488768.0,1458184824.0,1458787891.0
Diluted EPS,0.1803,0.1662,0.1632,0.1547
Basic EPS,0.1803,0.1662,0.1632,0.1547
Net Income Common Stockholders,263007747.05,242400833.26,237975763.34,225674486.79
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,263007747.05,242400833.26,237975763.34,225674486.79
Net Income Including Noncontrolling Interests,263007747.05,242400833.26,237975763.34,225674486.79
Net Income Extraordinary,,,,
Net Income Continuous Operations,263007747.05,242400833.26,237975763.34,225674486.79
Tax Provision,65385101.63,58698395.45,63256694.92,56375274.96
Pretax Income,328392848.68,301099228.71,301232458.26,282049761.75
Other Non Operating Income Expenses,-26440731.11,-13317413.91,-31851237.18,-31601549.59
Special Income Charges,8897175.54,1410470.56,-22386045.27,9989206.49
Other Special Charges,-5351498.99,,-7280.83,
Write Off,-4290342.97,-1410470.56,-1101420.36,-15567142.62
Impairment Of Capital Assets,744666.42,,23494746.46,5577936.13
Net Non Operating Interest Income Expense,55561622.37,55708684.66,37594372.29,23404162.81
Total Other Finance Cost,154459.22,2550.93,10576.92,21055.68
Interest Expense Non Operating,8166.45,6185.8,8897.23,12610.79
Interest Income Non Operating,55724248.04,55717421.39,37613846.44,23437829.28
Operating Income,285833581.88,254199487.4,310620968.42,283555542.04
Operating Expense,77186425.07,88841570.65,97558779.96,84887890.14
Other Operating Expenses,5675979.71,8938230.24,11765100.26,9495859.33
Depreciation And Amortization In Income Statement,8714664.89,15078792.94,16182492.44,14540718.3
Amortization,,,,
Depreciation Income Statement,8714664.89,15078792.94,16182492.44,14540718.3
Research And Development,692935.57,5973315.04,11204070.25,5176097.84
Selling General And Administration,10921683.36,9183963.05,8879742.58,9530638.44
Selling And Marketing Expense,15640.45,56095.99,218063.87,284090.31
General And Administrative Expense,10906042.91,9127867.06,8661678.71,9246548.13
Rent And Landing Fees,245478.37,117330.13,135375.24,152621.58
Gross Profit,363020006.95,343041058.05,408179748.38,368443432.18
Cost Of Revenue,982302687.54,1322234415.31,1377206004.77,868179016.81
Total Revenue,1345322694.49,1665275473.36,1785385753.15,1236622448.99
Operating Revenue,1345322694.49,1665275473.36,1785385753.15,1236622448.99
