,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,94031172.26,-247693116.5,-363588318.17,-60678373.79
Repayment Of Debt,-1277987916.6,-1573894860.03,-1229476742.45,-1347124882.56
Issuance Of Debt,1220355839.6,1853753544.29,2257267833.34,1544125155.44
Capital Expenditure,-352384036.09,-409266870.07,-661958284.31,-287850542.25
End Cash Position,1322584734.19,1330322959.95,1779264986.52,2442117610.71
Beginning Cash Position,1330322959.95,1779264986.52,2442117610.71,356930235.89
Effect Of Exchange Rate Changes,3189150.62,1742424.16,6108871.99,-2056151.11
Changes In Cash,-10927376.38,-450684450.73,-668961496.18,2087243525.93
Financing Cash Flow,-436935610.29,-228854563.34,742879245.9,1958200140.79
Net Other Financing Charges,137215885.97,25500000.0,236035258.31,1984926676.48
Cash Dividends Paid,-516519419.26,-531768247.6,-517867103.3,-221761808.57
Net Issuance Payments Of Debt,-57632077.0,279858684.26,1027791090.89,197000272.88
Net Long Term Debt Issuance,-57632077.0,279858684.26,1027791090.89,197000272.88
Long Term Debt Payments,-1277987916.6,-1573894860.03,-1229476742.45,-1347124882.56
Long Term Debt Issuance,1220355839.6,1853753544.29,2257267833.34,1544125155.44
Investing Cash Flow,-20406974.44,-383403640.96,-1710210708.22,-98128783.32
Net Other Investing Changes,,,,
Net Investment Purchase And Sale,331316467.55,24941731.11,-1049703288.01,188786237.25
Sale Of Investment,7771516467.55,9614660731.11,4210830711.99,893095037.25
Purchase Of Investment,-7440200000.0,-9589719000.0,-5260534000.0,-704308800.0
Net PPE Purchase And Sale,-351723441.99,-408345372.07,-660507420.21,-286915020.57
Sale Of PPE,660594.1,921498.0,1450864.1,935521.68
Purchase Of PPE,-352384036.09,-409266870.07,-661958284.31,-287850542.25
Capital Expenditure Reported,,,,
Operating Cash Flow,446415208.35,161573753.57,298369966.14,227172168.46
Change In Working Capital,-717613706.86,-802826775.65,-984761938.23,-674762761.43
Change In Other Current Assets,-47324850.69,-7014559.75,3748034.89,-8090839.99
Change In Payable,807528926.09,52339487.83,614897746.71,401682779.03
Change In Inventory,-541101454.44,-984770199.26,-795991069.2,-497739903.22
Change In Receivables,-936716327.82,136618495.53,-807416650.63,-570614797.25
Other Non Cash Items,59828022.42,65656060.57,53799896.17,28157614.56
Deferred Tax,,,,
Depreciation And Amortization,167692475.08,143579236.51,124068702.2,108901503.67
Amortization Cash Flow,16936354.34,16468646.36,14260193.41,15074508.35
Depreciation,150756120.74,127110590.15,109808508.79,93826995.32
Gain Loss On Investment Securities,-30858185.74,-43088277.04,-24193801.4,-18772655.11
Gain Loss On Sale Of PPE,-421175.69,3538044.55,-667613.15,-2554670.24
Net Income From Continuing Operations,875982347.92,764574884.14,1095230051.15,745198213.71
Cash Flowsfromusedin Operating Activities Direct,446415208.35,161573753.57,298369966.14,227172168.46
Taxes Refund Paid Direct,-188032688.5,-132412438.73,-268704615.8,-241620983.7
Classesof Cash Payments,-3434217704.4,-3445812000.37,-3374408356.73,-2304947167.19
Other Cash Paymentsfrom Operating Activities,-197962263.59,-195627501.39,-192595422.68,-128746655.58
Paymentson Behalfof Employees,-545897495.12,-517628170.4,-413288968.85,-301652584.44
Paymentsto Suppliersfor Goodsand Services,-2690357945.69,-2732556328.58,-2768523965.2,-1874547927.17
Classesof Cash Receiptsfrom Operating Activities,4068665601.25,3739798192.67,3941482938.67,2773740319.35
Other Cash Receiptsfrom Operating Activities,310379690.15,166715976.56,203716161.56,127940337.15
Receiptsfrom Customers,3758285911.1,3573082216.11,3737766777.11,2645799982.2
