,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,134617742.41,-2660085.55,-415681007.36,-519713807.4
Repayment Of Debt,-1499902285.76,-2129980191.85,-2676647956.54,-3573800804.33
Issuance Of Debt,838979282.91,1513353850.08,2884105138.74,3760874351.4
Capital Expenditure,-19962707.9,-37369437.57,-26457669.21,-31158458.76
End Cash Position,402108683.16,570256558.42,406480338.31,681933616.85
Beginning Cash Position,570256558.42,406480338.31,681933616.85,994464874.37
Effect Of Exchange Rate Changes,116767.43,148008.11,-353096.99,52069.97
Changes In Cash,-168264642.69,163628212.0,-275100181.55,-312583327.49
Financing Cash Flow,-434741211.8,166147469.82,75542944.41,6192006.3
Net Other Financing Charges,393368865.97,967455228.71,118427558.04,99883852.2
Cash Dividends Paid,-167187074.92,-184681417.12,-250286606.55,-276418242.97
Net Issuance Payments Of Debt,-660923002.85,-616626341.77,207457182.2,187073547.07
Net Long Term Debt Issuance,-660923002.85,-616626341.77,207457182.2,187073547.07
Long Term Debt Payments,-1499902285.76,-2129980191.85,-2676647956.54,-3573800804.33
Long Term Debt Issuance,838979282.91,1513353850.08,2884105138.74,3760874351.4
Investing Cash Flow,111896118.8,-37228609.84,38580212.19,169780014.85
Net Other Investing Changes,45499526.7,,,
Net Investment Purchase And Sale,-2212500.0,,24962783.95,196489103.47
Sale Of Investment,,,24962783.95,228271103.47
Purchase Of Investment,-2212500.0,,,-31782000.0
Net Business Purchase And Sale,,,-510000.0,
Purchase Of Business,,,-510000.0,
Net PPE Purchase And Sale,68609092.1,-37228609.84,14127428.24,-26709088.62
Sale Of PPE,88571800.0,140827.73,40585097.45,4449370.14
Purchase Of PPE,-19962707.9,-37369437.57,-26457669.21,-31158458.76
Capital Expenditure Reported,,,,
Operating Cash Flow,154580450.31,34709352.02,-389223338.15,-488555348.64
Change In Working Capital,93863311.58,432439587.8,-453478709.68,-796568977.7
Change In Other Current Assets,38926959.57,19615961.67,-41657047.64,-25087273.97
Change In Payable,73498607.53,99737060.41,-318270553.99,22312916.36
Change In Inventory,53097102.35,-16862818.6,8443036.58,-121515197.45
Change In Receivables,-71659357.87,329949384.32,-101994144.63,-672279422.64
Other Non Cash Items,302380967.95,323148436.41,310889187.65,297194675.06
Deferred Tax,,,,
Depreciation And Amortization,60918564.22,63712439.11,79574532.75,85496377.41
Amortization Cash Flow,22891862.66,25476860.33,33418701.35,34899872.22
Depreciation,38026701.56,38235578.78,46155831.4,50596505.19
Gain Loss On Investment Securities,6688724.34,21904292.36,5253155.64,-153521116.06
Gain Loss On Sale Of PPE,-77605459.52,38715.66,-15488998.26,2672754.62
Net Income From Continuing Operations,-356504943.28,-1038369080.15,-564781865.26,-28935923.06
Cash Flowsfromusedin Operating Activities Direct,154580450.31,34709352.02,-389223338.15,-488555348.64
Taxes Refund Paid Direct,-33639604.91,-51641070.92,-32905282.61,-65239113.77
Classesof Cash Payments,-1399867013.34,-1549115733.74,-2499593315.21,-3056493938.64
Other Cash Paymentsfrom Operating Activities,-121490789.84,-172744347.42,-569269642.9,-340386256.83
Paymentson Behalfof Employees,-185750120.63,-204899424.17,-228492546.07,-274902536.37
Paymentsto Suppliersfor Goodsand Services,-1092626102.87,-1171471962.15,-1701831126.24,-2441205145.44
Classesof Cash Receiptsfrom Operating Activities,1588087068.56,1635466156.68,2143275259.67,2633177703.77
Other Cash Receiptsfrom Operating Activities,124838804.84,237083401.47,397130969.59,284169633.3
Receiptsfrom Customers,1463248263.72,1398382755.21,1746144290.08,2349008070.47
