,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-4825379.268221,4906700.409006,-10290613.162805,-5427486.736397
Tax Rate For Calcs,0.070785,0.175024,0.234543,0.121893
Normalized EBITDA,56078210.12,88206517.21,44567403.01,184706008.24
Total Unusual Items,-68169138.22,28034465.21,-43875111.21,-44526533.75
Total Unusual Items Excluding Goodwill,-68169138.22,28034465.21,-43875111.21,-44526533.75
Net Income From Continuing Operation Net Minority Interest,-34840017.45,80539277.61,-15107783.37,117247922.41
Reconciled Depreciation,22968193.02,17071620.28,16406855.19,4930045.71
Reconciled Cost Of Revenue,521680022.94,436981395.03,205187538.86,478094424.61
EBITDA,-12090928.1,116240982.42,692291.8,140179474.49
EBIT,-35059121.12,99169362.14,-15714563.39,135249428.78
Net Interest Income,-2559495.85,1944159.91,-4831091.64,3983535.44
Interest Expense,5882831.73,5597706.92,7072097.53,1258354.83
Interest Income,3757957.6,7876552.83,2860340.61,2347902.37
Normalized Income,28503741.501779,57411512.809006,18476714.677195,156346969.423603
Net Income From Continuing And Discontinued Operation,-34840017.45,80539277.61,-15107783.37,117247922.41
Total Expenses,659115060.88,548946141.01,302348098.28,568900539.51
Rent Expense Supplemental,6635842.87,5409358.86,3398314.45,2390228.51
Total Operating Income As Reported,-40166477.24,93818482.05,-28473173.44,129006710.52
Diluted Average Shares,108875055.0,110327778.0,107912738.0,79221569.0
Basic Average Shares,108875055.0,108836862.0,107912738.0,79221569.0
Diluted EPS,-0.32,0.73,-0.14,1.48
Basic EPS,-0.32,0.74,-0.14,1.48
Net Income Common Stockholders,-34840017.45,80539277.61,-15107783.37,117247922.41
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-34840017.45,80539277.61,-15107783.37,117247922.41
Minority Interests,3203843.16,3344894.99,2334419.01,-410535.56
Net Income Including Noncontrolling Interests,-38043860.61,77194382.62,-17442202.38,117658457.97
Net Income Continuous Operations,-38043860.61,77194382.62,-17442202.38,117658457.97
Tax Provision,-2898092.24,16377272.6,-5344458.54,16332615.98
Pretax Income,-40941952.85,93571655.22,-22786660.92,133991073.95
Other Non Operating Income Expenses,794457.97,1970919.45,12624284.69,4344194.45
Special Income Charges,-68169138.22,28034465.21,-43948047.4,-46285954.68
Other Special Charges,-137074.82,,2818824.3,
Write Off,50533248.47,-37505037.79,41129223.1,46285954.68
Impairment Of Capital Assets,17772964.57,9470572.58,,
Net Non Operating Interest Income Expense,-2559495.85,1944159.91,-4831091.64,3983535.44
Total Other Finance Cost,434621.72,334686.0,619334.72,-2893987.9
Interest Expense Non Operating,5882831.73,5597706.92,7072097.53,1258354.83
Interest Income Non Operating,3757957.6,7876552.83,2860340.61,2347902.37
Operating Income,28577105.97,61250441.02,9949698.24,166835159.9
Operating Expense,137435037.94,111964745.98,97160559.42,90806114.9
Other Operating Expenses,2819198.25,-3932983.8,1540156.69,1677952.83
Depreciation And Amortization In Income Statement,16981097.58,10997062.82,13000456.83,4645300.68
Depreciation Income Statement,16981097.58,10997062.82,13000456.83,4645300.68
Research And Development,24166925.72,25702729.17,26448162.91,26284026.71
Selling General And Administration,28336998.04,31729606.54,22712125.99,29457631.43
Selling And Marketing Expense,7605000.58,15725346.78,12418936.79,14187823.01
General And Administrative Expense,20731997.46,16004259.76,10293189.2,15269808.42
Rent And Landing Fees,6635842.87,5409358.86,3398314.45,2390228.51
Gross Profit,166012143.91,173215187.0,107110257.66,257641274.8
Cost Of Revenue,521680022.94,436981395.03,205187538.86,478094424.61
Total Revenue,687692166.85,610196582.03,312297796.52,735735699.41
Operating Revenue,687692166.85,610196582.03,312297796.52,735735699.41
