,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,456870256.0,456870256.0,452662256.0,452662256.0
Share Issued,456870256.0,456870256.0,452662256.0,452662256.0
Total Debt,261290295.91,71761360.65,53436890.12,27314155.49
Tangible Book Value,6298199241.5,6119597780.34,5591562300.3,5184465812.47
Invested Capital,6523033200.78,6323491749.9,5683439720.51,5278066991.16
Working Capital,6079033112.99,5992356493.89,5478142725.72,5092814394.69
Net Tangible Assets,6298199241.5,6119597780.34,5591562300.3,5184465812.47
Capital Lease Obligations,152427965.09,13829032.16,35790265.99,14171062.12
Common Stock Equity,6463033200.78,6283491749.9,5683439720.51,5278066991.16
Total Capitalization,6463033200.78,6283491749.9,5683439720.51,5278066991.16
Total Equity Gross Minority Interest,7503119542.17,7281215189.9,6577565512.14,6087770952.22
Minority Interest,1040086341.39,997723440.0,894125791.63,809703961.06
Stockholders Equity,6463033200.78,6283491749.9,5683439720.51,5278066991.16
Treasury Stock,193568000.0,193568000.0,,
Retained Earnings,3205248173.62,3081952374.53,2606211016.66,2211220527.18
Additional Paid In Capital,1943967430.14,1943930278.22,1754570278.22,1819104170.76
Capital Stock,456870256.0,456870256.0,452662256.0,452662256.0
Common Stock,456870256.0,456870256.0,452662256.0,452662256.0
Total Liabilities Net Minority Interest,4442707676.67,3866448308.78,3390902776.94,3234597486.39
Total Non Current Liabilities Net Minority Interest,689996095.22,473531047.11,382589972.87,302492240.15
Other Non Current Liabilities,,,,
Tradeand Other Payables Non Current,424086712.35,370647866.08,303494348.46,250515348.02
Non Current Deferred Revenue,113481417.78,89054148.87,42847956.11,37482988.19
Non Current Deferred Taxes Liabilities,,,457402.31,322841.82
Long Term Debt And Capital Lease Obligation,152427965.09,13829032.16,35790265.99,14171062.12
Long Term Capital Lease Obligation,152427965.09,13829032.16,35790265.99,14171062.12
Current Liabilities,3752711581.45,3392917261.67,3008312804.07,2932105246.24
Other Current Liabilities,37192207.61,56298203.36,16415548.11,2714600.4
Current Debt And Capital Lease Obligation,108862330.82,57932328.49,17646624.13,13143093.37
Current Debt,60000000.0,40000000.0,,
Payables,3469192821.82,3205357098.05,2808146412.77,2585872142.37
Other Payable,280643750.4,240071114.05,46077449.62,64308453.77
Dividends Payable,,,1206600.0,7485896.38
Total Tax Payable,20167903.49,46128965.59,43266479.37,48906700.5
Accounts Payable,3168381167.93,2919157018.41,2717595883.78,2465171091.72
Total Assets,11945827218.84,11147663498.68,9968468289.08,9322368438.61
Total Non Current Assets,2114082524.4,1762389743.12,1482012759.29,1297448797.68
Other Non Current Assets,38128158.56,78499239.84,26786837.72,30453309.7
Non Current Deferred Assets,40382735.06,36117826.03,31067666.05,31251285.55
Non Current Deferred Taxes Assets,55896762.79,45239838.31,41095088.91,29552057.87
Investmentin Financial Assets,46391538.7,48667151.36,49311725.0,29311725.0
Available For Sale Securities,46391538.7,48667151.36,49311725.0,29311725.0
Investment Properties,28807.24,28807.24,28807.24,28807.24
Goodwill And Other Intangible Assets,164833959.28,163893969.56,91877420.21,93601178.69
Other Intangible Assets,164833959.28,163893969.56,91877420.21,93601178.69
Goodwill,,,,
Net PPE,1768420562.77,1389942910.78,1241845214.16,1083250433.63
Accumulated Depreciation,-1357728913.23,-1185854548.64,-1004941966.76,-875965738.16
Gross PPE,3126149476.0,2575797459.42,2246787180.92,1959216171.79
Construction In Progress,51452281.05,130554196.92,73088838.4,51964894.15
Other Properties,1716968281.72,704040026.63,618798353.86,489489240.91
Machinery Furniture Equipment,1201621569.72,1025982309.69,879671815.19,764657707.32
Buildings And Improvements,,,,
Properties,854182951.66,715220926.18,675228173.47,653104329.41
Current Assets,9831744694.44,9385273755.56,8486455529.79,8024919640.93
Other Current Assets,143773932.97,107778316.16,93138720.4,37813918.12
Prepaid Assets,57438411.16,48816459.12,99936801.23,66838857.52
Inventory,1850644958.24,1062616248.66,1045635924.76,1010721054.71
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,,,16301160.55
Finished Goods,707466295.77,385916045.39,459451518.13,447914299.23
Work In Process,697952043.51,378541079.14,325501465.54,270524495.35
Raw Materials,445226618.96,298159124.13,260682941.09,275981099.58
Other Receivables,1431564500.23,1626724371.38,3230336340.19,2604716161.83
Accounts Receivable,3575223736.48,3131384516.45,1829391143.62,1756346234.66
Allowance For Doubtful Accounts Receivable,-270811996.65,-192760118.86,-112769534.64,-98109564.62
Gross Accounts Receivable,3846035733.13,3324144635.31,1942160678.26,1827361663.38
Cash Cash Equivalents And Short Term Investments,2773099155.36,3407953843.79,2188016599.59,2548483414.09
Cash And Cash Equivalents,2773099155.36,3407953843.79,2188016599.59,2548483414.09
Cash Equivalents,2274620176.64,1495607823.86,49010336.62,68241217.45
Cash Financial,402346266.85,1869127709.0,2139006262.97,2431715044.14
