,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-1092622.2896,-6597006.129068,-4457691.342694,-3476107.393421
Tax Rate For Calcs,0.009407,0.072984,0.078164,0.084461
Normalized EBITDA,794926601.93,1286843710.59,964308813.44,840239217.92
Total Unusual Items,-116154343.05,-90389478.45,-57029677.77,-41156483.1
Total Unusual Items Excluding Goodwill,-116154343.05,-90389478.45,-57029677.77,-41156483.1
Net Income From Continuing Operation Net Minority Interest,347092604.61,750480376.13,555443939.33,488983089.77
Reconciled Depreciation,252687199.6,248353178.56,190270288.28,175667224.49
Reconciled Cost Of Revenue,3098349212.07,3884804840.89,4033266430.24,3480263545.26
EBITDA,678772258.88,1196454232.14,907279135.67,799082734.82
EBIT,426085059.28,948101053.58,717008847.39,623415510.33
Net Interest Income,14310421.8,18760335.76,21192831.48,11929810.48
Interest Expense,18010752.51,11544708.66,10392396.84,3714201.49
Interest Income,33078775.51,31280209.34,34469331.83,15107457.43
Normalized Income,462154325.3704,834272848.450932,608015925.757306,526663465.476579
Net Income From Continuing And Discontinued Operation,347092604.61,750480376.13,555443939.33,488983089.77
Total Expenses,4520249152.35,5207282619.55,5286105600.78,4502519796.73
Rent Expense Supplemental,22703938.38,22262916.46,19709934.57,9450647.15
Total Operating Income As Reported,406879541.07,934875009.68,708627525.54,610653336.18
Diluted Average Shares,456700796.0,454836592.0,451580438.0,436592044.0
Basic Average Shares,456700796.0,454836592.0,451580438.0,436592044.0
Diluted EPS,0.76,1.65,1.23,1.12
Basic EPS,0.76,1.65,1.23,1.12
Net Income Common Stockholders,347092604.61,750480376.13,555443939.33,488983089.77
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,347092604.61,750480376.13,555443939.33,488983089.77
Minority Interests,-57143093.36,-117722128.79,-95940250.45,-78377782.3
Net Income Including Noncontrolling Interests,404235697.97,868202504.92,651384189.78,567360872.07
Net Income Continuous Operations,404235697.97,868202504.92,651384189.78,567360872.07
Tax Provision,3838608.8,68353840.0,55232260.77,52340436.77
Pretax Income,408074306.77,936556344.92,706616450.55,619701308.84
Other Non Operating Income Expenses,1194765.7,1681335.24,-2011074.99,7346996.4
Special Income Charges,-116154343.05,-90389478.45,-57029677.77,-41156483.1
Other Special Charges,64422.31,-1634751.85,249958.25,-25309.73
Write Off,85249932.35,85305170.67,20557807.89,-1281144.38
Impairment Of Capital Assets,30839988.39,6719059.63,36221911.63,42462937.21
Net Non Operating Interest Income Expense,14310421.8,18760335.76,21192831.48,11929810.48
Total Other Finance Cost,757601.2,975164.92,2884103.51,-536554.54
Interest Expense Non Operating,18010752.51,11544708.66,10392396.84,3714201.49
Interest Income Non Operating,33078775.51,31280209.34,34469331.83,15107457.43
Operating Income,504631737.37,1002537716.86,733589583.82,644349247.82
Operating Expense,1421899940.28,1322477778.66,1252839170.54,1022256251.47
Other Operating Expenses,28146553.08,13830594.28,51144439.47,46466871.91
Depreciation And Amortization In Income Statement,41803930.32,40045471.84,50399925.93,47256376.86
Amortization,12770923.11,10035377.39,8939560.78,9398340.86
Depreciation Income Statement,29033007.21,30010094.45,41460365.15,37858036.0
Research And Development,751189340.43,698756782.12,624965078.8,516464346.72
Selling General And Administration,116451033.92,181725845.05,161918402.78,98557276.45
Selling And Marketing Expense,28962649.33,43486504.21,40260342.3,34590756.16
General And Administrative Expense,87488384.59,138239340.84,121658060.48,63966520.29
Rent And Landing Fees,22703938.38,22262916.46,19709934.57,9450647.15
Gross Profit,1926531677.65,2325015495.52,1986428754.36,1666605499.29
Cost Of Revenue,3098349212.07,3884804840.89,4033266430.24,3480263545.26
Total Revenue,5024880889.72,6209820336.41,6019695184.6,5146869044.55
Operating Revenue,5024880889.72,6209820336.41,6019695184.6,5146869044.55
