,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,46597.724251,-721576.803079,-326804.020495,326837.60101
Tax Rate For Calcs,0.175614,0.184015,0.16573,0.193348
Normalized EBITDA,942586980.32,957107239.53,963307511.24,1155602338.05
Total Unusual Items,265342.05,-3921291.43,-1971912.14,1690412.14
Total Unusual Items Excluding Goodwill,265342.05,-3921291.43,-1971912.14,1690412.14
Net Income From Continuing Operation Net Minority Interest,501426889.23,500441314.7,548269040.78,702806792.12
Reconciled Depreciation,203406761.84,189349114.57,173305544.48,153801830.36
Reconciled Cost Of Revenue,1767306262.03,1749754459.91,1609025036.49,1500000055.28
EBITDA,942852322.37,953185948.1,961335599.1,1157292750.19
EBIT,739445560.53,763836833.53,788030054.62,1003490919.83
Net Interest Income,-48359539.45,-49589082.93,-46552959.21,-23020341.9
Interest Expense,45436507.93,55012391.56,50046318.91,28907159.2
Interest Income,4097081.08,11621968.75,9238998.03,11651574.04
Normalized Income,501208144.904251,503641029.326921,549914148.899505,701443217.58101
Net Income From Continuing And Discontinued Operation,501426889.23,500441314.7,548269040.78,702806792.12
Total Expenses,2173477829.55,2141302448.38,1974482521.52,1840638350.2
Total Operating Income As Reported,698632246.94,711888173.67,733905765.0,974890643.72
Diluted Average Shares,447702580.0,446822602.0,449066010.0,449473826.0
Basic Average Shares,447702580.0,446822602.0,449066010.0,449473826.0
Diluted EPS,1.12,1.12,1.22091,1.563621
Basic EPS,1.12,1.12,1.22091,1.563621
Net Income Common Stockholders,501426889.23,500441314.7,548269040.78,702806792.12
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,501426889.23,500441314.7,548269040.78,702806792.12
Minority Interests,-70704600.2,-77948732.4,-67409016.6,-83343266.0
Net Income Including Noncontrolling Interests,572131489.43,578390047.1,615678057.38,786150058.12
Net Income Extraordinary,,,,
Net Income Continuous Operations,572131489.43,578390047.1,615678057.38,786150058.12
Tax Provision,121877563.17,130434394.87,122305678.33,188433702.51
Pretax Income,694009052.6,708824441.97,737983735.71,974583760.63
Other Non Operating Income Expenses,-4623194.34,-3063349.63,4077970.71,-306883.09
Special Income Charges,-1151826.19,-3921291.43,-1971912.14,1690412.14
Other Special Charges,-141002.18,,45811.56,20720.87
Write Off,1447345.72,3921291.43,1926100.58,-1711133.01
Impairment Of Capital Assets,-154517.35,,,
Net Non Operating Interest Income Expense,-48359539.45,-49589082.93,-46552959.21,-23020341.9
Total Other Finance Cost,7020112.6,6198660.12,5745638.33,5764756.74
Interest Expense Non Operating,45436507.93,55012391.56,50046318.91,28907159.2
Interest Income Non Operating,4097081.08,11621968.75,9238998.03,11651574.04
Operating Income,700299093.52,705205285.83,744129951.06,940087065.52
Operating Expense,406171567.52,391547988.47,365457485.03,340638294.92
Other Operating Expenses,5716278.42,6822184.3,6733325.19,7547443.62
Depreciation And Amortization In Income Statement,45288145.23,38743453.07,29874271.52,29130653.81
Depreciation Income Statement,45288145.23,38743453.07,29874271.52,29130653.81
Research And Development,58952690.28,55645592.78,54030766.33,59125490.09
Selling General And Administration,114620189.03,113995174.57,106986042.35,101987616.55
Selling And Marketing Expense,30154182.15,29311186.69,28031748.86,24725055.11
General And Administrative Expense,84466006.88,84683987.88,78954293.49,77262561.44
Gross Profit,1106470661.04,1096753274.3,1109587436.09,1280725360.44
Cost Of Revenue,1767306262.03,1749754459.91,1609025036.49,1500000055.28
Total Revenue,2873776923.07,2846507734.21,2718612472.58,2780725415.72
Operating Revenue,2873776923.07,2846507734.21,2718612472.58,2780725415.72
