,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,4243553241.6,2791827277.84,4172080102.43,2039090159.8
Repayment Of Debt,-1227701482.79,-1084824646.03,-1312000000.0,-2010000000.0
Issuance Of Debt,1712624081.26,384244915.37,1448972102.34,1685000000.0
Capital Expenditure,-500139110.24,-938519618.43,-655201996.12,-1018824058.36
End Cash Position,721044585.46,836314404.91,1332186205.3,1925343174.98
Beginning Cash Position,836314404.91,1332186205.3,1925343174.98,2552716453.54
Effect Of Exchange Rate Changes,2174931.25,2396099.03,990633.94,6251850.3
Changes In Cash,-117444750.7,-498267899.42,-594147603.62,-633625128.86
Financing Cash Flow,-2798884480.25,-3522305034.8,-1987046180.27,-1945455689.54
Net Other Financing Charges,-174974965.32,-42787593.06,-112043937.55,-141944192.66
Cash Dividends Paid,-3108832113.4,-2778937711.08,-2011974345.06,-1478511496.88
Net Issuance Payments Of Debt,484922598.47,-700579730.66,136972102.34,-325000000.0
Net Long Term Debt Issuance,484922598.47,-700579730.66,136972102.34,-325000000.0
Long Term Debt Payments,-1227701482.79,-1084824646.03,-1312000000.0,-2010000000.0
Long Term Debt Issuance,1712624081.26,384244915.37,1448972102.34,1685000000.0
Investing Cash Flow,-2062252622.29,-706309760.89,-3434383521.9,-1746083657.48
Net Other Investing Changes,-1959985530.06,-285878276.14,-2975984194.12,-1001784690.69
Net Investment Purchase And Sale,391057656.68,541099431.51,194153746.5,290169702.87
Sale Of Investment,391057656.68,541099431.51,194153746.5,290169702.87
Net Business Purchase And Sale,,-31308628.23,,-19107492.09
Purchase Of Business,,-31308628.23,,-19107492.09
Net PPE Purchase And Sale,-493324748.91,-930222288.03,-652553074.28,-1015361177.57
Sale Of PPE,6814361.33,8297330.4,2648921.84,3462880.79
Purchase Of PPE,-500139110.24,-938519618.43,-655201996.12,-1018824058.36
Operating Cash Flow,4743692351.84,3730346896.27,4827282098.55,3057914218.16
Change In Working Capital,766504970.83,-336973102.68,740874624.8,-213417468.96
Change In Other Current Assets,-32508013.64,-48946.07,-26246536.24,-21084479.33
Change In Payable,865029474.49,-34492747.77,946014423.86,-220315149.21
Change In Inventory,-77102426.37,-215653479.25,-153504804.57,100544363.75
Change In Receivables,11085936.35,-86777929.59,-25388458.25,-72562204.17
Other Non Cash Items,-72585593.47,-95035987.23,-56215146.06,-22681115.44
Depreciation And Amortization,313921499.54,276933371.83,274688502.93,257025312.65
Amortization Cash Flow,11289678.79,12408400.51,19490904.94,20494628.97
Depreciation,302631820.75,264524971.32,255197597.99,236530683.68
Gain Loss On Investment Securities,-391057656.68,-549160107.06,-216890784.99,-271988811.92
Gain Loss On Sale Of PPE,-85327.47,-621466.25,5614733.3,3980890.27
Net Income From Continuing Operations,4076302031.42,4269175911.2,3864326491.41,3185550955.57
Cash Flowsfromusedin Operating Activities Direct,4743692351.84,3730346896.27,4827282098.55,3057914218.16
Taxes Refund Paid Direct,-1808622602.03,-1839316292.83,-1659414080.82,-1757966278.08
Classesof Cash Payments,-12482076163.49,-13386625050.67,-11833814839.94,-11195543315.48
Other Cash Paymentsfrom Operating Activities,-1061243811.36,-1235954446.32,-1202747373.62,-1111466230.67
Paymentson Behalfof Employees,-2323469285.41,-2423958676.6,-2078209390.4,-1902469445.47
Paymentsto Suppliersfor Goodsand Services,-9097363066.72,-9726711927.75,-8552858075.92,-8181607639.34
Classesof Cash Receiptsfrom Operating Activities,19034391117.36,18956288239.77,18320511019.31,16011423811.72
Other Cash Receiptsfrom Operating Activities,400864911.96,355145443.1,484470792.1,370035518.43
Receiptsfrom Customers,18633526205.4,18601142796.67,17836040227.21,15641388293.29
