,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,235200000.0,235200000.0,235200000.0,235200000.0
Share Issued,235200000.0,235200000.0,235200000.0,235200000.0
Total Debt,,,466090.41,911045.43
Tangible Book Value,614875976.54,638662256.68,606518910.0,564176178.08
Invested Capital,641394442.53,664586569.97,633260010.49,591734065.77
Working Capital,523425139.22,548834047.17,500251144.29,464860532.46
Net Tangible Assets,614875976.54,638662256.68,606518910.0,564176178.08
Capital Lease Obligations,,,466090.41,911045.43
Common Stock Equity,641394442.53,664586569.97,633260010.49,591734065.77
Total Capitalization,641394442.53,664586569.97,633260010.49,591734065.77
Total Equity Gross Minority Interest,641394442.53,664586569.97,633260010.49,591734065.77
Stockholders Equity,641394442.53,664586569.97,633260010.49,591734065.77
Retained Earnings,149108562.02,176351271.79,152522051.7,120955082.74
Additional Paid In Capital,172842633.55,172842633.55,172842633.55,172842633.55
Capital Stock,235200000.0,235200000.0,235200000.0,235200000.0
Common Stock,235200000.0,235200000.0,235200000.0,235200000.0
Total Liabilities Net Minority Interest,474676992.75,447245667.3,545436724.91,615909635.12
Total Non Current Liabilities Net Minority Interest,36077987.72,43452502.57,37994745.59,35619756.68
Other Non Current Liabilities,35342513.03,37483866.81,31268298.01,22681031.22
Non Current Deferred Taxes Liabilities,735474.69,5968635.76,6260357.17,12027680.03
Long Term Debt And Capital Lease Obligation,,,466090.41,911045.43
Long Term Capital Lease Obligation,,,466090.41,911045.43
Current Liabilities,438599005.03,403793164.73,507441979.32,580289878.44
Other Current Liabilities,8637588.55,7929263.14,9321950.24,11870730.54
Payables,352949672.7,326751874.77,411125103.08,464627316.29
Other Payable,17952694.55,19233202.09,19471904.4,18235469.59
Total Tax Payable,6715712.46,7427339.26,4261151.29,7030779.95
Accounts Payable,328281265.69,300091333.42,387392047.39,439361066.75
Total Assets,1116071435.28,1111832237.27,1178696735.4,1207643700.89
Total Non Current Assets,154047291.03,159205025.37,171003611.79,162493289.99
Non Current Deferred Taxes Assets,19414126.46,16105842.26,16404351.72,13865029.04
Goodwill And Other Intangible Assets,26518465.99,25924313.29,26741100.49,27557887.69
Other Intangible Assets,26518465.99,25924313.29,26741100.49,27557887.69
Net PPE,108114698.58,117174869.82,127858159.58,121070373.26
Accumulated Depreciation,-191299573.17,-178845281.5,-165426062.51,-156293455.98
Gross PPE,299414271.75,296020151.32,293284222.09,277363829.24
Construction In Progress,,711504.42,,
Other Properties,2214510.03,2214510.03,3021174.7,3482125.94
Machinery Furniture Equipment,208298511.61,204192886.76,201361797.28,184980453.19
Buildings And Improvements,,,,
Properties,88901250.11,88901250.11,88901250.11,88901250.11
Current Assets,962024144.25,952627211.9,1007693123.61,1045150410.9
Other Current Assets,35253.02,,275049.38,22858.94
Prepaid Assets,8207010.23,15699347.11,12261910.66,10086241.04
Inventory,275041634.05,264904074.68,347492729.44,336414937.33
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,95472383.11,151554284.18,111473765.38,106273555.17
Work In Process,119493739.07,55814130.84,157958606.38,167095767.1
Raw Materials,60075511.87,57535659.66,78060357.68,63045615.06
Other Receivables,259985120.06,216824423.46,176589238.0,167090870.61
Accounts Receivable,281272301.73,299834067.38,361471791.86,323128407.22
Allowance For Doubtful Accounts Receivable,-46592035.42,-37561838.5,-41919845.54,-46880697.65
Gross Accounts Receivable,327864337.15,337395905.88,403391637.4,370009104.87
Cash Cash Equivalents And Short Term Investments,137482825.16,155365299.27,109602404.27,208407095.76
Other Short Term Investments,27433008.96,62320749.4,50363823.68,100304353.01
Cash And Cash Equivalents,110049816.2,93044549.87,59238580.59,108102742.75
Cash Equivalents,35754662.43,34142937.63,34287459.94,64785839.86
Cash Financial,74295153.77,58901612.24,24951120.65,43316902.89
