,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,-1251508019.6,-457222530.27,-247881532.83,83824918.47
Repayment Of Debt,-3073974650.0,-1940244722.32,-710000000.0,-1905150000.0
Issuance Of Debt,7042700139.73,2921555222.01,1350000000.0,1570000000.0
Capital Expenditure,-966525386.93,-812881916.38,-154918001.62,-283738018.06
End Cash Position,1602886970.7,1180778091.47,719805394.6,486552079.34
Beginning Cash Position,1180778091.47,742022892.66,486552079.34,581527885.05
Changes In Cash,422108879.23,438755198.81,233253315.26,-94975805.71
Financing Cash Flow,1800614482.68,942153332.46,607173005.26,-257320873.49
Net Other Financing Charges,-2020585317.49,26039893.75,39936551.81,126129938.28
Cash Dividends Paid,-147525689.56,-65178327.02,-72763546.55,-48300811.77
Net Issuance Payments Of Debt,3968725489.73,981310499.69,640000000.0,-335150000.0
Net Long Term Debt Issuance,3968725489.73,981310499.69,640000000.0,-335150000.0
Long Term Debt Payments,-3073974650.0,-1940244722.32,-710000000.0,-1905150000.0
Long Term Debt Issuance,7042700139.73,2921555222.01,1350000000.0,1570000000.0
Investing Cash Flow,-1093522970.78,-859057519.76,-280956158.79,-205217868.75
Net Other Investing Changes,,1282972.29,,281305.46
Net Investment Purchase And Sale,-129573098.25,-51154451.24,-126038157.17,72479577.9
Sale Of Investment,826637496.09,313197104.61,323902166.88,553310059.46
Purchase Of Investment,-956210594.34,-364351555.85,-449940324.05,-480830481.56
Net PPE Purchase And Sale,-963949872.53,-809186040.81,-154918001.62,-277978752.11
Sale Of PPE,2575514.4,3695875.57,,5759265.95
Purchase Of PPE,-966525386.93,-812881916.38,-154918001.62,-283738018.06
Operating Cash Flow,-284982632.67,355659386.11,-92963531.21,367562936.53
Change In Working Capital,-1542376096.27,-426612266.44,-550175698.86,-306723259.53
Change In Other Current Assets,-94993576.43,-35224361.47,-55268466.38,-20390263.72
Change In Payable,191162480.18,-91213202.95,-163114097.92,5102676.72
Change In Inventory,-1097497476.53,-32927842.87,-104152470.84,54676075.3
Change In Receivables,-541047523.49,-267246859.15,-227640663.72,-346111747.83
Other Non Cash Items,153488106.97,101010368.03,57342145.46,62464831.75
Depreciation And Amortization,488496890.94,367476118.99,553096371.03,361030899.46
Amortization Cash Flow,238540691.59,149018797.42,319204348.0,135435718.16
Depreciation,249956199.35,218457321.57,233892023.03,225595181.3
Gain Loss On Investment Securities,92942867.5,25079393.74,53219372.79,2763517.27
Gain Loss On Sale Of PPE,-851752.52,1010624.39,8963770.29,-2645796.23
Net Income From Continuing Operations,462788424.81,253634202.34,-273957127.22,242746863.06
Cash Flowsfromusedin Operating Activities Direct,-284982632.67,355659386.11,-92963531.21,367562936.53
Taxes Refund Paid Direct,-376670747.83,-242997246.51,-218554240.78,-313529654.48
Classesof Cash Payments,-17350809903.71,-6881245188.31,-4541440455.32,-4071319898.46
Other Cash Paymentsfrom Operating Activities,-3887365782.93,-233168994.14,-236274584.2,-881894995.01
Paymentson Behalfof Employees,-490251025.14,-347444426.68,-377590234.05,-407777821.92
Paymentsto Suppliersfor Goodsand Services,-12973193095.64,-6300631767.49,-3927575637.07,-2781647081.53
Classesof Cash Receiptsfrom Operating Activities,17442498018.87,7479901820.93,4667031164.89,4752412489.47
Other Cash Receiptsfrom Operating Activities,3480691835.05,112622741.96,284692308.65,621648193.74
Receiptsfrom Customers,13961806183.82,7367279078.97,4382338856.24,4130764295.73
