,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,645356761.0,647383201.0,648742941.0,643999741.0
Share Issued,645356761.0,647383201.0,648742941.0,643999741.0
Total Debt,371085306.22,476659765.94,582594248.33,346154525.85
Tangible Book Value,2042714155.34,2109440917.55,2000286377.49,1960320413.5
Invested Capital,2489281176.27,2689674298.08,2659848512.4,2644328955.96
Working Capital,771346324.29,885138332.59,1122299439.03,1276154389.25
Net Tangible Assets,2042714155.34,2109440917.55,2000286377.49,1960320413.5
Capital Lease Obligations,140071343.29,140955465.08,167954004.93,11586994.88
Common Stock Equity,2376779413.62,2453191935.43,2359523039.24,2333747990.61
Total Capitalization,2489281176.27,2589844298.08,2659848512.4,2644328955.96
Total Equity Gross Minority Interest,2502275983.42,2579100519.15,2468729402.67,2434600339.16
Minority Interest,125496569.8,125908583.72,109206363.43,100852348.55
Stockholders Equity,2376779413.62,2453191935.43,2359523039.24,2333747990.61
Treasury Stock,34574801.76,18682717.2,29998556.0,18743774.0
Retained Earnings,611110243.22,660944774.22,575802873.38,579650225.49
Additional Paid In Capital,958634659.96,966184306.16,966184306.16,923871769.16
Capital Stock,645356761.0,647383201.0,649406141.0,643999741.0
Common Stock,645356761.0,647383201.0,649406141.0,643999741.0
Total Liabilities Net Minority Interest,1188885278.07,1412016531.85,1363504547.85,1134123371.72
Total Non Current Liabilities Net Minority Interest,275692167.32,300998715.59,482182208.83,324840071.37
Non Current Deferred Revenue,21001151.55,21918562.6,13902730.74,2672111.14
Non Current Deferred Taxes Liabilities,2117909.83,1472325.26,,
Long Term Debt And Capital Lease Obligation,252573105.94,277607827.73,468279478.09,322167960.23
Long Term Capital Lease Obligation,140071343.29,140955465.08,167954004.93,11586994.88
Long Term Debt,112501762.65,136652362.65,300325473.16,310580965.35
Current Liabilities,913193110.75,1111017816.26,881322339.02,809283300.35
Other Current Liabilities,23635656.46,21629135.41,14882871.25,10895182.72
Current Debt And Capital Lease Obligation,118512200.28,199051938.21,114314770.24,23986565.62
Current Debt,0.0,99830000.0,,
Payables,602205273.61,755089551.42,636665352.48,690382424.55
Other Payable,323179664.02,407841018.73,316867678.42,278984693.59
Dividends Payable,3270565.42,1560000.0,,
Total Tax Payable,91024278.75,94307530.13,67973712.56,75048799.6
Accounts Payable,184730765.42,251381002.56,251823961.5,336348931.36
Total Assets,3691161261.49,3991117051.0,3832233950.52,3568723710.88
Total Non Current Assets,2006621826.45,1994960902.15,1828612172.47,1483286021.28
Other Non Current Assets,41047153.27,72822215.47,23256797.83,12392546.75
Non Current Deferred Assets,81467771.83,80805296.85,58079759.11,36867394.0
Non Current Deferred Taxes Assets,69377511.81,55384348.78,40093555.22,26521805.3
Long Term Equity Investment,41087355.99,45784494.11,43478257.92,43981327.48
Investment Properties,525552744.04,539100626.2,532014259.55,500956439.34
Goodwill And Other Intangible Assets,334065258.28,343751017.88,359236661.75,373427577.11
Other Intangible Assets,293282302.45,302968062.05,322459299.83,336650215.19
Goodwill,40782955.83,40782955.83,36777361.92,36777361.92
Net PPE,471441769.76,447957577.16,444114977.26,221102295.49
Accumulated Depreciation,-133666598.16,-121610592.29,-107535590.48,-91420205.65
Gross PPE,605108367.92,569568169.45,551650567.74,312522501.14
Construction In Progress,172566.37,13702420.21,9959942.57,9938853.91
Other Properties,398634392.65,365491477.7,351022311.95,111631484.67
Machinery Furniture Equipment,5072379.95,6062161.36,7506169.7,7882203.13
Buildings And Improvements,,,,
Properties,201229028.95,184312110.18,183162143.52,183069959.43
Current Assets,1684539435.04,1996156148.85,2003621778.05,2085437689.6
Other Current Assets,10429264.26,25500855.98,6211976.82,3493822.44
Prepaid Assets,28672237.82,21520657.76,25517649.16,22863844.41
Inventory,415022095.45,420798040.64,437005001.19,356178190.33
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,121807208.22,141357193.6,147930594.02,97610648.24
Work In Process,43138994.45,49794878.39,75040066.88,102298536.91
Raw Materials,250075892.78,229645968.65,214034340.29,156269005.18
Other Receivables,76724745.95,92872098.62,70234585.85,98359080.44
Accounts Receivable,469265078.91,584494231.51,720422018.5,841387609.33
Allowance For Doubtful Accounts Receivable,-250362107.79,-201339016.29,-151546252.69,-98680330.91
Gross Accounts Receivable,719627186.7,785833247.8,871968271.19,940067940.24
Cash Cash Equivalents And Short Term Investments,684426012.65,850970264.34,744230546.53,763155142.65
Other Short Term Investments,,1000000.0,,22000000.0
Cash And Cash Equivalents,684426012.65,849970264.34,744230546.53,741155142.65
Cash Equivalents,80402510.59,118950474.36,15251762.47,15142204.44
Cash Financial,604023502.06,731019789.98,728978784.06,726012938.21
