,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,199558380.0,199558380.0,199558380.0,199558380.0
Share Issued,199558380.0,199558380.0,199558380.0,199558380.0
Total Debt,11108539.52,,,715119.35
Tangible Book Value,1498992678.41,1403352220.94,1270255218.13,1143592053.31
Invested Capital,1564777730.18,1471429747.07,1340265510.22,1218100658.81
Working Capital,629842136.87,892360991.2,835461591.43,846796045.48
Net Tangible Assets,1498992678.41,1403352220.94,1270255218.13,1143592053.31
Capital Lease Obligations,9903911.46,,,
Common Stock Equity,1564777730.18,1471429747.07,1340265510.22,1218100658.81
Total Capitalization,1564777730.18,1471429747.07,1340265510.22,1218100658.81
Total Equity Gross Minority Interest,1565802730.39,1472450675.71,1341278170.47,1219100654.89
Minority Interest,1025000.21,1020928.64,1012660.25,999996.08
Stockholders Equity,1564777730.18,1471429747.07,1340265510.22,1218100658.81
Retained Earnings,609251495.99,529584791.64,423222057.06,320146692.58
Additional Paid In Capital,615350872.27,615350872.27,615350872.27,672367552.27
Capital Stock,199558380.0,199558380.0,199558380.0,142541700.0
Common Stock,199558380.0,199558380.0,199558380.0,142541700.0
Total Liabilities Net Minority Interest,163894221.2,205766369.28,212073476.27,176672436.97
Total Non Current Liabilities Net Minority Interest,28456001.81,18087378.5,19285953.68,6921211.42
Non Current Deferred Revenue,14403483.3,15230189.94,16056896.58,6763249.09
Non Current Deferred Taxes Liabilities,4148607.05,2857188.56,3229057.1,157962.33
Long Term Debt And Capital Lease Obligation,9903911.46,,,
Long Term Capital Lease Obligation,9903911.46,,,
Current Liabilities,135438219.39,187678990.78,192787522.59,169751225.55
Other Current Liabilities,231954.2,179583.87,3885012.05,2164648.61
Current Debt And Capital Lease Obligation,1204628.06,,,715119.35
Payables,133819835.62,187349677.12,188732639.72,166674090.43
Other Payable,15658098.25,16365646.51,18946441.32,18018768.63
Dividends Payable,,,,
Total Tax Payable,11689394.45,19158771.9,9690359.72,12908556.69
Accounts Payable,106472342.92,151825258.71,160095838.68,135746765.11
Total Assets,1729696951.59,1678217044.99,1553351646.74,1395773091.86
Total Non Current Assets,964416595.33,598177063.01,525102532.72,379225820.83
Other Non Current Assets,403792333.53,17824692.84,25043278.93,31783146.26
Non Current Deferred Assets,5726195.77,,,
Non Current Deferred Taxes Assets,13506854.48,10220492.27,7987543.24,4961359.75
Long Term Equity Investment,,,,9479573.42
Goodwill And Other Intangible Assets,65785051.77,68077526.13,70010292.09,74508605.5
Other Intangible Assets,65785051.77,68077526.13,70010292.09,74508605.5
Net PPE,475606159.78,502054351.77,422061418.46,258493135.9
Accumulated Depreciation,-275431413.52,-228321723.31,-201743128.91,-182273546.1
Gross PPE,751037573.3,730376075.08,623804547.37,440766682.0
Construction In Progress,60028517.02,64292547.45,240562068.64,81832225.97
Other Properties,28016271.47,16712589.54,5336307.21,5807133.45
Machinery Furniture Equipment,486458297.46,480907461.71,279188655.12,254589879.28
Buildings And Improvements,,,,
Properties,176534487.35,168463476.38,98717516.4,98537443.3
Current Assets,765280356.26,1080039981.98,1028249114.02,1016547271.03
Other Current Assets,179762799.64,16821340.07,12832277.64,3591196.15
Prepaid Assets,1919125.38,2784154.72,4436543.2,1448882.29
Inventory,62687675.11,70592145.15,61452798.93,47936814.3
Other Inventories,934654.33,849508.61,1495064.46,877299.04
Finished Goods,28532191.32,29531579.3,32766247.99,19040511.56
Work In Process,3481017.89,3215658.94,4143709.19,5810280.42
Raw Materials,29739811.57,36995398.3,23047777.29,22208723.28
Other Receivables,2600411.38,2198925.56,5661171.59,4674786.03
Accounts Receivable,170088150.96,211749042.65,234074625.66,258516476.91
Allowance For Doubtful Accounts Receivable,-9510071.09,-10146860.62,-10048080.31,-10546081.07
Gross Accounts Receivable,179598222.05,221895903.27,244122705.97,269062557.98
Cash Cash Equivalents And Short Term Investments,348222193.79,775894373.83,709791697.0,700379115.35
Other Short Term Investments,,,,151053082.19
Cash And Cash Equivalents,348222193.79,775894373.83,709791697.0,549326033.16
Cash Equivalents,,,0.0,1850000.0
Cash Financial,348030240.31,775322031.43,709293565.47,547211400.05
