,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,37927273.84,22937070.6,-92386855.2,120534008.67
Repayment Of Debt,-420000000.0,-370000000.0,-250000000.0,-560000000.0
Issuance Of Debt,440000000.0,420000000.0,370000000.0,265000000.0
Capital Expenditure,-161073.0,-71374.67,-3987692.26,-1556355.93
End Cash Position,234910291.35,228632327.15,153005327.28,447141984.99
Beginning Cash Position,228632327.15,153005327.28,447141984.99,183177437.92
Effect Of Exchange Rate Changes,15060.85,-30444.87,114863.88,-337210.67
Changes In Cash,6262903.35,75657444.74,-294251521.59,264301757.74
Financing Cash Flow,-32164370.49,6641976.89,-217601749.72,2690761.35
Net Other Financing Charges,-34763314.95,-26812023.13,-298810911.0,357066317.59
Cash Dividends Paid,-17401055.54,-16545999.98,-38790838.72,-59375556.24
Net Issuance Payments Of Debt,20000000.0,50000000.0,120000000.0,-295000000.0
Net Long Term Debt Issuance,20000000.0,50000000.0,120000000.0,-295000000.0
Long Term Debt Payments,-420000000.0,-370000000.0,-250000000.0,-560000000.0
Long Term Debt Issuance,440000000.0,420000000.0,370000000.0,265000000.0
Investing Cash Flow,338927.0,46007022.58,11749391.07,139520631.79
Net Other Investing Changes,500000.0,46077397.25,15737083.33,24840527.72
Net Investment Purchase And Sale,,,,
Purchase Of Investment,,,,
Net Business Purchase And Sale,,,,116196460.0
Sale Of Business,,,,116196460.0
Net PPE Purchase And Sale,-161073.0,-70374.67,-3987692.26,-1516355.93
Sale Of PPE,,1000.0,,40000.0
Purchase Of PPE,-161073.0,-71374.67,-3987692.26,-1556355.93
Capital Expenditure Reported,,,,
Operating Cash Flow,38088346.84,23008445.27,-88399162.94,122090364.6
Change In Working Capital,-4535957.71,-103021739.28,-184761470.93,3268001.06
Change In Payable,-13955210.64,-184696699.69,-152743726.28,-43604712.3
Change In Inventory,-39801915.28,227210325.47,159737011.61,32795918.67
Change In Receivables,49221168.21,-145535365.06,-191754756.26,14076794.69
Other Non Cash Items,65217131.82,66252877.27,70954979.63,81088170.43
Depreciation And Amortization,5123201.86,5374104.98,6287118.3,4446696.48
Amortization Cash Flow,57928.8,65475.83,110550.97,147005.75
Depreciation,5065273.06,5308629.15,6176567.33,4299690.73
Gain Loss On Investment Securities,303250.02,552282.23,1262948.34,2376672.21
Gain Loss On Sale Of PPE,,4374.98,,-3033.3
Net Income From Continuing Operations,-33464366.46,11908162.25,25724089.24,7716697.36
Cash Flowsfromusedin Operating Activities Direct,38088346.84,23008445.27,-88399162.94,122090364.6
Taxes Refund Paid Direct,-9625794.94,-14172734.37,15209056.06,5792922.6
Classesof Cash Payments,-196919348.92,-239878190.09,-506083090.99,-403694071.34
Other Cash Paymentsfrom Operating Activities,-18588016.51,-28493248.75,-22929606.58,-28323465.53
Paymentson Behalfof Employees,-35405617.28,-38475272.65,-36708680.99,-32668005.74
Paymentsto Suppliersfor Goodsand Services,-142925715.13,-172909668.69,-446444803.42,-342702600.07
Classesof Cash Receiptsfrom Operating Activities,244633490.7,277059369.73,402474871.99,519991513.34
Other Cash Receiptsfrom Operating Activities,17207861.08,11933309.63,11318115.67,2188478.27
Receiptsfrom Customers,227425629.62,265126060.1,391156756.32,517803035.07
