,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,181918573.0,181918573.0,181918573.0,181918573.0
Share Issued,181918573.0,181918573.0,181918573.0,181918573.0
Net Debt,304757334.75,281971583.25,135647347.38,
Total Debt,667936919.38,842263067.5,521292594.27,551953420.09
Tangible Book Value,858783091.66,960463491.27,916655188.88,986139433.7
Invested Capital,1559412160.85,1878806211.51,1510999044.31,1509998640.14
Working Capital,437378176.37,666722203.87,620848660.57,772368277.25
Net Tangible Assets,858783091.66,960463491.27,916655188.88,986139433.7
Capital Lease Obligations,2871888.42,1049136.57,12888494.8,36417350.37
Common Stock Equity,957018560.85,1067720080.68,1034919898.23,1026361248.33
Total Capitalization,1309912160.85,1404404080.68,1194919898.23,1026361248.33
Total Equity Gross Minority Interest,971464600.77,1085348348.44,1050309665.03,1041752414.82
Minority Interest,14446039.92,17628267.76,15389766.8,15391166.49
Stockholders Equity,957018560.85,1067720080.68,1034919898.23,1026361248.33
Treasury Stock,15217974.0,,,
Retained Earnings,76688057.45,179472946.56,152546438.41,144008339.36
Additional Paid In Capital,671740404.6,670417287.0,671909048.15,686430770.61
Capital Stock,181918573.0,181918573.0,181918573.0,181918573.0
Common Stock,181918573.0,181918573.0,181918573.0,181918573.0
Total Liabilities Net Minority Interest,1212206517.62,1248405395.18,1068288073.11,938384763.29
Total Non Current Liabilities Net Minority Interest,356762849.56,348312343.75,172888494.8,52625374.8
Tradeand Other Payables Non Current,,,,16208024.43
Non Current Deferred Revenue,,10579207.18,,
Non Current Deferred Taxes Liabilities,997361.14,,,
Long Term Debt And Capital Lease Obligation,355765488.42,337733136.57,172888494.8,36417350.37
Long Term Capital Lease Obligation,2871888.42,1049136.57,12888494.8,36417350.37
Long Term Debt,352893600.0,336684000.0,160000000.0,
Current Liabilities,855443668.06,900093051.43,895399578.31,885759388.49
Other Current Liabilities,4470302.24,7188501.03,4903552.32,2477852.14
Current Debt And Capital Lease Obligation,312171430.96,504529930.93,348404099.47,515536069.72
Current Debt,249500000.0,474402130.83,316079146.08,483637391.81
Payables,422710725.87,333068364.82,504246954.48,310418486.89
Other Payable,164414186.53,90012592.91,130000188.96,33635410.4
Dividends Payable,,,0.0,0.0
Total Tax Payable,5815581.21,14473875.63,14378692.85,5425182.49
Accounts Payable,252480958.13,228581896.28,359868072.67,271357894.0
Total Assets,2183671118.39,2333753743.62,2118597738.14,1980137178.11
Total Non Current Assets,890849273.96,766938488.32,602349499.26,322009512.37
Other Non Current Assets,10518718.27,8825597.62,5283230.39,12499162.25
Non Current Deferred Assets,12619517.94,7044701.31,19298752.76,25319712.46
Non Current Deferred Taxes Assets,44782281.09,28115827.03,28426681.39,20750996.46
Investmentin Financial Assets,12285902.89,7414908.0,12572945.35,13986361.43
Available For Sale Securities,12285902.89,7414908.0,12572945.35,13986361.43
Long Term Equity Investment,55583859.78,60051541.17,85414622.79,84786359.47
Goodwill And Other Intangible Assets,98235469.19,107256589.41,118264709.35,40221814.63
Other Intangible Assets,56123183.45,65144303.67,76152423.61,40221814.63
Goodwill,42112285.74,42112285.74,42112285.74,
Net PPE,656823524.8,548229323.78,333088557.23,124445105.67
Accumulated Depreciation,-73038077.04,-29552659.65,-24107865.19,-19875499.85
Gross PPE,729861601.84,577781983.43,357196422.42,144320605.52
Construction In Progress,201577379.59,491533767.41,240362204.58,19207022.7
Other Properties,24480764.88,23881886.83,49881055.84,77949662.65
Machinery Furniture Equipment,57144321.22,56653794.25,61240627.06,41451385.23
Buildings And Improvements,,,,
Properties,446659136.15,5712534.94,5712534.94,5712534.94
Current Assets,1292821844.43,1566815255.3,1516248238.88,1658127665.74
Other Current Assets,31156941.32,32586262.49,29453766.4,31529780.56
Prepaid Assets,131625787.54,97292868.67,80420147.68,205341481.4
Inventory,218596507.41,143581147.28,117965226.56,128634303.91
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,,,
Finished Goods,191018531.69,125139957.0,100399149.58,117492990.15
Work In Process,12761555.05,6097262.71,660135.59,658548.02
Raw Materials,14816420.67,12343927.57,16905941.39,10482765.74
Other Receivables,121119286.83,119005911.32,196947113.58,117701350.54
Accounts Receivable,488847887.16,644936117.19,730136581.84,590753533.43
Allowance For Doubtful Accounts Receivable,-16127915.54,-8766829.19,-11997581.22,-7139842.02
Gross Accounts Receivable,504975802.7,653702946.38,742134163.06,597893375.45
Cash Cash Equivalents And Short Term Investments,301475434.17,529412948.35,361325402.82,584167215.9
Other Short Term Investments,3839168.92,298400.77,20893604.12,
Cash And Cash Equivalents,297636265.25,529114547.58,340431798.7,584167215.9
Cash Equivalents,9453664.21,29720562.64,9005400.76,58419318.91
Cash Financial,288182601.04,499393984.94,331426397.94,525747896.99
