,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-7852057.0035,-16468598.018973,-12089416.725949,-39810590.2775
Tax Rate For Calcs,0.015661,0.030686,0.015785,0.25
Normalized EBITDA,-585564975.14,-1004700665.73,-1266241203.41,444932487.5
Total Unusual Items,-501388478.21,-536688853.25,-765902767.26,-159242361.11
Total Unusual Items Excluding Goodwill,-501388478.21,-536688853.25,-765902767.26,-159242361.11
Net Income From Continuing Operation Net Minority Interest,-1308632660.8,-1672729462.14,-1924185876.37,32762454.59
Reconciled Depreciation,300114394.38,286415656.11,220133511.0,204260813.18
Reconciled Cost Of Revenue,2553912309.41,2089225023.56,2190680987.92,2588665237.95
EBITDA,-1086953453.35,-1541389518.98,-2032143970.67,285690126.39
EBIT,-1387067847.73,-1827805175.09,-2252277481.67,81429313.21
Net Interest Income,-17557661.89,-12783442.89,9064433.01,23231991.25
Interest Expense,50831233.44,70802934.4,40985420.15,41369787.2
Interest Income,33876748.52,59069779.6,54043333.53,83891960.28
Normalized Income,-815096239.5935,-1152509206.908973,-1170372525.835949,152194225.4225
Net Income From Continuing And Discontinued Operation,-1308632660.8,-1672729462.14,-1924185876.37,32762454.59
Total Expenses,3239727334.84,3084190839.84,3201163206.97,3428421228.55
Rent Expense Supplemental,15414593.69,27331675.85,30382068.07,18087441.16
Total Operating Income As Reported,-1455643058.5,-1883691101.97,-2286393349.28,52270510.95
Diluted Average Shares,1595893489.0,1593075678.0,1603488230.0,1638122730.0
Basic Average Shares,1595893489.0,1593075678.0,1603488230.0,1638122730.0
Diluted EPS,-0.82,-1.05,-1.2,0.02
Basic EPS,-0.82,-1.05,-1.2,0.02
Net Income Common Stockholders,-1308632660.8,-1672729462.14,-1924185876.37,32762454.59
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,-1308632660.8,-1672729462.14,-1924185876.37,32762454.59
Minority Interests,106748021.88,167618794.25,332878943.83,-31229720.77
Net Income Including Noncontrolling Interests,-1415380682.68,-1840348256.39,-2257064820.2,63992175.36
Net Income Continuous Operations,-1415380682.68,-1840348256.39,-2257064820.2,63992175.36
Tax Provision,-22518398.49,-58259853.1,-36198081.62,-23932649.35
Pretax Income,-1437899081.17,-1898608109.49,-2293262901.82,40059526.01
Other Non Operating Income Expenses,17743977.33,-14917007.52,-6869552.54,-12210984.94
Special Income Charges,-501388478.21,-536688853.25,-760718767.26,-118369220.11
Other Special Charges,-48200220.48,437548.04,-885125.02,6283.96
Write Off,-7975707.82,179412617.95,129267305.25,121171627.04
Impairment Of Capital Assets,557564406.51,356838687.26,632336587.03,-2808690.89
Net Non Operating Interest Income Expense,-17557661.89,-12783442.89,9064433.01,23231991.25
Total Other Finance Cost,603176.97,1050288.09,3993480.37,19290181.83
Interest Expense Non Operating,50831233.44,70802934.4,40985420.15,41369787.2
Interest Income Non Operating,33876748.52,59069779.6,54043333.53,83891960.28
Operating Income,-738810373.3,-1215326366.79,-1338587981.78,135746374.27
Operating Expense,685815025.43,994965816.28,1010482219.05,839755990.6
Other Operating Expenses,24025696.48,18993293.71,-380367575.85,-825035977.45
Depreciation And Amortization In Income Statement,66272649.66,78947947.67,142387090.95,196255059.47
Amortization,,,,155829060.09
Depreciation Income Statement,66272649.66,78947947.67,142387090.95,40425999.38
Research And Development,300921944.75,470764831.47,528239548.24,402920151.94
Selling General And Administration,77595933.3,111233277.32,251429113.48,390309178.74
Selling And Marketing Expense,15137745.32,36515301.96,55104114.96,107612760.94
General And Administrative Expense,62458187.98,74717975.36,196324998.52,282696417.8
Rent And Landing Fees,15414593.69,27331675.85,30382068.07,18087441.16
Gross Profit,-52995347.87,-220360550.51,-328105762.73,975502364.87
Cost Of Revenue,2553912309.41,2089225023.56,2190680987.92,2588665237.95
Total Revenue,2500916961.54,1868864473.05,1862575225.19,3564167602.82
Operating Revenue,2500916961.54,1868864473.05,1862575225.19,3564167602.82
