,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-24420980.871806,-8963894.119578,-5369176.816246,-2265764.785793
Tax Rate For Calcs,0.241991,0.115406,0.139692,0.151564
Normalized EBITDA,698615840.96,814011308.91,1236340114.55,1129035056.08
Total Unusual Items,-100916770.32,-77672569.02,-38435925.25,-14949241.14
Total Unusual Items Excluding Goodwill,-100916770.32,-77672569.02,-38435925.25,-14949241.14
Net Income From Continuing Operation Net Minority Interest,279239205.81,471740213.15,851710162.88,816067640.88
Reconciled Depreciation,156150250.16,135755923.74,102194231.16,63446989.82
Reconciled Cost Of Revenue,671751222.37,693249394.89,720882362.37,625553567.19
EBITDA,597699070.64,736338739.89,1197904189.3,1114085814.94
EBIT,441548820.48,600582816.15,1095709958.14,1050638825.12
Net Interest Income,5758481.29,1730640.95,4341532.09,1009238.27
Interest Expense,692814.87,993234.44,827645.13,708686.63
Interest Income,6545615.07,2849856.64,5421020.04,1949324.8
Normalized Income,355734995.258194,540448888.050422,884776911.313754,828751117.234207
Net Income From Continuing And Discontinued Operation,279239205.81,471740213.15,851710162.88,816067640.88
Total Expenses,1085164713.3,1060191488.77,1093081631.77,933404783.8
Total Operating Income As Reported,443816096.03,600522772.79,1095388871.71,1051098055.78
Diluted Average Shares,411857236.0,411856306.0,411832195.0,400091994.0
Basic Average Shares,411857236.0,411856306.0,411832195.0,400091994.0
Diluted EPS,0.678,1.1454,2.0681,2.0397
Basic EPS,0.678,1.1454,2.0681,2.0397
Net Income Common Stockholders,279239205.81,471740213.15,851710162.88,816067640.88
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,279239205.81,471740213.15,851710162.88,816067640.88
Minority Interests,-54933480.01,-58653028.16,-90226261.79,-74731026.45
Net Income Including Noncontrolling Interests,334172685.82,530393241.31,941936424.67,890798667.33
Net Income Continuous Operations,334172685.82,530393241.31,941936424.67,890798667.33
Tax Provision,106683319.79,69196340.4,152945888.34,159131471.16
Pretax Income,440856005.61,599589581.71,1094882313.01,1049930138.49
Other Non Operating Income Expenses,-2960090.42,-933191.08,-506558.7,-1167917.29
Special Income Charges,-100051737.2,-74828417.34,-36318614.5,-17569984.95
Other Special Charges,-273555.14,-64561.54,-96585.05,-69861.76
Write Off,32630607.44,10012973.88,23701904.04,12324555.58
Impairment Of Capital Assets,67694684.9,64880005.0,12713295.51,5315291.13
Net Non Operating Interest Income Expense,5758481.29,1730640.95,4341532.09,1009238.27
Total Other Finance Cost,94318.91,125981.25,251842.82,231399.9
Interest Expense Non Operating,692814.87,993234.44,827645.13,708686.63
Interest Income Non Operating,6545615.07,2849856.64,5421020.04,1949324.8
Operating Income,500342849.33,646015879.67,1065098687.01,1066945358.97
Operating Expense,413413490.93,366942093.88,372199269.4,307851216.61
Other Operating Expenses,35935615.76,29662425.82,30212306.49,25663439.61
Depreciation And Amortization In Income Statement,43766756.52,25496031.56,24392040.03,12906700.67
Depreciation Income Statement,43766756.52,25496031.56,24392040.03,12906700.67
Research And Development,138047543.81,161113241.48,181746752.97,124647420.87
Selling General And Administration,103082774.9,93311795.92,93418301.67,130394491.76
Selling And Marketing Expense,69361224.6,59579694.31,55083872.51,85396980.71
General And Administrative Expense,33721550.3,33732101.61,38334429.16,44997511.05
Gross Profit,913756340.26,1012957973.55,1437297956.41,1374796575.58
Cost Of Revenue,671751222.37,693249394.89,720882362.37,625553567.19
Total Revenue,1585507562.63,1706207368.44,2158180318.78,2000350142.77
Operating Revenue,1585507562.63,1706207368.44,2158180318.78,2000350142.77
