,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,127997043.14,83537444.65,21596331.72,73486458.27
Repayment Of Debt,-46233334.0,-102545205.41,-142568487.21,-59307195.59
Issuance Of Debt,50078000.0,154751000.0,76000000.0,54700000.0
Capital Expenditure,-19436425.41,-18472195.39,-9554299.0,-42067190.17
End Cash Position,353176414.11,284704495.56,270633717.86,319491191.85
Beginning Cash Position,284704495.56,270633717.86,319491191.85,354927127.2
Effect Of Exchange Rate Changes,-12027751.25,12992048.94,2893736.86,-17957410.0
Changes In Cash,80499669.8,1078728.76,-51751210.85,-17478525.35
Financing Cash Flow,-14049225.64,25140560.1,-98871707.5,-38006677.38
Net Other Financing Charges,638929.3,9061213.88,-4107636.92,-4942651.45
Cash Dividends Paid,-18532820.94,-36126448.37,-28195583.37,-28456830.34
Net Issuance Payments Of Debt,3844666.0,52205794.59,-66568487.21,-4607195.59
Net Long Term Debt Issuance,3844666.0,52205794.59,-66568487.21,-4607195.59
Long Term Debt Payments,-46233334.0,-102545205.41,-142568487.21,-59307195.59
Long Term Debt Issuance,50078000.0,154751000.0,76000000.0,54700000.0
Investing Cash Flow,-52884573.11,-126071471.38,15969865.93,-95025496.41
Net Other Investing Changes,,5000000.0,-5000000.0,
Net Investment Purchase And Sale,-33491247.7,-65949463.54,30432723.22,-52963350.95
Sale Of Investment,491298592.22,274078536.46,228337183.35,135477903.21
Purchase Of Investment,-524789839.92,-340028000.0,-197904460.13,-188441254.16
Net Business Purchase And Sale,,-46655560.45,0.0,
Sale Of Business,,0.0,0.0,
Purchase Of Business,,-46655560.45,0.0,
Net PPE Purchase And Sale,-19393325.41,-18466447.39,-9462857.29,-42062145.46
Sale Of PPE,43100.0,5748.0,91441.71,5044.71
Purchase Of PPE,-19436425.41,-18472195.39,-9554299.0,-42067190.17
Capital Expenditure Reported,,,,
Operating Cash Flow,147433468.55,102009640.04,31150630.72,115553648.44
Change In Working Capital,-18427096.26,-12796062.67,-69013487.36,25357175.8
Change In Other Current Assets,647174.55,2900486.35,-3878014.36,-3582025.53
Change In Payable,29847792.9,26664393.05,31333821.0,-5231991.15
Change In Inventory,-12365037.27,-4778626.33,-33720455.26,-16600373.2
Change In Receivables,-36557026.44,-37582315.74,-62748838.74,50771565.68
Other Non Cash Items,15583511.74,14857881.39,15377687.43,18471697.76
Deferred Tax,,,,
Depreciation And Amortization,39983429.27,31386819.75,24520583.38,23887051.14
Amortization Cash Flow,7136145.42,3960643.05,2711877.44,2415082.83
Depreciation,32847283.85,27426176.7,21808705.94,21471968.31
Gain Loss On Investment Securities,221660.06,-885991.33,-2693083.87,-2127282.51
Gain Loss On Sale Of PPE,3787.57,-748.0,-59468.41,-1461.62
Net Income From Continuing Operations,95515386.26,66675865.35,57736478.9,39781027.04
Cash Flowsfromusedin Operating Activities Direct,147433468.55,102009640.04,31150630.72,115553648.44
Taxes Refund Paid Direct,-38448607.94,-53887578.69,-44888004.12,-21725988.32
Classesof Cash Payments,-1219206266.85,-1016167903.13,-908801338.63,-713093964.7
Other Cash Paymentsfrom Operating Activities,-112328935.5,-95597787.63,-51682682.45,-52712425.92
Paymentson Behalfof Employees,-108237550.05,-87943317.36,-70351112.89,-65046795.93
Paymentsto Suppliersfor Goodsand Services,-998639781.3,-832626798.14,-786767543.29,-595334742.85
Classesof Cash Receiptsfrom Operating Activities,1405088343.34,1172065121.86,984839973.47,850373601.46
Other Cash Receiptsfrom Operating Activities,49491686.26,32138247.35,12987144.28,20354148.74
Receiptsfrom Customers,1355596657.08,1139926874.51,971852829.19,830019452.72
