,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-16257193.193713,-15251000.024013,-13618495.348504,-4761767.759077
Tax Rate For Calcs,0.133508,0.107884,0.111472,0.071314
Normalized EBITDA,2217954664.93,1884724026.95,1561266743.31,1056738085.42
Total Unusual Items,-121769589.71,-141364569.96,-122169235.93,-66771605.11
Total Unusual Items Excluding Goodwill,-121769589.71,-141364569.96,-122169235.93,-66771605.11
Net Income From Continuing Operation Net Minority Interest,957243636.58,783525109.55,612142646.24,383282533.47
Reconciled Depreciation,741180518.85,633295154.2,527297482.56,397575283.61
Reconciled Cost Of Revenue,12662413955.87,10146625536.9,8755028889.6,6797626608.82
EBITDA,2096185075.22,1743359456.99,1439097507.38,989966480.31
EBIT,1355004556.37,1110064302.79,911800024.82,592391196.7
Net Interest Income,-64323460.9,-67001637.1,-92248174.93,-82506598.25
Interest Expense,101541754.39,107777947.44,123321621.78,108998197.85
Interest Income,41362525.41,44448710.6,33636044.75,29345499.73
Normalized Income,1062756033.096287,909638679.485987,720693386.821496,445292370.820923
Net Income From Continuing And Discontinued Operation,957243636.58,783525109.55,612142646.24,383282533.47
Total Expenses,14243808300.68,11540604660.01,10015493245.0,7918470451.75
Total Operating Income As Reported,1268642183.83,1008635520.1,815764824.88,486464032.8
Diluted Average Shares,862381655.0,851657728.0,838551570.0,815494752.0
Basic Average Shares,832385771.0,816171989.0,794990450.0,798505278.0
Diluted EPS,1.11,0.92,0.73,0.47
Basic EPS,1.15,0.96,0.77,0.48
Net Income Common Stockholders,957243636.58,783525109.55,612142646.24,383282533.47
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,957243636.58,783525109.55,612142646.24,383282533.47
Minority Interests,-128872071.75,-110630409.1,-88442193.56,-65637650.28
Net Income Including Noncontrolling Interests,1086115708.33,894155518.65,700584839.8,448920183.75
Net Income Continuous Operations,1086115708.33,894155518.65,700584839.8,448920183.75
Tax Provision,167347093.65,108130836.7,87893563.24,34472815.1
Pretax Income,1253462801.98,1002286355.35,788478403.04,483392998.85
Other Non Operating Income Expenses,-15179381.85,-6349164.75,-30005821.84,-3071033.95
Special Income Charges,-161385053.54,-180809893.41,-123508062.13,-69914449.1
Other Special Charges,4175861.63,-9199887.08,-3148852.26,-22503384.86
Write Off,69658895.61,70298905.72,56417812.73,56326271.38
Impairment Of Capital Assets,87550296.3,119710874.77,70239101.66,36091562.58
Net Non Operating Interest Income Expense,-64323460.9,-67001637.1,-92248174.93,-82506598.25
Total Other Finance Cost,4144231.92,3672400.26,2562597.9,2853900.13
Interest Expense Non Operating,101541754.39,107777947.44,123321621.78,108998197.85
Interest Income Non Operating,41362525.41,44448710.6,33636044.75,29345499.73
Operating Income,1433928566.76,1161460479.64,1002515875.46,561167443.04
Operating Expense,1581394344.81,1393979123.11,1260464355.4,1120843842.93
Other Operating Expenses,86959686.87,77781717.37,-49829253.98,41534575.56
Depreciation And Amortization In Income Statement,112191947.96,103241291.12,102633974.73,90523773.41
Depreciation Income Statement,112191947.96,103241291.12,102633974.73,90523773.41
Research And Development,607704342.04,573150542.07,490305784.86,386124184.17
Selling General And Administration,381234121.61,341447553.37,461937977.68,386277894.28
Selling And Marketing Expense,128125745.48,112820317.83,236071370.07,228876132.47
General And Administrative Expense,253108376.13,228627235.54,225866607.61,157401761.81
Gross Profit,3015322911.57,2555439602.75,2262980230.86,1682011285.97
Cost Of Revenue,12662413955.87,10146625536.9,8755028889.6,6797626608.82
Total Revenue,15677736867.44,12702065139.65,11018009120.46,8479637894.79
Operating Revenue,15677736867.44,12702065139.65,11018009120.46,8479637894.79
