,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,16275.13,-102805994.13,-236720570.41,-173361490.7
Repayment Of Debt,-565467048.0,-430000000.0,-90000000.0,-60000000.0
Issuance Of Debt,755587150.36,390000000.0,420000000.0,30000000.0
Capital Expenditure,-594404805.82,-239399200.77,-403250448.15,-179452541.44
End Cash Position,1136816622.76,1466667271.28,1029382964.45,363488271.57
Beginning Cash Position,1466667271.28,1029382964.45,363488271.57,205849017.33
Effect Of Exchange Rate Changes,-9428861.27,4561039.69,3199333.91,-1586523.15
Changes In Cash,-320421787.25,432723267.14,662695358.97,159225777.39
Financing Cash Flow,-50149289.91,-123670631.41,1866712616.37,-93128493.92
Net Other Financing Charges,-10254272.66,-9440902.68,1577513656.11,-5763000.0
Cash Dividends Paid,-230015119.61,-74229728.73,-40801039.74,-57365493.92
Net Issuance Payments Of Debt,190120102.36,-40000000.0,330000000.0,-30000000.0
Net Long Term Debt Issuance,190120102.36,-40000000.0,330000000.0,-30000000.0
Long Term Debt Payments,-565467048.0,-430000000.0,-90000000.0,-60000000.0
Long Term Debt Issuance,755587150.36,390000000.0,420000000.0,30000000.0
Investing Cash Flow,-864693578.29,419800691.91,-1370547135.14,246263220.57
Net Other Investing Changes,,,,-179452541.44
Net Investment Purchase And Sale,-271492399.3,652140212.68,-979220588.99,421993073.66
Sale Of Investment,1448507600.7,2452390212.68,100876188.79,562094073.66
Purchase Of Investment,-1720000000.0,-1800250000.0,-1080096777.78,-140101000.0
Net PPE Purchase And Sale,-593201178.99,-232339520.77,-391326546.15,-175729853.09
Sale Of PPE,1203626.83,7059680.0,11923902.0,3722688.35
Purchase Of PPE,-594404805.82,-239399200.77,-403250448.15,-179452541.44
Capital Expenditure Reported,,,,
Operating Cash Flow,594421080.95,136593206.64,166529877.74,6091050.74
Change In Working Capital,132472479.73,-531026255.27,-441424887.59,-382856154.14
Change In Other Current Assets,-10189017.68,8710799.63,24744044.53,1356230.6
Change In Payable,353567113.6,262987472.36,516591144.22,471799547.03
Change In Inventory,-194457753.81,-58696846.5,-436396892.77,-244208420.65
Change In Receivables,-16447862.38,-744027680.76,-546363183.57,-611803511.12
Other Non Cash Items,24227789.85,8548905.06,8146858.15,4415952.21
Deferred Tax,,,,
Depreciation And Amortization,146995309.88,119275827.46,71685638.68,47917722.35
Amortization Cash Flow,6615948.26,4324176.74,1798064.39,1038933.29
Depreciation,140379361.62,114951650.72,69887574.29,46878789.06
Gain Loss On Investment Securities,-10883482.89,-32919933.83,-3550951.96,-7371035.95
Gain Loss On Sale Of PPE,128830.43,-3816411.11,-5343325.44,-237510.01
Net Income From Continuing Operations,263911523.66,492082850.39,485615994.16,304294927.53
Cash Flowsfromusedin Operating Activities Direct,594421080.95,136593206.64,166529877.74,6091050.74
Taxes Refund Paid Direct,-29130753.29,-34746969.95,-46331389.12,-41967279.73
Classesof Cash Payments,-2839417509.84,-2748470604.83,-2142320167.64,-1195613407.85
Other Cash Paymentsfrom Operating Activities,-173410020.96,-193328355.86,-157326728.18,-96524327.47
Paymentson Behalfof Employees,-245284318.26,-217817597.31,-159787228.28,-108190316.76
Paymentsto Suppliersfor Goodsand Services,-2420723170.62,-2337324651.66,-1825206211.18,-990898763.62
Classesof Cash Receiptsfrom Operating Activities,3462969344.08,2919810781.42,2355181434.5,1243671738.32
Other Cash Receiptsfrom Operating Activities,208311522.71,90301971.64,46694474.12,137466227.26
Receiptsfrom Customers,3254657821.37,2829508809.78,2308486960.38,1106205511.06
