,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,492796670.0,488289622.0,484529822.0,481373622.0
Share Issued,492796670.0,488289622.0,484529822.0,481373622.0
Total Debt,3359690454.42,1577931957.76,317751367.88,379840988.67
Tangible Book Value,20659540656.46,19134669272.56,19307016108.03,2481885251.57
Invested Capital,23345252278.21,20724372817.81,19814218225.76,3081110526.28
Working Capital,11517201577.71,10470395212.8,12396201989.42,1820949920.17
Net Tangible Assets,20659540656.46,19134669272.56,19307016108.03,2481885251.57
Capital Lease Obligations,24328458.84,18592040.4,29815052.06,34399013.76
Common Stock Equity,20736503543.76,19229372817.81,19554218225.76,2872576259.56
Total Capitalization,21913503543.76,19524372817.81,19554218225.76,2872576259.56
Total Equity Gross Minority Interest,21490617217.59,19824411108.37,20024701368.52,2836186261.22
Minority Interest,754113673.83,595038290.56,470483142.76,-36389998.34
Stockholders Equity,20736503543.76,19229372817.81,19554218225.76,2872576259.56
Treasury Stock,1704073414.25,1106635383.25,106638537.11,199835880.92
Retained Earnings,18151756042.88,16613988742.94,16550298884.79,977908379.17
Additional Paid In Capital,1780729779.71,1901916247.03,1643223014.87,1594617443.61
Capital Stock,492796670.0,488289622.0,484529822.0,481373622.0
Common Stock,492796670.0,488289622.0,484529822.0,481373622.0
Total Liabilities Net Minority Interest,4844735158.17,2794705681.74,1705942406.46,1094140949.19
Total Non Current Liabilities Net Minority Interest,2284650512.99,1277495359.25,907167170.56,56219939.15
Non Current Deferred Revenue,11105281.63,13340638.85,18217448.65,21820925.39
Non Current Deferred Taxes Liabilities,1072216772.52,950562680.0,859134669.85,0.0
Long Term Debt And Capital Lease Obligation,1201328458.84,313592040.4,29815052.06,34399013.76
Long Term Capital Lease Obligation,24328458.84,18592040.4,29815052.06,34399013.76
Long Term Debt,1177000000.0,295000000.0,,
Current Liabilities,2560084645.18,1517210322.49,798775235.9,1037921010.04
Other Current Liabilities,308017.6,571178.37,1107884.88,701891.88
Current Debt And Capital Lease Obligation,2158361995.58,1264339917.36,287936315.82,345441974.91
Current Debt,1431748734.45,1200000000.0,260000000.0,208534266.72
Payables,247585509.31,207839386.33,422028325.82,384688727.9
Other Payable,88420833.01,65427927.31,68787120.97,63304036.39
Total Tax Payable,78993256.12,38033269.15,41269406.08,130397616.92
Accounts Payable,80171420.18,104378189.87,311971798.77,190987074.59
Total Assets,26335352375.76,22619116790.11,21730643774.98,3930327210.41
Total Non Current Assets,12258066152.87,10631511254.82,8535666549.66,1071456280.2
Other Non Current Assets,125158221.22,95531207.52,1568582831.84,228375280.03
Non Current Deferred Assets,12115267.85,4577047.27,3975507.49,37254935.65
Non Current Deferred Taxes Assets,105185234.11,55022810.33,52521826.08,72716399.62
Investmentin Financial Assets,11547162732.08,9998164914.35,6339637523.15,105360096.6
Held To Maturity Securities,2361387974.4,5211154267.56,2826564889.65,
Available For Sale Securities,9185774757.68,4787010646.79,3513072633.5,105360096.6
Long Term Equity Investment,0.0,6016247.29,4045321.15,5311724.66
Goodwill And Other Intangible Assets,76962887.3,94703545.25,247202117.73,390691007.99
Other Intangible Assets,76962887.3,94703545.25,153646944.6,171819647.69
Goodwill,,0.0,93555173.13,218871360.3
Net PPE,391481810.31,377495482.81,319701422.22,231746835.65
Accumulated Depreciation,-302129250.81,-280385993.8,-205382200.71,-171393653.9
Gross PPE,693611061.12,657881476.61,525083622.93,403140489.55
Construction In Progress,9489261.16,971586.7,0.0,
Other Properties,98076509.04,85494310.97,93362452.83,99767709.33
Machinery Furniture Equipment,210839978.04,248232397.43,251418665.34,123070275.46
Buildings And Improvements,,,,
Properties,375205312.88,323183181.51,180302504.76,180302504.76
Current Assets,14077286222.89,11987605535.29,13194977225.32,2858870930.21
Other Current Assets,3208887446.89,212170223.32,463319692.83,47744108.96
Prepaid Assets,56264676.7,14007110.29,124229414.37,105270361.68
Inventory,219997860.32,282895131.72,697614358.66,627818972.52
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,158766703.4,149861983.93,352777897.71,299809860.47
Work In Process,4579710.02,11851942.6,49156252.43,52400951.67
Raw Materials,56651446.9,121181205.19,295680208.52,275608160.38
Other Receivables,82750324.53,87796569.47,30067856.62,145177955.11
Accounts Receivable,56925405.17,117993582.32,391761721.4,589456300.46
Allowance For Doubtful Accounts Receivable,-31751252.18,-32696727.4,-48405899.99,-37227875.27
Gross Accounts Receivable,88676657.35,150690309.72,440167621.39,626684175.73
Cash Cash Equivalents And Short Term Investments,10452460509.28,11272742918.17,11487984181.44,1343403231.48
Other Short Term Investments,6946033137.3,8811479836.06,6044046377.99,447817565.56
Cash And Cash Equivalents,3506427371.98,2461263082.11,5443937803.45,895585665.92
Cash Equivalents,0.0,75807264.24,55799037.39,86110453.54
Cash Financial,2827502563.68,2385455817.87,5388138766.06,809475212.38
