,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,30555620.67,13309174.94,-162147851.3,-109259066.9
Repayment Of Debt,-443954142.25,-423729429.55,-192776846.22,-125000000.0
Issuance Of Debt,440096745.6,431811470.3,282776846.22,125000000.0
Capital Expenditure,-2439864.45,-3235100.59,-5810782.29,-12085335.53
End Cash Position,137920229.19,126463449.89,100261491.68,125060806.04
Beginning Cash Position,126463449.89,100261491.68,125060806.04,191446800.27
Effect Of Exchange Rate Changes,-45853.01,248814.62,326569.22,-188186.09
Changes In Cash,11502632.31,25953143.59,-25125883.58,-66197808.14
Financing Cash Flow,-21042164.76,-19647215.76,56498749.44,-51687661.38
Net Other Financing Charges,-5995387.48,-17849644.43,-21025468.62,-21559346.48
Cash Dividends Paid,-11189380.63,-9879612.08,-11749281.94,-30128314.9
Net Issuance Payments Of Debt,-3857396.65,8082040.75,90000000.0,0.0
Net Long Term Debt Issuance,-3857396.65,8082040.75,90000000.0,0.0
Long Term Debt Payments,-443954142.25,-423729429.55,-192776846.22,-125000000.0
Long Term Debt Issuance,440096745.6,431811470.3,282776846.22,125000000.0
Investing Cash Flow,-450688.05,29056083.82,74712435.99,82663584.61
Net Other Investing Changes,,,,
Net Investment Purchase And Sale,1734833.9,31748750.0,80424051.59,94452296.4
Sale Of Investment,1974833.9,41748750.0,134124051.59,233312296.4
Purchase Of Investment,-240000.0,-10000000.0,-53700000.0,-138860000.0
Net Business Purchase And Sale,,373375.63,0.0,
Sale Of Business,,373375.63,0.0,
Purchase Of Business,,,0.0,
Net PPE Purchase And Sale,-2185521.95,-3066041.81,-5711615.6,-11788711.79
Sale Of PPE,254342.5,169058.78,99166.69,296623.74
Purchase Of PPE,-2439864.45,-3235100.59,-5810782.29,-12085335.53
Capital Expenditure Reported,,,,
Operating Cash Flow,32995485.12,16544275.53,-156337069.01,-97173731.37
Change In Working Capital,-30410667.29,16550011.1,-129800609.32,-149257144.49
Change In Other Current Assets,-1002228.84,-1655029.4,-16913026.37,-1269750.42
Change In Payable,213993.67,27008264.35,25136688.9,-29399969.13
Change In Inventory,1271694.27,-12280441.72,-116459248.22,-118241365.09
Change In Receivables,-30894126.39,3477217.87,-21565023.63,-346059.85
Other Non Cash Items,11892770.86,11030031.99,6988644.04,3782599.08
Deferred Tax,,,,
Depreciation And Amortization,11803556.78,15498276.89,17263862.32,15288227.49
Amortization Cash Flow,273295.45,302977.89,315595.58,257354.95
Depreciation,11530261.33,15195299.0,16948266.74,15030872.54
Gain Loss On Investment Securities,-1342501.79,2715040.69,-498007.98,-1344965.85
Gain Loss On Sale Of PPE,-92950.27,22216.49,-145898.27,-67429.45
Net Income From Continuing Operations,16839051.53,-53433464.3,-79697796.34,10766995.26
Cash Flowsfromusedin Operating Activities Direct,32995485.12,16544275.53,-156337069.01,-97173731.37
Taxes Refund Paid Direct,-52093991.54,-30355204.08,-45382071.07,-50497434.92
Classesof Cash Payments,-944253353.64,-955977291.72,-926535831.57,-869228925.94
Other Cash Paymentsfrom Operating Activities,-34850952.38,-49211198.58,-66660218.89,-80669848.95
Paymentson Behalfof Employees,-817638668.77,-824804701.96,-825513712.58,-769427380.64
Paymentsto Suppliersfor Goodsand Services,-91763732.49,-81961391.18,-34361900.1,-19131696.35
Classesof Cash Receiptsfrom Operating Activities,1029342830.3,1002876771.33,815580833.63,822552629.49
Other Cash Receiptsfrom Operating Activities,9678813.29,9338268.06,10717841.34,33935228.82
Receiptsfrom Customers,1019664017.01,993538503.27,804862992.29,788617400.67
