,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,279405006.0,279060917.0,278512185.0,276731737.0
Share Issued,279405006.0,279060917.0,278512185.0,276731737.0
Total Debt,3886789900.93,1409654041.63,313784417.96,18941165.44
Tangible Book Value,7273437728.99,6848625892.0,6263696301.23,5832644186.38
Invested Capital,10553803587.19,8346669553.55,6732983129.17,5871693928.0
Working Capital,4885833601.07,4294468682.6,4937177669.42,5127430015.61
Net Tangible Assets,7273437728.99,6848625892.0,6263696301.23,5832644186.38
Capital Lease Obligations,914886.06,4867756.27,4224652.41,9951683.74
Common Stock Equity,7550794552.7,7119179856.08,6451983129.17,5871693928.0
Total Capitalization,9510221365.98,7930203915.23,6531983129.17,5871693928.0
Total Equity Gross Minority Interest,7526370355.41,7057073338.14,6429259270.91,5844897359.51
Minority Interest,-24424197.29,-62106517.94,-22723858.26,-26796568.49
Stockholders Equity,7550794552.7,7119179856.08,6451983129.17,5871693928.0
Treasury Stock,227725359.66,162525822.22,162525822.22,
Retained Earnings,3176634435.31,2696915005.78,2082555819.83,1382866677.14
Additional Paid In Capital,4182777968.05,4154315581.26,4195415284.45,4171337880.82
Capital Stock,279405006.0,279060917.0,174070116.0,108098335.0
Common Stock,279405006.0,279060917.0,174070116.0,108098335.0
Total Liabilities Net Minority Interest,16311268903.28,16159554836.86,8099858719.57,3930984702.52
Total Non Current Liabilities Net Minority Interest,2174879911.3,951369031.41,176782581.04,46646427.21
Other Non Current Liabilities,63228009.1,30909851.5,49134226.17,24829324.81
Non Current Deferred Revenue,150880632.08,100802943.77,41090086.32,11865418.66
Non Current Deferred Taxes Liabilities,429570.78,3764420.72,2333616.14,
Long Term Debt And Capital Lease Obligation,1960341699.34,815891815.42,84224652.41,9951683.74
Long Term Capital Lease Obligation,914886.06,4867756.27,4224652.41,9951683.74
Long Term Debt,1959426813.28,811024059.15,80000000.0,
Current Liabilities,14136388991.98,15208185805.45,7923076138.53,3884338275.31
Other Current Liabilities,206858873.13,832192988.2,131740511.22,74209101.51
Current Debt And Capital Lease Obligation,1926448201.59,593762226.21,229559765.55,8989481.7
Current Debt,1043582221.21,416465638.32,201000000.0,
Payables,3802616778.13,5326871617.99,3255279750.47,1395953007.27
Other Payable,304996393.91,413981818.87,218155565.28,172975143.97
Dividends Payable,,,,
Total Tax Payable,150457972.84,90894309.53,41085338.61,27274779.75
Accounts Payable,3347162411.38,4821995489.59,2996038846.58,1195703083.55
Total Assets,23837639258.69,23216628175.0,14529117990.48,9775882062.03
Total Non Current Assets,4815416665.64,3713973686.95,1668864182.53,764113771.11
Other Non Current Assets,64892037.6,149816641.56,188691109.17,29238321.49
Non Current Deferred Assets,49827975.24,59483829.27,42011764.41,14182261.03
Non Current Deferred Taxes Assets,211571942.13,96002807.99,105240072.8,125340578.72
Investmentin Financial Assets,923509848.42,862657248.42,369999984.0,85000000.0
Available For Sale Securities,923509848.42,862657248.42,369999984.0,85000000.0
Long Term Equity Investment,78528840.45,56980380.99,48911880.77,48425573.03
Goodwill And Other Intangible Assets,277356823.71,270553964.08,188286827.94,39049741.62
Other Intangible Assets,277356823.71,270553964.08,188286827.94,39049741.62
Net PPE,3209729198.09,2218478814.64,725722543.44,422877295.22
Accumulated Depreciation,-297581782.45,-157541098.11,-88639187.97,-49168353.84
Gross PPE,3507310980.54,2376019912.75,814361731.41,472045649.06
Construction In Progress,489882673.32,1320420363.45,247850101.24,8031936.29
Other Properties,144398460.83,103374210.11,55828373.27,52356212.97
Machinery Furniture Equipment,863273654.24,407506903.07,212365316.83,159585541.69
Buildings And Improvements,,,,252071958.11
Properties,2009756192.15,544718436.12,298317940.07,252071958.11
Current Assets,19022222593.05,19502654488.05,12860253807.95,9011768290.92
Other Current Assets,281979394.47,412486707.36,191118500.15,126738654.17
Prepaid Assets,483039713.49,610656548.51,528046763.35,170114830.28
Inventory,8922623360.52,10780598590.48,5330019692.02,2808277260.47
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,6499749108.56,7755638088.39,2949216725.67,2005354305.77
Work In Process,776157054.65,1338941622.52,1157988006.36,403248161.79
Raw Materials,1646717197.31,1686018879.57,1222814959.99,399674792.91
Other Receivables,173475520.94,1068412976.88,915501120.61,648535673.08
Accounts Receivable,3949678495.53,2378511276.63,1375645474.38,875705071.48
Allowance For Doubtful Accounts Receivable,-579116269.45,-221346611.76,-130677573.04,-110935148.07
Gross Accounts Receivable,4528794764.98,2599857888.39,1506323047.42,986640219.55
Cash Cash Equivalents And Short Term Investments,5211426108.1,4251988388.19,4519922257.44,4382396801.44
Other Short Term Investments,420000000.0,930000000.0,974000000.0,1691550000.0
Cash And Cash Equivalents,4791426108.1,3321988388.19,3545922257.44,2690846801.44
Cash Equivalents,18447948.89,237801754.08,157044646.86,22136842.99
Cash Financial,4772978159.21,3084186634.11,3388877610.58,2668709958.45
