,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,83577337.36,-181785564.6,-703799812.32,-231753826.15
Repayment Of Debt,-659120000.0,-511010000.0,,
Issuance Of Debt,533600000.0,1890000000.0,1036030000.0,
Capital Expenditure,-827594838.86,-1096013542.1,-1010539446.15,-758384719.39
End Cash Position,471682855.12,751996914.5,731284859.68,791989554.14
Beginning Cash Position,751996914.5,731284859.68,791989554.14,1345944580.99
Effect Of Exchange Rate Changes,1590510.79,3743631.8,15378082.61,-2903520.77
Changes In Cash,-281904570.17,16968423.02,-76082777.07,-551051506.08
Financing Cash Flow,-191383783.9,608193350.56,941519932.32,-95555273.89
Net Other Financing Charges,85008893.8,-660514140.8,45008873.93,42088779.14
Cash Dividends Paid,-150872677.7,-110282508.64,-139518941.61,-137644053.03
Net Issuance Payments Of Debt,-125520000.0,1378990000.0,1036030000.0,
Net Long Term Debt Issuance,-125520000.0,1378990000.0,1036030000.0,
Long Term Debt Payments,-659120000.0,-511010000.0,,
Long Term Debt Issuance,533600000.0,1890000000.0,1036030000.0,
Investing Cash Flow,-1001692962.49,-1505452905.04,-1324342343.22,-982127125.43
Net Other Investing Changes,,,,
Net Investment Purchase And Sale,-174239650.63,-431652399.82,-314488664.6,-33617434.07
Sale Of Investment,31581183.16,,251511335.2,2518776565.93
Purchase Of Investment,-205820833.79,-431652399.82,-565999999.8,-2552394000.0
Net Business Purchase And Sale,,,,-190362982.53
Sale Of Business,,,,
Purchase Of Business,,,,-190362982.53
Net PPE Purchase And Sale,-827453311.86,-1073800505.22,-1009853678.62,-758146708.83
Sale Of PPE,141527.0,22213036.88,685767.53,238010.56
Purchase Of PPE,-827594838.86,-1096013542.1,-1010539446.15,-758384719.39
Capital Expenditure Reported,,,,
Operating Cash Flow,911172176.22,914227977.5,306739633.83,526630893.24
Change In Working Capital,102008645.49,221808513.73,-328016372.58,-107406230.19
Change In Other Current Assets,3169078.15,-11765943.94,-41767807.53,-26151112.7
Change In Payable,-95111432.99,14705790.37,-9103795.08,205074347.56
Change In Inventory,37416647.1,44670889.25,-78850967.56,-104727756.94
Change In Receivables,156534353.23,174197778.05,-198293802.41,-181601708.11
Other Non Cash Items,44044061.2,48232339.84,186253313.9,19404728.87
Deferred Tax,,,,
Depreciation And Amortization,371966401.86,303487472.64,253701453.63,174463364.59
Amortization Cash Flow,252937958.86,201125219.13,150346775.13,77829881.41
Depreciation,119028443.0,102362253.51,103354678.5,96633483.18
Gain Loss On Investment Securities,40968930.07,13669759.84,20618316.82,-15962845.27
Gain Loss On Sale Of PPE,1180532.23,1078136.91,-89125755.34,-33811.63
Net Income From Continuing Operations,386979402.58,333615704.19,124763291.36,379560710.78
Cash Flowsfromusedin Operating Activities Direct,911172176.22,914227977.5,306739633.83,526630893.24
Taxes Refund Paid Direct,-116649370.99,-94578610.38,-111499122.34,-152363231.89
Classesof Cash Payments,-2191961043.79,-1961965682.78,-1954580638.1,-1730412366.08
Other Cash Paymentsfrom Operating Activities,-1174511405.49,-1125655266.09,-1153603602.69,-1009310986.73
Paymentson Behalfof Employees,-602676778.61,-571923412.95,-534087293.24,-460920375.91
Paymentsto Suppliersfor Goodsand Services,-414772859.69,-264387003.74,-266889742.17,-260181003.44
Classesof Cash Receiptsfrom Operating Activities,3219782591.0,2970772270.66,2372819394.27,2409406491.21
Other Cash Receiptsfrom Operating Activities,56961727.87,198664907.09,103878367.53,136607397.17
Receiptsfrom Customers,3162820863.13,2772107363.57,2268941026.74,2272799094.04
