,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-180200343.68,-184378460.04,98487053.64,137638891.87
Repayment Of Debt,-1070052227.35,-402164181.53,-762796852.4,-602897774.43
Issuance Of Debt,1156827002.0,933834310.69,596916226.52,773065072.43
Capital Expenditure,-61376192.54,-103495549.07,-85923476.13,-43557956.57
End Cash Position,297701161.79,578686913.63,274985183.52,356997660.67
Beginning Cash Position,578686913.63,274985183.52,356997660.67,204681878.11
Effect Of Exchange Rate Changes,-1763333.11,894036.9,396520.98,-3005557.45
Changes In Cash,-279222418.73,302807693.21,-82408998.13,155321340.01
Financing Cash Flow,-36489632.34,502241044.77,-188396098.54,141392640.36
Net Other Financing Charges,-61273975.29,17221039.26,24932981.86,17571515.04
Cash Dividends Paid,-61925631.7,-46650123.65,-47448454.52,-46346172.68
Net Issuance Payments Of Debt,86774774.65,531670129.16,-165880625.88,170167298.0
Net Long Term Debt Issuance,86774774.65,531670129.16,-165880625.88,170167298.0
Long Term Debt Payments,-1070052227.35,-402164181.53,-762796852.4,-602897774.43
Long Term Debt Issuance,1156827002.0,933834310.69,596916226.52,773065072.43
Investing Cash Flow,-123908635.25,-118550440.59,-78423429.36,-167268148.79
Net Other Investing Changes,,,,-9496732.29
Net Investment Purchase And Sale,-62610871.67,-15470866.02,7353252.55,-82920560.09
Sale Of Investment,4642617.73,5238846.52,44292768.92,2838939.91
Purchase Of Investment,-67253489.4,-20709712.54,-36939516.37,-85759500.0
Net Business Purchase And Sale,29074.97,,,-31638615.84
Sale Of Business,29996.66,,,
Purchase Of Business,-921.69,,,-31638615.84
Net PPE Purchase And Sale,-61326838.55,-103079574.57,-85776681.91,-43212240.57
Sale Of PPE,49353.99,415974.5,146794.22,345716.0
Purchase Of PPE,-61376192.54,-103495549.07,-85923476.13,-43557956.57
Capital Expenditure Reported,,,,
Operating Cash Flow,-118824151.14,-80882910.97,184410529.77,181196848.44
Change In Working Capital,-251171133.01,-166029883.84,-29141520.52,33622974.82
Change In Other Current Assets,3933799.32,-2346802.21,-8112052.23,-12581771.79
Change In Payable,154696014.22,71177531.04,166052627.32,522045532.56
Change In Inventory,-233772092.31,-48953334.6,213494165.91,-8842276.64
Change In Receivables,-176028854.24,-185907278.07,-400576261.52,-466998509.31
Other Non Cash Items,54295422.77,28830506.99,31264749.15,33709607.0
Deferred Tax,,,,
Depreciation And Amortization,48335738.05,32294024.18,29015236.71,22476233.86
Amortization Cash Flow,8358770.67,7841206.01,7278262.75,6445556.66
Depreciation,39976967.38,24452818.17,21736973.96,16030677.2
Gain Loss On Investment Securities,-1634348.61,-19472645.43,-26321760.09,-21717192.16
Gain Loss On Sale Of PPE,-14944.46,138544.97,-796053.84,14880.09
Net Income From Continuing Operations,-339697.24,53547494.39,74098085.15,29458792.2
Cash Flowsfromusedin Operating Activities Direct,-118824151.14,-80882910.97,184410529.77,181196848.44
Taxes Refund Paid Direct,-36887917.87,-43814661.36,-27243475.99,-57572918.15
Classesof Cash Payments,-2118052108.23,-1919929894.71,-1843425833.47,-1466028099.07
Other Cash Paymentsfrom Operating Activities,-103638905.19,-127954751.67,-138096877.12,-94668540.66
Paymentson Behalfof Employees,-357147519.28,-308763798.45,-272986074.72,-243882225.29
Paymentsto Suppliersfor Goodsand Services,-1657265683.76,-1483211344.59,-1432342881.63,-1127477333.12
Classesof Cash Receiptsfrom Operating Activities,2036115874.96,1882861645.1,2055079839.23,1704797865.66
Other Cash Receiptsfrom Operating Activities,50682339.34,52076380.15,25856783.65,50010015.47
Receiptsfrom Customers,1985433535.62,1830785264.95,2029223055.58,1654787850.19
