,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,728586186.0,609171060.0,536686959.0,536618091.0
Share Issued,728586186.0,609171060.0,536686959.0,536618091.0
Net Debt,,,192458980.11,40467758.46
Total Debt,331752628.09,689536203.75,951775412.82,974427718.84
Tangible Book Value,902367834.11,510535115.73,224423197.47,314296090.0
Invested Capital,1002236586.95,1270410613.28,1251342415.41,1294542522.12
Working Capital,538723933.72,793377164.44,782461827.3,781698794.58
Net Tangible Assets,902367834.11,510535115.73,224423197.47,314296090.0
Capital Lease Obligations,,0.0,0.0,1336831.31
Common Stock Equity,972181003.62,580874409.53,301266660.2,432961573.08
Total Capitalization,972181003.62,1220351029.95,1201281609.86,1294542522.12
Total Equity Gross Minority Interest,972181003.62,580874409.53,301266660.2,432961573.08
Stockholders Equity,972181003.62,580874409.53,301266660.2,432961573.08
Other Equity Interest,63352923.19,139396735.7,204170243.29,204402475.63
Retained Earnings,-1787264535.29,-1821504316.62,-1809627350.7,-1676953210.59
Additional Paid In Capital,1898337989.15,1585240871.07,1301466749.23,1300324157.66
Capital Stock,728586186.0,609171060.0,536686959.0,536618091.0
Common Stock,728586186.0,609171060.0,536686959.0,536618091.0
Total Liabilities Net Minority Interest,429587364.82,848498998.29,1222608993.57,1177819792.64
Total Non Current Liabilities Net Minority Interest,13150909.22,686696169.02,1000225631.54,963669862.25
Other Non Current Liabilities,4933357.37,38043600.0,89832376.9,79645599.76
Non Current Deferred Revenue,4360565.93,5564676.14,6825372.22,15164795.58
Non Current Deferred Taxes Liabilities,3856985.92,3611272.46,3552932.76,5941686.56
Long Term Debt And Capital Lease Obligation,,639476620.42,900014949.66,862917780.35
Long Term Capital Lease Obligation,,0.0,0.0,1336831.31
Long Term Debt,,639476620.42,900014949.66,861580949.04
Current Liabilities,416436455.6,161802829.27,222383362.03,214149930.39
Other Current Liabilities,290331.53,1095006.42,2777593.31,341130.19
Current Debt And Capital Lease Obligation,331752628.09,50059583.33,51760463.16,111509938.49
Current Debt,30055583.33,50059583.33,50060805.55,
Payables,82160176.56,102754400.51,154401574.86,99533796.36
Other Payable,31023880.82,45496968.72,53739395.32,37625276.92
Total Tax Payable,5370960.37,5460868.95,10830866.21,7982781.6
Accounts Payable,45765335.37,51796562.84,89831313.33,53925737.84
Total Assets,1401768368.44,1429373407.82,1523875653.77,1610781365.72
Total Non Current Assets,446607979.12,474193414.11,519030464.44,614932640.75
Other Non Current Assets,,436332.8,226932.8,
Non Current Deferred Assets,200880.0,232518.69,2521425.65,4008440.85
Non Current Deferred Taxes Assets,,,254948.64,
Investmentin Financial Assets,38485729.8,37750771.34,40961123.77,58268003.76
Available For Sale Securities,38485729.8,37750771.34,40961123.77,58268003.76
Long Term Equity Investment,,,,
Investment Properties,,645941.76,12332870.57,
Goodwill And Other Intangible Assets,69813169.51,70339293.8,76843462.73,118665483.08
Other Intangible Assets,69813169.51,70339293.8,76843462.73,118665483.08
Net PPE,338108199.81,364788555.72,385889700.28,433990713.06
Accumulated Depreciation,-359116798.06,-327960960.74,-293217930.69,-258874758.63
Gross PPE,697224997.87,692749516.46,679107630.97,692865471.69
Construction In Progress,29220.0,33628.32,0.0,901217.66
Other Properties,57532074.95,57303590.0,59007039.25,58858001.99
Machinery Furniture Equipment,210276471.07,208089957.87,206181024.96,206310843.99
Buildings And Improvements,,,,
Properties,429387231.85,427322340.27,413919566.76,426795408.05
Current Assets,955160389.32,955179993.71,1004845189.33,995848724.97
Other Current Assets,10261570.55,13665221.37,17666480.14,24221933.94
Prepaid Assets,3099599.07,4244178.55,3564641.3,3190609.17
Inventory,70128529.14,89474526.05,95204848.03,60899112.29
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,7632413.31,11938618.84,8063257.16,9502321.33
Finished Goods,29285129.94,38073165.61,29226111.55,15948537.37
Work In Process,8309521.08,13685020.59,24365486.41,19027853.09
Raw Materials,24901464.81,25777721.01,33549992.91,16420400.5
Other Receivables,32510469.58,47811248.74,41733553.92,16459748.52
Accounts Receivable,95309526.3,79510294.14,89058890.84,69964130.47
Allowance For Doubtful Accounts Receivable,-6435915.76,-5545727.67,-5963361.29,-4962866.47
Gross Accounts Receivable,101745442.06,85056021.81,95022252.13,74926996.94
Cash Cash Equivalents And Short Term Investments,743850694.68,720474524.86,757616775.1,821113190.58
Cash And Cash Equivalents,743850694.68,720474524.86,757616775.1,821113190.58
Cash Equivalents,0.0,232000.0,15185000.0,0.0
Cash Financial,743850694.68,720242524.86,742431775.1,821113190.58
