,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1091107141.0,1094089477.0,1094089477.0,1094089477.0
Share Issued,1091107141.0,1094089477.0,1094089477.0,1094089477.0
Total Debt,768415013.02,954045370.87,862052642.79,889527087.25
Tangible Book Value,4446236941.74,4373430225.91,4267139629.23,4158887333.39
Invested Capital,5406006497.19,5518324146.61,5297137127.74,5297165569.77
Working Capital,951709397.54,1513917312.08,1636903547.42,1655295358.42
Net Tangible Assets,4446236941.74,4373430225.91,4267139629.23,4158887333.39
Capital Lease Obligations,72333551.67,52714182.17,57397283.96,67578588.9
Common Stock Equity,4772154778.11,4729412954.52,4626010642.29,4635468383.56
Total Capitalization,5014832320.89,4964683192.8,4800641822.29,4951849457.65
Total Equity Gross Minority Interest,4713927718.59,4689548747.11,4597675368.56,4621313678.08
Minority Interest,-58227059.52,-39864207.41,-28335273.73,-14154705.48
Stockholders Equity,4772154778.11,4729412954.52,4626010642.29,4635468383.56
Treasury Stock,33633386.07,42276334.47,32275023.25,0.0
Retained Earnings,1881715712.08,1840833666.12,1716819831.74,1682696431.96
Additional Paid In Capital,1627807365.7,1636468984.47,1636306209.41,1636411775.69
Capital Stock,1091107141.0,1094089477.0,1094089477.0,1094089477.0
Common Stock,1091107141.0,1094089477.0,1094089477.0,1094089477.0
Total Liabilities Net Minority Interest,5854619669.75,5619436323.26,5259368199.65,6167417509.17
Total Non Current Liabilities Net Minority Interest,398063783.76,466190678.79,445499483.99,522209723.18
Other Non Current Liabilities,4355856.61,45005474.41,82221934.0,1667447.18
Tradeand Other Payables Non Current,19927457.41,21877782.2,19936822.17,22277556.52
Non Current Deferred Revenue,25282530.23,30513674.42,30951703.74,31137631.46
Non Current Deferred Taxes Liabilities,33486845.06,80809327.31,80360560.12,83167425.03
Long Term Debt And Capital Lease Obligation,315011094.45,287984420.45,232028463.96,383959662.99
Long Term Capital Lease Obligation,72333551.67,52714182.17,57397283.96,67578588.9
Long Term Debt,242677542.78,235270238.28,174631180.0,316381074.09
Current Liabilities,5456555885.99,5153245644.47,4813868715.66,5645207785.99
Other Current Liabilities,72894973.89,73197143.19,102200573.96,94581660.56
Current Debt And Capital Lease Obligation,453403918.57,666060950.42,630024178.83,505567424.26
Current Debt,391174176.3,553640953.81,496495305.45,345316112.12
Payables,4426720206.2,3925069795.22,3568876816.32,4493733131.25
Other Payable,421075729.51,389656966.39,330186403.98,291074902.21
Total Tax Payable,78251217.73,124116089.73,130083552.55,165738034.84
Accounts Payable,3927393258.96,3411296739.1,3108606859.79,4036920194.2
Total Assets,10568547388.34,10308985070.37,9857043568.21,10788731187.25
Total Non Current Assets,4160282104.81,3641822113.82,3406271305.13,3488228042.84
Other Non Current Assets,,,,
Non Current Deferred Assets,39344776.54,42219043.47,17837488.67,21318406.94
Non Current Deferred Taxes Assets,228948079.88,221709732.45,191390922.86,152443949.93
Long Term Equity Investment,403402347.98,451788534.63,400839784.43,424034836.46
Investment Properties,169442129.65,311266428.5,274366201.42,281814466.73
Goodwill And Other Intangible Assets,325917836.37,355982728.61,358871013.06,476581050.17
Other Intangible Assets,213333964.67,221458520.87,221634884.98,225511494.82
Goodwill,112583871.7,134524207.74,137236128.08,251069555.35
Net PPE,2767298414.93,2181756589.44,2074774859.86,2006145285.1
Accumulated Depreciation,-1075783881.0,-887455041.76,-745150987.37,-618294646.8
Gross PPE,3843082295.93,3069211631.2,2819925847.23,2624439931.9
Construction In Progress,408774438.48,276059298.32,474790571.65,864912376.96
Other Properties,777889051.29,706176570.65,681309574.28,663637497.36
Machinery Furniture Equipment,1039333986.81,820441145.6,821140149.15,636877565.34
Buildings And Improvements,,,,
Properties,1617084819.35,1266534616.63,842685552.15,459012492.24
Current Assets,6408265283.53,6667162956.55,6450772263.08,7300503144.41
Other Current Assets,95231077.15,77158039.39,65707486.78,187044701.49
Hedging Assets Current,14561600.0,,,
Prepaid Assets,53638353.56,89933956.67,207464669.08,252034849.89
Inventory,1807807401.62,1574426427.62,1876446082.23,2487795654.74
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Finished Goods,1185744327.19,1132125428.25,1045545076.65,1394633393.29
Work In Process,351346297.4,223406054.04,443665163.51,446290094.39
Raw Materials,270716777.03,218894945.33,387235842.07,646872167.06
Other Receivables,505320442.13,612776198.26,820894861.82,814138542.75
Accounts Receivable,2102638175.16,2066579247.42,1672016045.38,1925345032.01
Allowance For Doubtful Accounts Receivable,-531851071.57,-452170964.26,-342455943.57,-252593332.99
Gross Accounts Receivable,2634489246.73,2518750211.68,2014471988.95,2177938365.0
Cash Cash Equivalents And Short Term Investments,1829068233.91,2246289087.19,1808243117.79,1634144363.53
Other Short Term Investments,80319616.04,56438763.17,80294307.06,42258421.53
Cash And Cash Equivalents,1748748617.87,2189850324.02,1727948810.73,1591885942.0
Cash Equivalents,408555731.44,495400679.53,400813899.4,516162542.89
Cash Financial,1340192886.43,1694449644.49,1327134911.33,1075723399.11
