,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Ordinary Shares Number,795454545.0,795454545.0,795454545.0,795454545.0
Share Issued,795454545.0,795454545.0,795454545.0,795454545.0
Total Debt,1436563491.37,1548189087.91,894128188.11,771121277.4
Tangible Book Value,4482747362.41,4111933978.06,4165665406.0,4281446868.34
Invested Capital,6290523838.39,5959461067.19,4976809542.63,4875391682.41
Working Capital,2724784647.05,2166746228.65,2740623448.21,3278748498.5
Net Tangible Assets,4482747362.41,4111933978.06,4165665406.0,4281446868.34
Capital Lease Obligations,68923030.96,101634632.4,141487003.63,116743099.21
Common Stock Equity,4989246932.85,4574760136.55,4284766487.37,4294898515.75
Total Capitalization,4989246932.85,4574760136.55,4284766487.37,4294898515.75
Total Equity Gross Minority Interest,4989246932.85,4574760136.55,4284766487.37,4294898515.75
Stockholders Equity,4989246932.85,4574760136.55,4284766487.37,4294898515.75
Retained Earnings,1714906845.01,1440473274.74,1218137526.54,1324858196.79
Additional Paid In Capital,1806497659.29,2033770386.29,2033770386.29,2033770386.29
Capital Stock,795454545.0,568181818.0,568181818.0,568181818.0
Common Stock,795454545.0,568181818.0,568181818.0,568181818.0
Total Liabilities Net Minority Interest,5234953074.58,4928689657.59,4079521108.9,3784091018.75
Total Non Current Liabilities Net Minority Interest,73567959.17,111482278.48,187229633.3,178858852.88
Other Non Current Liabilities,798128.21,558646.08,2106393.04,747418.0
Non Current Deferred Revenue,3846800.0,9289000.0,15208700.0,33260000.0
Non Current Deferred Taxes Liabilities,,,28427536.63,28108335.67
Long Term Debt And Capital Lease Obligation,68923030.96,101634632.4,141487003.63,116743099.21
Long Term Capital Lease Obligation,68923030.96,101634632.4,141487003.63,116743099.21
Current Liabilities,5161385115.41,4817207379.11,3892291475.6,3605232165.87
Other Current Liabilities,59261975.33,32967475.75,8623796.57,40358196.98
Current Debt And Capital Lease Obligation,1367640460.41,1446554455.51,752641184.48,654378178.19
Current Debt,1301276905.54,1384700930.64,692043055.26,580493166.66
Payables,3198638929.53,2990662697.07,2777009770.65,2403501909.55
Other Payable,928541964.65,902999357.9,600096261.15,926096377.18
Total Tax Payable,77305226.56,57494586.25,48329408.9,50260949.5
Accounts Payable,2192791738.32,2030168752.92,2128584100.6,1427144582.87
Total Assets,10224200007.43,9503449794.14,8364287596.27,8078989534.5
Total Non Current Assets,2338030244.97,2519496186.38,1731372672.46,1195008870.13
Other Non Current Assets,377275293.72,339922463.26,122895680.8,37598901.79
Non Current Deferred Assets,105823687.43,177545575.55,82005822.57,32859055.38
Non Current Deferred Taxes Assets,716895276.99,831999882.83,684518906.62,436365219.74
Investmentin Financial Assets,8588696.58,6287766.08,6119933.77,6119933.77
Available For Sale Securities,8588696.58,6287766.08,6119933.77,6119933.77
Long Term Equity Investment,15024579.3,15028572.28,15030042.82,
Investment Properties,37209317.35,39491319.79,,
Goodwill And Other Intangible Assets,506499570.44,462826158.49,119101081.37,13451647.41
Other Intangible Assets,506499570.44,462826158.49,119101081.37,13451647.41
Net PPE,570713823.16,646394448.1,701701204.51,668614112.04
Accumulated Depreciation,-536218727.12,-439657439.19,-365082343.43,-278411277.36
Gross PPE,1106932550.28,1086051887.29,1066783547.94,947025389.4
Construction In Progress,,,19579236.72,
Other Properties,230008749.71,263798247.11,292997627.98,296398217.48
Machinery Furniture Equipment,769406481.45,714736321.06,595978199.03,493046519.83
Properties,107517319.12,107517319.12,158228484.21,157580652.09
Current Assets,7886169762.46,6983953607.76,6632914923.81,6883980664.37
Other Current Assets,50663138.7,235214096.01,32220332.01,78845294.36
Prepaid Assets,44439456.03,2371628.7,5894343.82,5990162.92
Inventory,2960039230.73,3367493997.1,2874502193.63,3077230695.33
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,,,
Finished Goods,1302221579.2,1191557731.58,1196046585.67,1726409595.37
Work In Process,223602775.33,188664502.7,238931943.2,160301193.56
Raw Materials,1434214876.2,1987271762.82,1439523664.76,1190519906.4
Other Receivables,448663819.66,143773280.53,119983721.85,120216646.04
Accounts Receivable,1856424818.49,1828354657.73,1302044902.7,660695861.06
Allowance For Doubtful Accounts Receivable,-39662615.67,-40465170.01,-29405069.96,-26100629.72
Gross Accounts Receivable,1896087434.16,1868819827.74,1331449972.66,686796490.78
Cash Cash Equivalents And Short Term Investments,2525939298.85,1406745947.69,2298269429.8,2941002004.66
Cash And Cash Equivalents,2525939298.85,1406745947.69,2298269429.8,2941002004.66
Cash Equivalents,28832412.99,56123473.56,28101182.69,10122382.95
Cash Financial,2497106885.86,1350622474.13,2270168247.11,2930879621.71
