,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,310247.4042,519642.828613,266260.295743,80512.075029
Tax Rate For Calcs,0.365908,0.079948,0.107219,0.1384
Normalized EBITDA,23704086.71,46999275.81,71223543.75,89762103.03
Total Unusual Items,847883.94,6499775.1,2483330.58,581736.32
Total Unusual Items Excluding Goodwill,847883.94,6499775.1,2483330.58,581736.32
Net Income From Continuing Operation Net Minority Interest,8808427.3,41432957.18,55351436.14,67900441.25
Reconciled Depreciation,17871273.78,13255453.89,12837816.32,12619803.46
Reconciled Cost Of Revenue,36494978.41,43511192.24,31644192.52,32251837.71
EBITDA,24551970.65,53499050.91,73706874.33,90343839.35
EBIT,6680696.87,40243597.02,60869058.01,77724035.89
Net Interest Income,1403920.34,4467551.59,1566918.1,79339.64
Interest Expense,95355.79,82817.27,208724.25,313566.48
Interest Income,1652885.59,4643049.27,1868527.04,501489.89
Normalized Income,8270790.7642,35452824.908613,53134365.855743,67399217.005029
Net Income From Continuing And Discontinued Operation,8808427.3,41432957.18,55351436.14,67900441.25
Total Expenses,187620040.91,194995408.91,159166664.17,148760619.92
Rent Expense Supplemental,1551632.66,942938.99,587727.07,1841255.96
Total Operating Income As Reported,7409691.47,36346946.06,61167255.13,73670489.19
Diluted Average Shares,98418182.0,100007138.0,83335496.0,75003249.0
Basic Average Shares,98418182.0,100007138.0,83335496.0,75003249.0
Diluted EPS,0.0895,0.4143,0.6642,0.9053
Basic EPS,0.0895,0.4143,0.6642,0.9053
Net Income Common Stockholders,8808427.3,41432957.18,55351436.14,67900441.25
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,8808427.3,41432957.18,55351436.14,67900441.25
Minority Interests,4632714.33,4482944.09,1195044.52,1203549.98
Net Income Including Noncontrolling Interests,4175712.97,36950013.09,54156391.62,66696891.27
Net Income Continuous Operations,4175712.97,36950013.09,54156391.62,66696891.27
Tax Provision,2409628.11,3210766.66,6503942.14,10713578.14
Pretax Income,6585341.08,40160779.75,60660333.76,77410469.41
Other Non Operating Income Expenses,-824350.39,3813833.69,-506921.37,3739980.22
Special Income Charges,-5289371.32,-226654.1,-165261.55,-803480.8
Other Special Charges,34132.09,12876.55,7055.52,11459.86
Write Off,392766.59,125684.29,95168.54,244545.2
Impairment Of Capital Assets,4862472.64,88093.26,63037.49,547475.74
Net Non Operating Interest Income Expense,1403920.34,4467551.59,1566918.1,79339.64
Total Other Finance Cost,153609.46,92680.41,92884.69,422150.25
Interest Expense Non Operating,95355.79,82817.27,208724.25,313566.48
Interest Income Non Operating,1652885.59,4643049.27,1868527.04,501489.89
Operating Income,3097332.35,22150894.45,53762623.48,70992546.89
Operating Expense,151125062.5,151484216.67,127522471.65,116508782.21
Other Operating Expenses,3061989.16,2263414.14,1952568.52,2613434.86
Depreciation And Amortization In Income Statement,5912065.91,1113414.66,1290393.41,1502142.93
Depreciation Income Statement,5912065.91,1113414.66,1290393.41,1502142.93
Research And Development,42450038.63,40628924.21,36247737.42,31352643.02
Selling General And Administration,59474826.47,73094551.93,60477049.42,57092530.41
Selling And Marketing Expense,49362292.12,63334218.58,51766706.3,49918353.42
General And Administrative Expense,10112534.35,9760333.35,8710343.12,7174176.99
Rent And Landing Fees,1551632.66,942938.99,587727.07,1841255.96
Gross Profit,154222394.85,173635111.12,181285095.13,187501329.1
Cost Of Revenue,36494978.41,43511192.24,31644192.52,32251837.71
Total Revenue,190717373.26,217146303.36,212929287.65,219753166.81
Operating Revenue,190717373.26,217146303.36,212929287.65,219753166.81
