,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-717684.212733,399440.88,-486216.44647,2009776.251133
Tax Rate For Calcs,0.101216,0.25,0.071722,0.094485
Normalized EBITDA,369347962.25,161756416.27,60765345.78,138358817.17
Total Unusual Items,-7090654.62,1597763.52,-6779224.45,21270875.54
Total Unusual Items Excluding Goodwill,-7090654.62,1597763.52,-6779224.45,21270875.54
Net Income From Continuing Operation Net Minority Interest,201913337.03,22800933.92,-63094466.24,52371810.41
Reconciled Depreciation,106878876.61,108692004.46,90117502.6,67351947.74
Reconciled Cost Of Revenue,754468721.17,689667880.19,602753316.46,435677980.35
EBITDA,362257307.63,163354179.79,53986121.33,159629692.71
EBIT,255378431.02,54662175.33,-36131381.27,92277744.97
Net Interest Income,-29133281.17,-31258850.96,-27494099.0,-27577528.91
Interest Expense,30726872.24,34849728.48,31837950.4,34441260.96
Interest Income,2537646.96,3677496.37,4452484.69,6958893.88
Normalized Income,208286307.437267,21602611.28,-56801458.23647,33110711.121133
Net Income From Continuing And Discontinued Operation,201913337.03,22800933.92,-63094466.24,52371810.41
Total Expenses,908811671.79,805183077.61,710400417.67,573765957.66
Rent Expense Supplemental,783494.04,2316778.58,1646375.61,1248545.62
Total Operating Income As Reported,223439024.96,3561812.76,-86767209.62,43901847.16
Diluted Average Shares,,760031131.0,901349518.0,872863507.0
Basic Average Shares,,760031131.0,901349518.0,872863507.0
Diluted EPS,,0.03,-0.07,0.06
Basic EPS,,0.03,-0.07,0.06
Net Income Common Stockholders,201913337.03,22800933.92,-63094466.24,52371810.41
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,201913337.03,22800933.92,-63094466.24,52371810.41
Net Income Including Noncontrolling Interests,201913337.03,22800933.92,-63094466.24,52371810.41
Net Income Continuous Operations,201913337.03,22800933.92,-63094466.24,52371810.41
Tax Provision,22738221.75,-2988487.07,-4874865.43,5464673.6
Pretax Income,224651558.78,19812446.85,-67969331.67,57836484.01
Other Non Operating Income Expenses,1212533.82,16250634.09,18797877.95,13934636.85
Special Income Charges,-7090654.62,1597763.52,-6779224.45,20899259.1
Other Special Charges,71015.8,-186156.95,-3559932.81,-34544649.23
Write Off,1411688.58,712465.63,221275.88,-381603.89
Impairment Of Capital Assets,5607950.24,-2124072.2,10117881.38,14026994.02
Net Non Operating Interest Income Expense,-29133281.17,-31258850.96,-27494099.0,-27577528.91
Total Other Finance Cost,944055.89,86618.85,108633.29,95161.83
Interest Expense Non Operating,30726872.24,34849728.48,31837950.4,34441260.96
Interest Income Non Operating,2537646.96,3677496.37,4452484.69,6958893.88
Operating Income,262222106.26,29449797.59,-49245599.74,38330889.53
Operating Expense,154342950.62,115515197.42,107647101.21,138087977.31
Other Operating Expenses,14041652.02,9376745.86,9549832.39,10223316.83
Depreciation And Amortization In Income Statement,8492119.31,9221794.44,9505065.36,7276345.81
Depreciation Income Statement,8492119.31,9221794.44,9505065.36,7276345.81
Research And Development,62916157.57,43560770.62,34022131.13,36120057.95
Selling General And Administration,19716090.62,17780227.42,16265329.2,21778152.01
Selling And Marketing Expense,4262210.11,3448605.71,2588202.4,2645159.14
General And Administrative Expense,15453880.51,14331621.71,13677126.8,19132992.87
Rent And Landing Fees,783494.04,2316778.58,1646375.61,1248545.62
Gross Profit,416565056.88,144964995.01,58401501.47,176418866.84
Cost Of Revenue,754468721.17,689667880.19,602753316.46,435677980.35
Total Revenue,1171033778.05,834632875.2,661154817.93,612096847.19
Operating Revenue,1171033778.05,834632875.2,661154817.93,612096847.19
