,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,296643841.0,254108844.0,253764000.0,252288000.0
Share Issued,296643841.0,254108844.0,253764000.0,252288000.0
Net Debt,1518685691.96,1296487379.99,580571511.73,79903016.24
Total Debt,2481601119.9,2006455905.0,873115181.06,490344915.94
Tangible Book Value,1050962238.07,1134856541.42,1284894735.89,1228053872.84
Invested Capital,3368968501.24,3193331833.79,2331895687.43,1977870184.77
Working Capital,601332823.92,722899177.48,667742372.01,803156620.06
Net Tangible Assets,1050962238.07,1134856541.42,1284894735.89,1228053872.84
Capital Lease Obligations,56988223.55,34345710.79,35337788.95,29090993.26
Common Stock Equity,1431266861.6,1515440007.74,1593760106.68,1534580066.02
Total Capitalization,3140431104.58,3108145761.07,2191772914.74,1908014589.63
Total Equity Gross Minority Interest,1622717420.53,1706768176.7,1845878676.67,1672530950.7
Minority Interest,191450558.93,191328168.96,252118569.99,137950884.68
Stockholders Equity,1431266861.6,1515440007.74,1593760106.68,1534580066.02
Other Equity Interest,81654877.78,81709914.72,,
Treasury Stock,43271489.41,14843640.0,21205200.0,
Retained Earnings,310571637.83,434574468.62,386662428.05,243389622.35
Additional Paid In Capital,689500785.68,718209677.06,948044765.68,1032871260.01
Capital Stock,296643841.0,211757370.0,211470000.0,210240000.0
Common Stock,296643841.0,211757370.0,211470000.0,210240000.0
Total Liabilities Net Minority Interest,3358266991.39,2650237467.04,1280446392.01,656824774.5
Total Non Current Liabilities Net Minority Interest,1904201464.48,1718372421.78,728820637.71,441555884.36
Other Non Current Liabilities,,,,1009937.58
Tradeand Other Payables Non Current,51934256.89,17730676.62,51918713.38,1009937.58
Non Current Deferred Revenue,75513028.13,28994245.15,15466701.45,13432574.88
Non Current Deferred Taxes Liabilities,10601712.93,44596035.89,28084625.87,24587855.03
Long Term Debt And Capital Lease Obligation,1766152466.53,1627051464.12,633350597.01,402525516.87
Long Term Capital Lease Obligation,56988223.55,34345710.79,35337788.95,29090993.26
Long Term Debt,1709164242.98,1592705753.33,598012808.06,373434523.61
Current Liabilities,1454065526.91,931865045.26,551625754.3,215268890.14
Other Current Liabilities,25728371.26,14454674.18,16320550.27,2211962.3
Current Debt And Capital Lease Obligation,715448653.37,379404440.88,239764584.05,87819399.07
Current Debt,228537396.66,85186072.72,140122772.69,69855595.14
Payables,705152827.89,529074171.22,279891354.93,113014574.95
Other Payable,191251755.47,196106695.06,43370663.63,31409583.53
Dividends Payable,,,,0.0
Total Tax Payable,27081314.58,13220786.18,18275140.09,4978724.53
Accounts Payable,486819757.84,319746689.98,218245551.21,76626266.89
Total Assets,4980984411.92,4357005643.74,3126325068.68,2329355725.2
Total Non Current Assets,2925586061.09,2702241421.0,1906956942.37,1310930215.0
Other Non Current Assets,76898225.87,135980998.57,215006765.28,105484884.34
Non Current Deferred Assets,28460119.81,24709627.77,25978895.49,11110954.97
Non Current Deferred Taxes Assets,34479234.19,33433962.2,20250194.05,7964171.24
Investmentin Financial Assets,59017.59,59017.59,59017.59,59017.59
Available For Sale Securities,59017.59,59017.59,59017.59,59017.59
Long Term Equity Investment,16116111.37,19155208.75,9277014.86,10000000.0
Goodwill And Other Intangible Assets,380304623.53,380583466.32,308865370.79,306526193.18
Other Intangible Assets,84780659.79,85059502.58,42894296.06,40555118.45
Goodwill,295523963.74,295523963.74,265971074.73,265971074.73
Net PPE,2389268728.73,2108319139.8,1327519684.31,869784993.68
Accumulated Depreciation,-482583525.97,-317946342.72,-206654045.88,-149500435.62
Gross PPE,2871852254.7,2426265482.52,1534173730.19,1019285429.3
Construction In Progress,139238555.12,424439929.82,181144572.5,326766412.31
Other Properties,108074524.68,74058514.9,79730354.31,54761681.08
Machinery Furniture Equipment,1734550666.79,1354270019.95,857063741.33,411581284.65
Buildings And Improvements,,,,
Properties,889988508.11,573497017.85,416235062.05,226176051.26
Current Assets,2055398350.83,1654764222.74,1219368126.31,1018425510.2
Other Current Assets,102163830.32,62944359.65,42379037.83,40565709.1
Prepaid Assets,6124367.86,12047457.44,19435270.3,3423330.86
Inventory,697767720.44,452582706.54,316038033.86,168978523.79
Inventories Adjustments Allowances,0.0,0.0,,
Other Inventories,,2350716.29,,
Finished Goods,319972724.69,150286998.87,41291598.25,41778705.39
Work In Process,226154721.88,172965312.4,159480254.48,80540283.28
Raw Materials,151640273.87,126979678.98,115266181.13,46659535.12
Other Receivables,68614273.58,79654166.25,47538295.46,27004145.87
Accounts Receivable,761712210.95,666131086.8,636413419.84,415066698.07
Allowance For Doubtful Accounts Receivable,-85868766.52,-67125870.33,-67301380.92,-49870067.43
Gross Accounts Receivable,847580977.47,733256957.13,703714800.76,464936765.5
Cash Cash Equivalents And Short Term Investments,419015947.68,381404446.06,157564069.02,363387102.51
Other Short Term Investments,,,,
Cash And Cash Equivalents,419015947.68,381404446.06,157564069.02,363387102.51
Cash Equivalents,2112639.21,199966.93,,0.0
Cash Financial,416903308.47,381204479.13,157564069.02,363387102.51
