,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-2256487.708536,-1986959.649519,-1178546.107375,-1396253.207376
Tax Rate For Calcs,0.107329,0.079758,0.069423,0.060561
Normalized EBITDA,2070306458.99,3049990747.25,2062594840.48,1371831849.81
Total Unusual Items,-21023984.36,-24912261.39,-16976208.04,-23055282.4
Total Unusual Items Excluding Goodwill,-21023984.36,-24912261.39,-16976208.04,-23055282.4
Net Income From Continuing Operation Net Minority Interest,1124818560.83,2186020148.42,1368509094.38,800855736.92
Reconciled Depreciation,679547528.39,558027356.41,486592588.94,410929222.24
Reconciled Cost Of Revenue,6779092546.34,5716048305.69,5890430089.82,5002144743.69
EBITDA,2049282474.63,3025078485.86,2045618632.44,1348776567.41
EBIT,1369734946.24,2467051129.45,1559026043.5,937847345.17
Net Interest Income,4539637.78,89550905.73,-19625691.91,-57955969.32
Interest Expense,109675159.37,91566350.33,88422636.2,85364280.38
Interest Income,122493155.45,189217814.98,76298786.17,32833058.28
Normalized Income,1143586057.481464,2208945450.160481,1384306756.312625,822514766.112624
Net Income From Continuing And Discontinued Operation,1124818560.83,2186020148.42,1368509094.38,800855736.92
Total Expenses,7406912930.14,6307685700.28,6401382259.45,5440223629.62
Total Operating Income As Reported,1260316590.41,2377092340.38,1470966531.44,864765639.21
Diluted Average Shares,1071255772.0,1071578504.0,1006256687.0,934331693.0
Basic Average Shares,1031943634.0,1036028506.0,950353538.0,911543115.0
Diluted EPS,1.05,2.04,1.36,0.857143
Basic EPS,1.09,2.11,1.44,0.878571
Net Income Common Stockholders,1124818560.83,2186020148.42,1368509094.38,800855736.92
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,1124818560.83,2186020148.42,1368509094.38,800855736.92
Minority Interests,,,-22.07,-17.79
Net Income Including Noncontrolling Interests,1124818560.83,2186020148.42,1368509116.45,800855754.71
Net Income Extraordinary,,,,
Net Income Continuous Operations,1124818560.83,2186020148.42,1368509116.45,800855754.71
Tax Provision,135241226.04,189464630.7,102094290.85,51627310.08
Pretax Income,1260059786.87,2375484779.12,1470603407.3,852483064.79
Other Non Operating Income Expenses,-256803.54,-1607561.26,-50624076.8,51759047.15
Special Income Charges,-33324470.8,-23218303.1,-12937648.92,-16176094.2
Other Special Charges,-454860.56,4562467.97,-653408.48,-748213.36
Write Off,8185068.43,2040935.44,-3890058.02,-11706528.68
Impairment Of Capital Assets,25594262.93,16614899.69,17481115.42,28630836.24
Net Non Operating Interest Income Expense,4539637.78,89550905.73,-19625691.91,-57955969.32
Total Other Finance Cost,8278358.3,8100558.92,7501841.88,5424747.22
Interest Expense Non Operating,109675159.37,91566350.33,88422636.2,85364280.38
Interest Income Non Operating,122493155.45,189217814.98,76298786.17,32833058.28
Operating Income,1205028336.37,2203032771.03,1440409639.58,851961603.36
Operating Expense,627820383.8,591637394.59,510952169.63,438078885.93
Other Operating Expenses,18735379.36,33440721.44,3378129.75,20166578.22
Depreciation And Amortization In Income Statement,44897217.52,29971827.1,32121473.29,30558591.6
Depreciation Income Statement,44897217.52,29971827.1,32121473.29,30558591.6
Research And Development,209594581.27,197368464.35,165377361.76,112869710.83
Selling General And Administration,220140004.3,188749265.21,203890479.58,167156561.06
Selling And Marketing Expense,84182112.02,70452870.32,111152072.55,79945172.67
General And Administrative Expense,135957892.28,118296394.89,92738407.03,87211388.39
Gross Profit,1832848720.17,2794670165.62,1951361809.21,1290040489.29
Cost Of Revenue,6779092546.34,5716048305.69,5890430089.82,5002144743.69
Total Revenue,8611941266.51,8510718471.31,7841791899.03,6292185232.98
Operating Revenue,8611941266.51,8510718471.31,7841791899.03,6292185232.98
