,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-1889949.445597,-2492036.231826,-34658.709702,-958343.180448
Tax Rate For Calcs,0.11343,0.146789,0.209233,0.203568
Normalized EBITDA,315074019.17,291369069.95,208960703.73,227896157.1
Total Unusual Items,-16661753.93,-16977048.93,-165646.44,-4707727.09
Total Unusual Items Excluding Goodwill,-16661753.93,-16977048.93,-165646.44,-4707727.09
Net Income From Continuing Operation Net Minority Interest,153068904.1,144405137.06,143035766.62,168490683.99
Reconciled Depreciation,101839217.42,80441248.89,20931675.7,11520718.68
Reconciled Cost Of Revenue,3002750613.97,2668882747.51,1350660867.25,1158187997.25
EBITDA,298412265.24,274392021.02,208795057.29,223188430.01
EBIT,196573047.82,193950772.13,187863381.59,211667711.33
Net Interest Income,-30208830.59,-32225623.91,-5520472.53,1433031.26
Interest Expense,23920044.11,24701849.01,6985188.61,110779.16
Interest Income,3647821.55,2355647.83,3313712.09,1717917.74
Normalized Income,167840708.584403,158890149.758174,143166754.350298,172240067.899552
Net Income From Continuing And Discontinued Operation,153068904.1,144405137.06,143035766.62,168490683.99
Total Expenses,3313685120.48,2975420236.57,1511515715.89,1262369374.3
Total Operating Income As Reported,173261869.3,171629922.02,181554567.1,213485276.9
Diluted Average Shares,318893550.0,320900305.0,312078036.0,307776316.0
Basic Average Shares,318893550.0,313924211.0,312078036.0,307776316.0
Diluted EPS,0.48,0.45,0.458333,0.547445
Basic EPS,0.48,0.46,0.458333,0.547445
Net Income Common Stockholders,153068904.1,144405137.06,143035766.62,168490683.99
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,153068904.1,144405137.06,143035766.62,168490683.99
Minority Interests,,16.32,3269.46,
Net Income Including Noncontrolling Interests,153068904.1,144405120.74,143032497.16,168490683.99
Net Income Continuous Operations,153068904.1,144405120.74,143032497.16,168490683.99
Tax Provision,19584099.61,24843802.38,37845695.82,43066248.18
Pretax Income,172653003.71,169248923.12,180878192.98,211556932.17
Other Non Operating Income Expenses,-608865.59,-2380998.9,-676374.12,-1928344.73
Special Income Charges,-17261753.93,-16977048.93,-165646.44,-4707727.09
Other Special Charges,168402.97,-393290.99,-17037.84,-3428024.78
Write Off,8904115.46,6593804.73,-9015992.34,6525597.54
Impairment Of Capital Assets,8189235.5,10776535.19,9198676.62,1610154.33
Net Non Operating Interest Income Expense,-30208830.59,-32225623.91,-5520472.53,1433031.26
Total Other Finance Cost,9936608.03,9879422.73,1848996.01,174107.32
Interest Expense Non Operating,23920044.11,24701849.01,6985188.61,110779.16
Interest Income Non Operating,3647821.55,2355647.83,3313712.09,1717917.74
Operating Income,217236509.29,210114057.91,174483604.88,211556361.05
Operating Expense,310934506.51,306537489.06,160854848.64,104181377.05
Other Operating Expenses,15601338.44,15062548.95,7408913.12,4200776.26
Depreciation And Amortization In Income Statement,32285438.76,23493403.96,5126933.76,2457890.97
Depreciation Income Statement,32285438.76,23493403.96,5126933.76,2457890.97
Research And Development,124691190.41,124431738.55,49828034.66,41261217.98
Selling General And Administration,94680322.45,92482117.28,70705924.92,44227777.46
Selling And Marketing Expense,49802730.19,42719804.25,34790694.63,29566758.75
General And Administrative Expense,44877592.26,49762313.03,35915230.29,14661018.71
Gross Profit,528171015.8,516651546.97,335338453.52,315737738.1
Cost Of Revenue,3002750613.97,2668882747.51,1350660867.25,1158187997.25
Total Revenue,3530921629.77,3185534294.48,1685999320.77,1473925735.35
Operating Revenue,3530921629.77,3185534294.48,1685999320.77,1473925735.35
