,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-332892.972486,-16374279.34,-1911815.027141,-78368.178939
Tax Rate For Calcs,0.053233,0.25,0.130519,0.060247
Normalized EBITDA,286572398.71,85529608.76,213611774.47,263658788.88
Total Unusual Items,-6253508.09,-65497117.36,-14647766.13,-1300772.68
Total Unusual Items Excluding Goodwill,-6253508.09,-65497117.36,-14647766.13,-1300772.68
Net Income From Continuing Operation Net Minority Interest,176856779.43,-77633193.79,99059414.75,150510831.72
Reconciled Depreciation,96135077.93,82026641.27,74107386.65,78897030.85
Reconciled Cost Of Revenue,1382610213.31,1244284494.1,1058153836.78,974414831.92
EBITDA,280318890.62,20032491.4,198964008.34,262358016.2
EBIT,184183812.69,-61994149.87,124856621.69,183460985.35
Net Interest Income,-21089583.37,-22225688.84,-16029703.07,-23802802.6
Interest Expense,28806252.19,31617097.59,17747684.67,23403536.54
Interest Income,9964264.08,13324896.29,3038106.69,1605202.76
Normalized Income,182777394.547514,-28510355.77,111795365.852859,151733236.221061
Net Income From Continuing And Discontinued Operation,176856779.43,-77633193.79,99059414.75,150510831.72
Total Expenses,1583830236.43,1470955175.94,1258826338.2,1152626154.5
Rent Expense Supplemental,3882705.98,5352562.42,658914.96,1128683.35
Total Operating Income As Reported,156056194.54,-93346281.1,107194267.54,161273378.45
Diluted Average Shares,768942519.0,776331938.0,707567248.0,716718246.0
Basic Average Shares,768942519.0,776331938.0,707567248.0,716718246.0
Diluted EPS,0.23,-0.1,0.14,0.21
Basic EPS,0.23,-0.1,0.14,0.21
Net Income Common Stockholders,176856779.43,-77633193.79,99059414.75,150510831.72
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,176856779.43,-77633193.79,99059414.75,150510831.72
Minority Interests,29750432.02,22338852.17,5930252.77,96428.91
Net Income Including Noncontrolling Interests,147106347.41,-99972045.96,93129161.98,150414402.81
Net Income Extraordinary,,,,0.0
Net Income Continuous Operations,147106347.41,-99972045.96,93129161.98,150414402.81
Tax Provision,8271213.09,6360798.5,13979775.04,9643046.0
Pretax Income,155377560.5,-93611247.46,107108937.02,160057448.81
Other Non Operating Income Expenses,-678634.04,-264966.36,-85330.52,-1215929.64
Special Income Charges,-4886507.9,-58294917.91,-7416945.77,-1300772.68
Other Special Charges,194095.95,-300138.84,6896.86,-345938.71
Write Off,4692411.95,1814817.41,1933937.48,1646711.39
Impairment Of Capital Assets,,56780239.34,5476111.43,
Net Non Operating Interest Income Expense,-21089583.37,-22225688.84,-16029703.07,-23802802.6
Total Other Finance Cost,2247595.26,3933487.54,1320125.09,2004468.82
Interest Expense Non Operating,28806252.19,31617097.59,17747684.67,23403536.54
Interest Income Non Operating,9964264.08,13324896.29,3038106.69,1605202.76
Operating Income,-40887915.63,-25150678.83,110810398.25,133677194.75
Operating Expense,201220023.12,226670681.84,200672501.42,178211322.58
Other Operating Expenses,18973663.11,12462474.12,10294204.82,12245478.24
Depreciation And Amortization In Income Statement,32619768.19,41345617.28,28350143.36,23870563.98
Depreciation Income Statement,32619768.19,41345617.28,28350143.36,23870563.98
Research And Development,49987854.42,74275863.03,63235639.4,56525741.04
Selling General And Administration,51937634.68,53683836.08,54702458.65,50022770.53
Selling And Marketing Expense,4156103.19,3553568.16,2064533.08,3119423.62
General And Administrative Expense,47781531.49,50130267.92,52637925.57,46903346.91
Rent And Landing Fees,3882705.98,5352562.42,658914.96,1128683.35
Gross Profit,160332107.49,201520003.01,311482899.67,311888517.33
Cost Of Revenue,1382610213.31,1244284494.1,1058153836.78,974414831.92
Total Revenue,1542942320.8,1445804497.11,1369636736.45,1286303349.25
Operating Revenue,1542942320.8,1445804497.11,1369636736.45,1286303349.25
