,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,812367126.0,812367126.0,883238589.0,944217225.0
Share Issued,812367126.0,812367126.0,883238589.0,944217225.0
Net Debt,,37101308.56,436659339.2,102353875.83
Total Debt,277552036.48,251404225.36,886911222.63,566828178.25
Tangible Book Value,930463034.56,1077991638.86,1222796865.61,1101371358.85
Invested Capital,1314098761.14,1505102912.98,2482413485.57,2512091827.88
Working Capital,345260062.78,443332636.47,419915682.43,644760700.87
Net Tangible Assets,930463034.56,1077991638.86,1222796865.61,1101371358.85
Capital Lease Obligations,928274.35,5116841.99,2145134.07,11772645.98
Common Stock Equity,1042147302.24,1262249175.71,1600625401.44,1992528636.72
Total Capitalization,1042147302.24,1262249175.71,1600625401.44,2022528636.72
Total Equity Gross Minority Interest,1064506773.01,1319554161.04,1667118853.28,2115258340.09
Minority Interest,22359470.77,57304985.33,66493451.84,122729703.37
Stockholders Equity,1042147302.24,1262249175.71,1600625401.44,1992528636.72
Retained Earnings,-1201732369.83,-914943239.98,-738773422.6,-552431453.13
Additional Paid In Capital,1302137807.39,1302137807.39,1395858038.94,1545370366.63
Capital Stock,812367126.0,812367126.0,883238589.0,944217225.0
Common Stock,812367126.0,812367126.0,883238589.0,944217225.0
Total Liabilities Net Minority Interest,633698136.3,729003081.7,1437729965.29,1311068974.01
Total Non Current Liabilities Net Minority Interest,18965110.45,28533250.17,18636114.19,70035683.94
Other Non Current Liabilities,4610888.88,8953930.0,546680.0,603000.0
Tradeand Other Payables Non Current,,,,5494161.68
Non Current Deferred Revenue,1795928.38,3699744.24,2352597.31,2715224.19
Non Current Deferred Taxes Liabilities,11630018.84,10762733.94,13591702.81,19450652.09
Long Term Debt And Capital Lease Obligation,928274.35,5116841.99,2145134.07,41772645.98
Long Term Capital Lease Obligation,928274.35,5116841.99,2145134.07,11772645.98
Long Term Debt,,,,30000000.0
Current Liabilities,614733025.85,700469831.53,1419093851.1,1241033290.07
Other Current Liabilities,50896028.8,100668451.36,149503193.73,118392059.85
Current Debt And Capital Lease Obligation,276623762.13,246287383.37,884766088.56,525055532.27
Current Debt,271951458.9,242853737.27,881788084.13,489563191.16
Payables,223870504.78,286814105.83,311937896.19,518739590.42
Other Payable,29864734.23,61379433.02,65109019.0,67922818.52
Dividends Payable,,,0.0,2388202.82
Total Tax Payable,3446140.95,2794183.89,30666211.31,54540768.54
Accounts Payable,190559629.6,222640488.92,216162665.88,393887800.54
Total Assets,1698204909.31,2048557242.74,3104848818.57,3426327314.1
Total Non Current Assets,738211820.68,904754774.74,1265839285.04,1540533323.16
Other Non Current Assets,102914889.73,103893018.97,272074626.97,16843962.35
Non Current Deferred Assets,8090478.98,17356167.47,33688681.48,32124988.24
Non Current Deferred Taxes Assets,63934747.22,71414196.79,63400255.2,58363918.63
Investmentin Financial Assets,3605088.41,4470171.64,4470171.64,4470171.64
Available For Sale Securities,3605088.41,4470171.64,4470171.64,4470171.64
Long Term Equity Investment,2290591.0,2342981.11,1342981.11,842981.11
Investment Properties,14686180.92,18970490.97,24914368.48,10311657.31
Goodwill And Other Intangible Assets,111684267.68,184257536.85,377828535.83,891157277.87
Other Intangible Assets,111684267.68,137395890.66,145446015.12,160745551.66
Goodwill,,46861646.19,232382520.71,730411726.21
Net PPE,431005576.74,502050210.94,488119664.33,522886070.85
Accumulated Depreciation,-531043955.27,-658274610.01,-618719063.68,-608093907.96
Gross PPE,962049532.01,1160324820.95,1106838728.01,1130979978.81
Construction In Progress,183470582.2,161633897.7,126672676.05,99503469.53
Other Properties,48816441.4,62410594.78,56722923.35,109587831.97
Machinery Furniture Equipment,408889618.49,530314672.75,533720535.02,537349968.57
Buildings And Improvements,,,,
Properties,320872889.92,405965655.72,389722593.59,384538708.74
Current Assets,959993088.63,1143802468.0,1839009533.53,1885793990.94
Other Current Assets,33691009.26,105642899.13,226453768.38,95432173.31
Assets Held For Sale Current,,,,
Prepaid Assets,13994693.22,47064137.06,50931907.94,63227165.58
Inventory,250990855.31,274049493.87,291024120.94,393367452.03
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,,,,
Finished Goods,159131758.21,158051577.82,157578253.9,311054211.41
Work In Process,39742512.67,48999413.96,42785700.82,34484079.52
Raw Materials,52116584.43,66998502.09,90660166.22,47829161.1
Other Receivables,99633617.95,237168782.08,382894652.45,270805964.39
Accounts Receivable,113932795.48,182752667.15,294681917.75,520194711.92
Allowance For Doubtful Accounts Receivable,-53133438.08,-113281937.81,-69965171.19,-40715421.25
Gross Accounts Receivable,167066233.56,296034604.96,364647088.94,560910133.17
Cash Cash Equivalents And Short Term Investments,447750117.41,297124488.71,593023166.07,542766523.71
Other Short Term Investments,155024860.29,91372060.0,147894421.14,125557208.38
Cash And Cash Equivalents,292725257.12,205752428.71,445128744.93,417209315.33
Cash Equivalents,112163179.86,45985563.26,142024285.63,111745546.32
Cash Financial,180562077.26,159766865.45,303104459.3,305463769.01
