,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,160000000.0,160000000.0,160000000.0,160000000.0
Share Issued,160000000.0,160000000.0,160000000.0,160000000.0
Tangible Book Value,822655681.96,835953997.39,849611524.7,835803278.62
Invested Capital,830531829.6,844120768.19,858894551.23,846217071.35
Working Capital,704107880.5,708088102.83,723895298.67,710693327.18
Net Tangible Assets,822655681.96,835953997.39,849611524.7,835803278.62
Common Stock Equity,830531829.6,844120768.19,858894551.23,846217071.35
Total Capitalization,830531829.6,844120768.19,858894551.23,846217071.35
Total Equity Gross Minority Interest,830531829.6,844120768.19,858894551.23,846217071.35
Stockholders Equity,830531829.6,844120768.19,858894551.23,846217071.35
Retained Earnings,389012024.36,407623419.8,429691724.13,427512737.94
Additional Paid In Capital,161289034.52,161289034.52,161289034.52,161289034.52
Capital Stock,160000000.0,160000000.0,160000000.0,160000000.0
Common Stock,160000000.0,160000000.0,160000000.0,160000000.0
Total Liabilities Net Minority Interest,79249505.77,86285022.17,98864640.43,86186733.69
Total Non Current Liabilities Net Minority Interest,8644131.82,9204825.0,10496988.57,10964806.87
Tradeand Other Payables Non Current,2362386.46,2362386.46,2362386.46,2362386.46
Non Current Deferred Revenue,6281745.36,6842438.54,7708375.31,8150864.75
Non Current Deferred Taxes Liabilities,,,426226.8,451555.66
Current Liabilities,70605373.95,77080197.17,88367651.86,75221926.82
Other Current Liabilities,9118.35,20434.94,18791.31,11432.18
Payables,70526114.48,76902570.36,88204312.05,75122554.64
Other Payable,7339429.55,8261201.1,8427543.05,7702749.79
Total Tax Payable,7178146.72,4765567.07,23030080.65,11304809.66
Accounts Payable,56008538.21,63875802.19,56746688.35,56114995.19
Total Assets,909781335.37,930405790.36,957759191.66,932403805.04
Total Non Current Assets,135068080.92,145237490.36,145496241.13,146488551.04
Non Current Deferred Taxes Assets,249657.39,203282.15,932512.12,821594.25
Investmentin Financial Assets,21420408.13,21395621.76,20372402.55,20541261.59
Available For Sale Securities,21420408.13,21395621.76,20372402.55,20541261.59
Investment Properties,,,25878.68,36701.72
Goodwill And Other Intangible Assets,7876147.64,8166770.8,9283026.53,10413792.73
Other Intangible Assets,7876147.64,8166770.8,9283026.53,10413792.73
Net PPE,105521867.76,115471815.65,114882421.25,114675200.75
Accumulated Depreciation,-145447609.63,-132896005.55,-124505472.23,-112116730.18
Gross PPE,250969477.39,248367821.2,239387893.48,226791930.93
Construction In Progress,0.0,10999084.05,1945034.39,11351406.82
Other Properties,130475717.72,117281821.18,120958428.87,117799435.32
Machinery Furniture Equipment,3499407.9,3617040.3,4008392.52,2406507.0
Buildings And Improvements,,,,
Properties,116994351.77,116469875.67,112476037.7,95234581.79
Current Assets,774713254.45,785168300.0,812262950.53,785915254.0
Other Current Assets,922091.11,1459871.55,1014062.08,419743.12
Prepaid Assets,3420912.39,2426448.68,2551892.22,2397787.4
Inventory,69337496.63,71418704.23,46146719.95,46761586.25
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,3319172.67,3564232.27,4076500.56,3774553.42
Finished Goods,45873120.91,42448140.91,20737516.71,22293384.09
Work In Process,12118100.74,16239260.67,10925245.4,11396625.21
Raw Materials,8027102.31,9167070.38,10407457.28,9297023.53
Other Receivables,815705.98,928544.73,1715139.0,1745485.64
Accounts Receivable,11800922.88,9988937.91,23805357.02,15922855.68
Allowance For Doubtful Accounts Receivable,-2058180.98,-1944167.93,-2686088.36,-2249461.19
Gross Accounts Receivable,13859103.86,11933105.84,26491445.38,18172316.87
Cash Cash Equivalents And Short Term Investments,688416125.46,698945792.9,737029780.26,718667795.91
Other Short Term Investments,185000000.0,155000000.0,115000000.0,125000000.0
Cash And Cash Equivalents,503416125.46,543945792.9,622029780.26,593667795.91
Cash Equivalents,1382164.77,1235393.14,1089029.25,948105.6
Cash Financial,502033960.69,542710399.76,620940751.01,592719690.31
