,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-1683388.152237,332329.527853,-942762.737732,-3240363.856948
Tax Rate For Calcs,0.26977,0.244974,0.246024,0.246883
Normalized EBITDA,224472558.48,197930391.41,185565159.33,186829976.85
Total Unusual Items,-6240079.54,1356588.66,-3831998.27,-13125099.1
Total Unusual Items Excluding Goodwill,-6240079.54,1356588.66,-3831998.27,-13125099.1
Net Income From Continuing Operation Net Minority Interest,121638011.0,120148853.08,114096318.94,112350582.5
Reconciled Depreciation,35125475.06,26277956.2,19153580.68,16820375.99
Reconciled Cost Of Revenue,2526293700.36,2149253817.62,1731088283.7,1407856187.45
EBITDA,218232478.94,199286980.07,181733161.06,173704877.75
EBIT,183107003.88,173009023.87,162579580.38,156884501.76
Net Interest Income,3471642.14,4736304.87,2956996.49,2938208.55
Interest Expense,868819.11,1243858.2,1233236.61,1205026.17
Interest Income,6181930.88,7227718.85,4945180.13,4984136.14
Normalized Income,126194702.387763,119124593.947853,116985554.472268,122235317.743052
Net Income From Continuing And Discontinued Operation,121638011.0,120148853.08,114096318.94,112350582.5
Total Expenses,2697275311.32,2294727376.24,1859339184.73,1535092527.6
Rent Expense Supplemental,2760539.41,2098333.99,1918621.51,1872357.17
Total Operating Income As Reported,183667048.42,172017518.97,161922839.24,155656787.22
Diluted Average Shares,168988623.0,169009499.0,167788704.0,170228155.0
Basic Average Shares,168988623.0,169009499.0,167788704.0,170228155.0
Diluted EPS,0.7198,0.7109,0.68,0.66
Basic EPS,0.7198,0.7109,0.68,0.66
Net Income Common Stockholders,121638011.0,120148853.08,114096318.94,112350582.5
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,121638011.0,120148853.08,114096318.94,112350582.5
Minority Interests,-11437723.33,-9538239.78,-7554985.83,-4894276.93
Net Income Including Noncontrolling Interests,133075734.33,129687092.86,121651304.77,117244859.43
Net Income Continuous Operations,133075734.33,129687092.86,121651304.77,117244859.43
Tax Provision,49162450.44,42078072.81,39695039.0,38434616.16
Pretax Income,182238184.77,171765165.67,161346343.77,155679475.59
Other Non Operating Income Expenses,-1428863.65,-252353.3,-576495.47,22688.37
Special Income Charges,-6427322.48,1297342.09,-4778135.26,-16699811.99
Other Special Charges,-223147.28,-153199.56,-85776.85,-37109.77
Write Off,6650469.76,-1144142.53,4863912.11,16736921.76
Net Non Operating Interest Income Expense,3471642.14,4736304.87,2956996.49,2938208.55
Total Other Finance Cost,1841469.63,1247555.78,754947.03,840901.42
Interest Expense Non Operating,868819.11,1243858.2,1233236.61,1205026.17
Interest Income Non Operating,6181930.88,7227718.85,4945180.13,4984136.14
Operating Income,166340640.31,152873803.57,146249098.68,156016414.71
Operating Expense,170981610.96,145473558.62,128250901.03,127236340.15
Other Operating Expenses,11859885.79,10836777.6,7852448.94,9002220.45
Depreciation And Amortization In Income Statement,9308612.39,6762797.46,6186827.97,5218350.75
Depreciation Income Statement,9308612.39,6762797.46,6186827.97,5218350.75
Research And Development,5009115.13,5118710.22,5398967.23,
Selling General And Administration,24579100.69,25514529.59,23583342.63,22242837.9
Selling And Marketing Expense,4909368.95,5207781.27,5426302.05,5037032.53
General And Administrative Expense,19669731.74,20306748.32,18157040.58,17205805.37
Rent And Landing Fees,2760539.41,2098333.99,1918621.51,1872357.17
Gross Profit,337322251.27,298347362.19,274499999.71,283252754.86
Cost Of Revenue,2526293700.36,2149253817.62,1731088283.7,1407856187.45
Total Revenue,2863615951.63,2447601179.81,2005588283.41,1691108942.31
Operating Revenue,2863615951.63,2447601179.81,2005588283.41,1691108942.31
