,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-29924946.870674,-24328964.212485,15613506.843722,-42352482.264306
Tax Rate For Calcs,0.238729,0.209759,0.224288,0.222106
Normalized EBITDA,2788697142.39,2475667283.22,2632462488.75,2696769794.39
Total Unusual Items,-125351081.72,-115985226.86,69613541.99,-190686290.7
Total Unusual Items Excluding Goodwill,-125351081.72,-115985226.86,69613541.99,-190686290.7
Net Income From Continuing Operation Net Minority Interest,948853670.52,922364312.72,1216096388.55,1210304385.11
Reconciled Depreciation,1104162251.26,954462884.67,896139806.1,732525662.32
Reconciled Cost Of Revenue,11914675491.24,10856182028.16,10267775894.03,9540054288.51
EBITDA,2663346060.67,2359682056.36,2702076030.74,2506083503.69
EBIT,1559183809.41,1405219171.69,1805936224.64,1773557841.37
Net Interest Income,-132435427.55,-111660138.07,-114074903.13,-102029907.4
Interest Expense,160404729.65,150575766.13,162261460.57,123529805.05
Interest Income,32192498.76,44907009.81,53747484.67,27504954.84
Normalized Income,1044279805.369326,1014020575.367515,1162096353.403722,1358638193.545694
Net Income From Continuing And Discontinued Operation,948853670.52,922364312.72,1216096388.55,1210304385.11
Total Expenses,13437179801.15,12265368036.74,11667759655.99,10928630093.03
Rent Expense Supplemental,,,,9547604.61
Total Operating Income As Reported,1404702403.23,1250199807.38,1639334135.73,1631994099.82
Diluted Average Shares,988389240.0,991789584.0,996800318.0,1008586988.0
Basic Average Shares,978199660.0,981238631.0,980722894.0,968243508.0
Diluted EPS,0.96,0.93,1.22,1.2
Basic EPS,0.97,0.94,1.24,1.25
Net Income Common Stockholders,948853670.52,922364312.72,1216096388.55,1210304385.11
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,948853670.52,922364312.72,1216096388.55,1210304385.11
Minority Interests,-115996183.65,-69106141.08,-58921265.94,-73243277.15
Net Income Including Noncontrolling Interests,1064849854.17,991470453.8,1275017654.49,1283547662.26
Net Income Continuous Operations,1064849854.17,991470453.8,1275017654.49,1283547662.26
Tax Provision,333929225.59,263172951.76,368657109.58,366480374.06
Pretax Income,1398779079.76,1254643405.56,1643674764.07,1650028036.32
Other Non Operating Income Expenses,-5923323.47,4443598.18,4340628.34,18005568.9
Special Income Charges,-125380731.01,-116274728.23,69613541.99,-190686290.7
Other Special Charges,-1411823.04,-4728503.14,-37629988.81,-4988900.5
Write Off,27129530.91,22863454.34,-62026825.64,153347387.7
Impairment Of Capital Assets,99663023.14,98139777.03,30043272.46,42327803.5
Net Non Operating Interest Income Expense,-132435427.55,-111660138.07,-114074903.13,-102029907.4
Total Other Finance Cost,4223196.66,5991381.75,5560927.23,6005057.19
Interest Expense Non Operating,160404729.65,150575766.13,162261460.57,123529805.05
Interest Income Non Operating,32192498.76,44907009.81,53747484.67,27504954.84
Operating Income,1645354017.94,1451117379.93,1641240098.9,1874580682.55
Operating Expense,1522504309.91,1409186008.58,1399983761.96,1388575804.52
Other Operating Expenses,125406201.4,120901932.94,91373780.76,119419483.55
Depreciation And Amortization In Income Statement,91241903.09,101311026.46,92872603.23,75565069.68
Depreciation Income Statement,91241903.09,101311026.46,92872603.23,75565069.68
Research And Development,453850779.55,449214231.23,452738943.25,462736004.84
Selling General And Administration,240704370.08,195431078.01,310377460.59,236780799.28
Selling And Marketing Expense,50976939.96,43531153.26,44762590.94,19034273.15
General And Administrative Expense,189727430.12,151899924.75,265614869.65,217746526.13
Rent And Landing Fees,,,,9547604.61
Gross Profit,3167858327.85,2860303388.51,3041223860.86,3263156487.07
Cost Of Revenue,11914675491.24,10856182028.16,10267775894.03,9540054288.51
Total Revenue,15082533819.09,13716485416.67,13308999754.89,12803210775.58
Operating Revenue,15082533819.09,13716485416.67,13308999754.89,12803210775.58
