,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,-20303879.66,-84368664.16,-29445842.1,86627997.93
Repayment Of Debt,-85239750.0,-79611557.7,-251179368.28,-213115118.21
Issuance Of Debt,30000000.0,131835860.23,124946876.95,257956283.88
Capital Expenditure,-6226658.34,-21275403.9,-12682486.74,-90103641.88
End Cash Position,126165342.94,75343649.17,78492593.19,317434822.53
Beginning Cash Position,75343649.17,78492593.19,317434822.53,67915114.41
Effect Of Exchange Rate Changes,-352817.79,-309153.8,,
Changes In Cash,51174511.56,-2839790.22,-238942229.34,249519708.12
Financing Cash Flow,-61084899.57,39731852.7,-159747663.09,424890996.28
Net Other Financing Charges,-4357252.62,2633776.74,-22762700.44,390152368.3
Cash Dividends Paid,-1487896.95,-3366226.57,-10752471.32,-10102537.69
Net Issuance Payments Of Debt,-55239750.0,52224302.53,-126232491.33,44841165.67
Net Long Term Debt Issuance,-55239750.0,52224302.53,-126232491.33,44841165.67
Long Term Debt Payments,-85239750.0,-79611557.7,-251179368.28,-213115118.21
Long Term Debt Issuance,30000000.0,131835860.23,124946876.95,257956283.88
Investing Cash Flow,126336632.45,20521617.34,-62431210.89,-352102927.97
Net Other Investing Changes,128449489.61,38615090.18,-51587095.15,-181146500.0
Net Investment Purchase And Sale,3866721.18,800000.0,900000.0,-98634165.0
Sale Of Investment,4266721.18,800000.0,1600000.0,1971896.0
Purchase Of Investment,-400000.0,,-700000.0,-100606061.0
Net Business Purchase And Sale,,2377877.18,,16674796.88
Sale Of Business,,2377877.18,,16674796.88
Net PPE Purchase And Sale,-5979578.34,-21271350.02,-11744115.74,-88997059.85
Sale Of PPE,247080.0,4053.88,938371.0,1106582.03
Purchase Of PPE,-6226658.34,-21275403.9,-12682486.74,-90103641.88
Capital Expenditure Reported,,,,
Operating Cash Flow,-14077221.32,-63093260.26,-16763355.36,176731639.81
Change In Working Capital,-64020493.42,-81079120.85,-29934571.67,49867718.31
Change In Other Current Assets,82605.95,548265.85,332099.98,-7242366.85
Change In Payable,-38464597.61,-148796771.89,32975359.67,-59064861.67
Change In Inventory,363774.73,-5946108.61,25046452.37,80265794.63
Change In Receivables,-26002276.49,73115493.8,-88288483.69,35909152.2
Other Non Cash Items,2770024.48,6818612.0,13892404.63,13520195.03
Deferred Tax,,,,
Depreciation And Amortization,24232817.24,31101819.89,36416355.94,44805822.13
Amortization Cash Flow,1518623.0,2542440.93,2592059.34,2650406.71
Depreciation,22714194.24,28559378.96,33824296.6,42155415.42
Gain Loss On Investment Securities,2091591.65,-120007315.03,-3789506.44,-4677127.96
Gain Loss On Sale Of PPE,-354758.63,834682.34,6161353.39,5537268.34
Net Income From Continuing Operations,16882118.43,82305283.02,-108385712.77,37247938.85
Cash Flowsfromusedin Operating Activities Direct,-14077221.32,-63093260.26,-16763355.36,176731639.81
Taxes Refund Paid Direct,-14810945.18,-15693689.82,-1382608.7,-20182209.61
Classesof Cash Payments,-397529823.84,-449778076.59,-542105290.15,-541088831.5
Other Cash Paymentsfrom Operating Activities,-47469201.83,-52198003.45,-39150747.18,-38836292.72
Paymentson Behalfof Employees,-34177302.16,-85146147.69,-104269120.8,-168575170.8
Paymentsto Suppliersfor Goodsand Services,-315883319.85,-312433925.45,-398685422.17,-333677367.98
Classesof Cash Receiptsfrom Operating Activities,398263547.7,402378506.15,526724543.49,738002680.92
Other Cash Receiptsfrom Operating Activities,59187266.2,56680110.67,56084967.86,77162174.43
Receiptsfrom Customers,339076281.5,345698395.48,470639575.63,660840506.49
