,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,317592076.5,-75713810.71,385230515.64,-231948766.74
Repayment Of Debt,-1043885452.26,-593507855.0,-1383000000.0,-696022001.02
Issuance Of Debt,1064392232.5,519500000.0,1873007855.0,789509727.2
Capital Expenditure,-1035697307.51,-1984489909.5,-1037590152.92,-1078342222.11
End Cash Position,3183925085.63,3462184256.6,4234363541.61,3352237327.58
Beginning Cash Position,3462184256.6,4234363541.61,3352237327.58,4012373443.05
Effect Of Exchange Rate Changes,121433752.52,54699879.74,153295908.23,-40692893.56
Changes In Cash,-399692923.49,-826879164.75,728830305.8,-619443221.91
Financing Cash Flow,-447217945.5,-556762239.25,405415938.81,-661080895.28
Net Other Financing Charges,-50688707.97,-76059719.66,135466272.97,-221175702.31
Cash Dividends Paid,-352836017.77,-345794664.59,-186058189.16,-502992919.15
Net Issuance Payments Of Debt,20506780.24,-74007855.0,490007855.0,93487726.18
Net Long Term Debt Issuance,20506780.24,-74007855.0,490007855.0,93487726.18
Long Term Debt Payments,-1043885452.26,-593507855.0,-1383000000.0,-696022001.02
Long Term Debt Issuance,1064392232.5,519500000.0,1873007855.0,789509727.2
Investing Cash Flow,-1305764362.0,-2178893024.29,-1099406301.57,-804755782.0
Net Other Investing Changes,-91735928.64,-97468100.0,-25744400.0,4900000.0
Net Investment Purchase And Sale,-190322450.78,173822517.98,-45535953.02,251185866.15
Sale Of Investment,29612549.22,263822517.98,639464046.98,517185866.15
Purchase Of Investment,-219935000.0,-90000000.0,-685000000.0,-266000000.0
Net Business Purchase And Sale,,-280392049.19,,
Purchase Of Business,,-280392049.19,,
Net PPE Purchase And Sale,-1023705982.58,-1974855393.08,-1028125948.55,-1060841648.15
Sale Of PPE,11991324.93,9634516.42,9464204.37,17500573.96
Purchase Of PPE,-1035697307.51,-1984489909.5,-1037590152.92,-1078342222.11
Capital Expenditure Reported,,,,
Operating Cash Flow,1353289384.01,1908776098.79,1422820668.56,846393455.37
Change In Working Capital,-554154705.13,89650043.26,-291003285.82,-387053564.97
Change In Other Current Assets,-21090658.23,-9757658.18,-20611329.75,-11468018.98
Change In Payable,229560346.88,634930531.5,-1293806992.0,-118829694.56
Change In Inventory,-385812510.22,-186517821.27,989230976.36,-540047945.24
Change In Receivables,-376811883.56,-349005008.79,34184059.57,283292093.81
Other Non Cash Items,-382789.55,116288243.18,77432934.81,45452081.05
Deferred Tax,,,,
Depreciation And Amortization,654261651.52,588502335.78,502586843.59,437657370.35
Amortization Cash Flow,98137374.3,56217520.59,25736552.32,24131990.82
Depreciation,556124277.22,532284815.19,476850291.27,413525379.53
Gain Loss On Investment Securities,71259846.64,78822365.47,66359623.19,-75443628.47
Gain Loss On Sale Of PPE,7771411.33,-4030349.83,21708545.21,-3885393.52
Net Income From Continuing Operations,1115483944.57,1046615548.66,1029907087.64,825375243.09
Cash Flowsfromusedin Operating Activities Direct,1353289384.01,1908776098.79,1422820668.56,846393455.37
Taxes Refund Paid Direct,489794882.94,258216663.15,266127294.77,648881656.63
Classesof Cash Payments,-15687844952.55,-12917015581.27,-13146436158.47,-15245191586.83
Other Cash Paymentsfrom Operating Activities,-580494911.56,-642306032.0,-541460449.7,-948491874.98
Paymentson Behalfof Employees,-2869034436.59,-2776705265.37,-2365256106.73,-2580204223.06
Paymentsto Suppliersfor Goodsand Services,-12238315604.4,-9498004283.9,-10239719602.04,-11716495488.79
Classesof Cash Receiptsfrom Operating Activities,16551339453.62,14567575016.91,14303129532.26,15442703385.57
Other Cash Receiptsfrom Operating Activities,159519034.35,252873031.41,159552975.36,147729720.63
Receiptsfrom Customers,16391820419.27,14314701985.5,14143576556.9,15294973664.94
