,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,-190812908.39,-662829953.41,1314137498.98,3726040741.34
Repayment Of Debt,-3766227980.15,-4062450362.79,-4866611560.26,-7013383085.0
Issuance Of Debt,3409116605.57,5598971694.94,5680118996.48,2201849118.36
Capital Expenditure,-1305683230.63,-1688407505.0,-1113703399.33,-1014821156.57
End Cash Position,4043959342.1,5067308854.78,4690552754.06,3915627560.67
Beginning Cash Position,5067308854.78,4690552754.06,3915627560.67,6029352227.08
Effect Of Exchange Rate Changes,-802656.69,3511247.01,9456036.12,44127695.64
Changes In Cash,-1022546855.99,373244853.71,765469157.27,-2157852362.05
Financing Cash Flow,-954509681.72,1002518711.32,161103232.65,-6483341407.69
Net Other Financing Charges,149431186.1,296441464.01,329517775.04,511673739.13
Cash Dividends Paid,-351080813.6,-505408911.67,-864733099.97,-2048284196.64
Net Issuance Payments Of Debt,-357111374.58,1536521332.15,813507436.22,-4811533966.64
Net Long Term Debt Issuance,-357111374.58,1536521332.15,813507436.22,-4811533966.64
Long Term Debt Payments,-3766227980.15,-4062450362.79,-4866611560.26,-7013383085.0
Long Term Debt Issuance,3409116605.57,5598971694.94,5680118996.48,2201849118.36
Investing Cash Flow,-1182907496.51,-1654851409.2,-1823474973.69,-415372852.27
Net Other Investing Changes,,-14872045.84,-279568452.0,73563986.09
Net Investment Purchase And Sale,52548184.82,38948112.08,-491942019.54,507000410.9
Sale Of Investment,52548184.82,46196112.08,40911694.46,602690410.9
Purchase Of Investment,,-7248000.0,-532853714.0,-95690000.0
Net Business Purchase And Sale,34776968.64,-8347962.81,49647763.29,4894760.4
Sale Of Business,34776968.64,,49647763.29,4894760.4
Purchase Of Business,,-8347962.81,,
Net PPE Purchase And Sale,-1270232649.97,-1670579512.63,-1101612265.44,-1000832009.66
Sale Of PPE,35450580.66,17827992.37,12091133.89,13989146.91
Purchase Of PPE,-1305683230.63,-1688407505.0,-1113703399.33,-1014821156.57
Operating Cash Flow,1114870322.24,1025577551.59,2427840898.31,4740861897.91
Change In Working Capital,-3328202756.03,-2102208693.03,-1747151488.8,-3912434887.23
Change In Other Current Assets,-309431693.71,6777350.69,203499232.17,-138380693.13
Change In Payable,-91982429.7,385560219.33,-313667953.9,-756420635.71
Change In Inventory,-1215985245.33,-1432092711.42,-645229602.96,-4929369004.29
Change In Receivables,-1710803387.29,-1062453551.63,-991753164.11,1911735445.9
Other Non Cash Items,296365189.09,345173337.03,328140341.98,370070364.45
Depreciation And Amortization,968908487.56,734201217.36,543974876.79,475947657.34
Amortization Cash Flow,46568344.66,36551245.3,23358395.41,36877394.58
Depreciation,922340142.9,697649972.06,520616481.38,439070262.76
Gain Loss On Investment Securities,-196765711.97,-94379096.05,81589697.74,377692298.05
Gain Loss On Sale Of PPE,31810248.19,-25933389.69,5969538.9,44747535.68
Net Income From Continuing Operations,2858805350.72,1588437147.57,2623105966.32,6358830842.49
Cash Flowsfromusedin Operating Activities Direct,1114870322.24,1025577551.59,2427840898.31,4740861897.91
Taxes Refund Paid Direct,-1580575891.73,-817726885.07,-858155277.43,-3068829628.95
Classesof Cash Payments,-32322506905.5,-26913656368.13,-25742814059.6,-30573106079.66
Other Cash Paymentsfrom Operating Activities,-277173456.83,-318129050.34,-379620562.52,-321271074.67
Paymentson Behalfof Employees,-1770742270.07,-1807345541.86,-1844438304.65,-1743345403.55
Paymentsto Suppliersfor Goodsand Services,-30274591178.6,-24788181775.93,-23518755192.43,-28508489601.44
Classesof Cash Receiptsfrom Operating Activities,35017953119.47,28756960804.79,29028810235.34,38382797606.52
Other Cash Receiptsfrom Operating Activities,285253796.31,343615933.17,470235619.6,376469842.64
Receiptsfrom Customers,34732699323.16,28413344871.62,28558574615.74,38006327763.88
