,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,29384264.71,241526205.86,37630441.0,180124081.26
Repayment Of Debt,,,,-50000000.0
Issuance Of Debt,,,,
Capital Expenditure,-27027278.76,-67134352.83,-92428199.25,-84098508.27
End Cash Position,566759182.39,882913831.13,604818798.16,1324711750.74
Beginning Cash Position,882913831.13,604818798.16,1324711750.74,324187983.94
Changes In Cash,-316154648.74,278095032.97,-719892952.58,1000523766.8
Financing Cash Flow,-76559156.14,-79275351.8,-34964000.0,758690393.67
Net Other Financing Charges,-9752156.14,-836000.0,20376000.0,850219213.11
Cash Dividends Paid,-66807000.0,-78439351.8,-55340000.0,-41528819.44
Net Issuance Payments Of Debt,,,,-50000000.0
Net Long Term Debt Issuance,,,,-50000000.0
Long Term Debt Payments,,,,-50000000.0
Long Term Debt Issuance,,,,
Investing Cash Flow,-296007036.07,48709826.08,-814987592.83,-22389216.4
Net Other Investing Changes,-292186889.1,113842213.69,-724305322.27,60397238.29
Net Investment Purchase And Sale,633600.0,712800.0,792000.0,792000.0
Sale Of Investment,633600.0,712800.0,792000.0,792000.0
Net PPE Purchase And Sale,-4453746.97,-65845187.61,-91474270.56,-83578454.69
Sale Of PPE,22573531.79,1289165.22,953928.69,520053.58
Purchase Of PPE,-27027278.76,-67134352.83,-92428199.25,-84098508.27
Operating Cash Flow,56411543.47,308660558.69,130058640.25,264222589.53
Change In Working Capital,-93450450.93,107243365.53,-157314884.24,-34920617.51
Change In Other Current Assets,-1677769.78,-5568538.49,3239114.8,-4425918.13
Change In Payable,-121940651.04,125183837.2,-145537767.83,17405967.02
Change In Inventory,-8972143.97,-13135913.14,26307641.44,-16651133.62
Change In Receivables,39140113.86,763979.96,-41323872.65,-31249532.78
Other Non Cash Items,,27763.8,-3336.45,19235.23
Depreciation And Amortization,88213434.64,86257443.83,83703634.74,83763134.53
Amortization Cash Flow,10616370.92,11968650.1,8943571.48,8334862.04
Depreciation,77597063.72,74288793.73,74760063.26,75428272.49
Gain Loss On Investment Securities,-9376345.7,-14802712.02,-26897608.35,-961831.51
Gain Loss On Sale Of PPE,-2047256.83,509572.6,-130112.29,842171.94
Net Income From Continuing Operations,61261077.99,95729565.6,220390075.01,182802183.91
Cash Flowsfromusedin Operating Activities Direct,56411543.47,308660558.69,130058640.25,264222589.53
Taxes Refund Paid Direct,-96695870.31,-88783659.31,-109019355.0,-113829403.56
Classesof Cash Payments,-1226804461.07,-1225812468.77,-1267571238.37,-1362135825.47
Other Cash Paymentsfrom Operating Activities,-124793376.74,-127797918.61,-120606141.91,-176764140.23
Paymentson Behalfof Employees,-289570187.59,-284270846.39,-293965075.53,-333635327.19
Paymentsto Suppliersfor Goodsand Services,-812440896.74,-813743703.77,-853000020.93,-851736358.05
Classesof Cash Receiptsfrom Operating Activities,1379911874.85,1623256686.77,1506649233.62,1740187818.56
Other Cash Receiptsfrom Operating Activities,59530884.34,83699527.13,87650654.43,137126892.58
Receiptsfrom Customers,1320380990.51,1539557159.64,1418998579.19,1603060925.98
