,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,5555616868.0,5555615520.0,5555610389.0,5555601212.0
Share Issued,5555616868.0,5555615520.0,5555610389.0,5555601212.0
Net Debt,37711837000.0,50617978000.0,45690393000.0,51019867000.0
Total Debt,84040463000.0,89758316000.0,85490017000.0,94275172000.0
Tangible Book Value,40676063000.0,38032967000.0,35494533000.0,34083899000.0
Invested Capital,124580873000.0,127656537000.0,120808796000.0,128202538000.0
Net Tangible Assets,40676063000.0,38032967000.0,35494533000.0,34083899000.0
Common Stock Equity,40747140000.0,38110214000.0,35574067000.0,34164413000.0
Total Capitalization,124580873000.0,127656537000.0,120808796000.0,128202538000.0
Total Equity Gross Minority Interest,41111123000.0,39048930000.0,36482641000.0,35050082000.0
Minority Interest,363983000.0,938716000.0,908574000.0,885669000.0
Stockholders Equity,40747140000.0,38110214000.0,35574067000.0,34164413000.0
Other Equity Interest,5471441000.0,5471442000.0,5471445000.0,5471449000.0
Retained Earnings,12440056000.0,11319623000.0,9618190000.0,9226231000.0
Additional Paid In Capital,2605097000.0,2596758000.0,2596740000.0,2596708000.0
Capital Stock,5555617000.0,5555616000.0,5555610000.0,5555601000.0
Common Stock,5555617000.0,5555616000.0,5555610000.0,5555601000.0
Total Liabilities Net Minority Interest,453921297000.0,428887839000.0,398308675000.0,395388008000.0
Derivative Product Liabilities,260922000.0,202940000.0,136433000.0,195607000.0
Long Term Debt And Capital Lease Obligation,84040463000.0,89758316000.0,85490017000.0,94275172000.0
Payables,2410842000.0,2285193000.0,2291260000.0,2531024000.0
Other Payable,2182212000.0,1994126000.0,1812833000.0,1708719000.0
Total Tax Payable,228630000.0,291067000.0,478427000.0,822305000.0
Total Assets,495032420000.0,467936769000.0,434791316000.0,430438090000.0
Investments And Advances,171595740000.0,170091017000.0,152168153000.0,155314233000.0
Investmentin Financial Assets,171595740000.0,170091017000.0,152168153000.0,155314233000.0
Trading Securities,47992049000.0,47976881000.0,45948297000.0,47880389000.0
Investment Properties,5000.0,19000.0,71000.0,71000.0
Goodwill And Other Intangible Assets,71077000.0,77247000.0,79534000.0,80514000.0
Other Intangible Assets,71077000.0,77247000.0,79534000.0,80514000.0
Net PPE,3665139000.0,3865749000.0,4124212000.0,4256264000.0
Accumulated Depreciation,-2740161000.0,-2620855000.0,-2393919000.0,-2191361000.0
Gross PPE,6405300000.0,6486604000.0,6518131000.0,6447625000.0
Construction In Progress,94917000.0,251255000.0,577807000.0,660883000.0
Other Properties,1150455000.0,1252630000.0,1309149000.0,1320237000.0
Properties,5159928000.0,4982719000.0,4631175000.0,4466505000.0
Cash And Cash Equivalents,46121896000.0,38928345000.0,39544336000.0,43018258000.0
Cash Equivalents,,,,22692629000.0
Cash Financial,1271471000.0,1359539000.0,1092009000.0,786441000.0
Cash Cash Equivalents And Federal Funds Sold,58781336000.0,43200382000.0,43857254000.0,43471964000.0
