,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,293950448.14,355100635.75,248313864.02,207294019.55
Repayment Of Debt,-394800000.0,-248880000.0,-170200000.0,-418858670.87
Issuance Of Debt,484114439.82,207079384.0,334880000.0,220405742.0
Capital Expenditure,-104372403.68,-66390360.83,-69337892.74,-68322512.55
End Cash Position,1239327333.44,958348035.45,714833303.01,414373216.8
Beginning Cash Position,958348035.45,714833303.01,414373216.8,506270980.58
Effect Of Exchange Rate Changes,-9898146.19,17485674.41,3853873.68,3030745.77
Changes In Cash,290877444.18,226029058.03,296606212.53,-94928509.55
Financing Cash Flow,-22694049.73,-145612640.96,71460106.06,-234351262.03
Net Other Financing Charges,98442723.61,41657318.4,-51260513.09,-12453946.57
Cash Dividends Paid,-205266765.67,-144469343.36,-41959380.85,-23444386.59
Net Issuance Payments Of Debt,89314439.82,-41800616.0,164680000.0,-198452928.87
Net Long Term Debt Issuance,89314439.82,-41800616.0,164680000.0,-198452928.87
Long Term Debt Payments,-394800000.0,-248880000.0,-170200000.0,-418858670.87
Long Term Debt Issuance,484114439.82,207079384.0,334880000.0,220405742.0
Investing Cash Flow,-84751357.91,-49849297.59,-92505650.29,-136193779.62
Net Other Investing Changes,-17737881.62,110000.0,800000.0,-5584200.91
Net Investment Purchase And Sale,37208673.24,14212119.04,-24439862.55,-62785218.95
Sale Of Investment,38380945.3,17112119.04,22594663.27,33216730.39
Purchase Of Investment,-1172272.06,-2900000.0,-47034525.82,-96001949.34
Net PPE Purchase And Sale,-104222149.53,-64171416.63,-68865787.74,-67824359.76
Sale Of PPE,150254.15,2218944.2,472105.0,498152.79
Purchase Of PPE,-104372403.68,-66390360.83,-69337892.74,-68322512.55
Operating Cash Flow,398322851.82,421490996.58,317651756.76,275616532.1
Change In Working Capital,-176791526.89,-53257125.12,59642594.32,264920687.41
Change In Other Current Assets,-5600216.34,-16070780.19,-3887570.1,-4298631.81
Change In Payable,169053076.22,459967120.54,78090713.98,69005965.41
Change In Inventory,-164157677.93,-213604371.71,2653423.54,129905347.49
Change In Receivables,-176086708.84,-283549093.76,-17213973.1,70308006.32
Other Non Cash Items,32530410.55,-2592709.97,12347653.66,13753893.63
Depreciation And Amortization,69788239.89,77665763.8,80388436.94,73267237.9
Amortization Cash Flow,6329585.04,5955901.27,5568312.87,4557348.98
Depreciation,63458654.85,71709862.53,74820124.07,68709888.92
Gain Loss On Investment Securities,-19528908.97,989059.94,6960826.2,17194317.45
Gain Loss On Sale Of PPE,13108.37,720289.51,1202755.27,1042829.05
Net Income From Continuing Operations,388504827.83,293733557.68,98223573.75,-167265632.01
Cash Flowsfromusedin Operating Activities Direct,398322851.82,421490996.58,317651756.76,275616532.1
Taxes Refund Paid Direct,39071451.78,51731214.22,15792507.0,51430591.55
Classesof Cash Payments,-2178362202.17,-2257499785.46,-1495868531.07,-1424197915.16
Other Cash Paymentsfrom Operating Activities,-240957609.67,-273295391.06,-195511761.73,-212252623.76
Paymentson Behalfof Employees,-531084657.28,-551556245.67,-451528575.44,-480326620.05
Paymentsto Suppliersfor Goodsand Services,-1406319935.22,-1432648148.73,-848828193.9,-731618671.35
Classesof Cash Receiptsfrom Operating Activities,2537613602.21,2627259567.82,1797727780.83,1648383855.71
Other Cash Receiptsfrom Operating Activities,59584348.11,89746253.79,52467993.13,108976929.97
Receiptsfrom Customers,2478029254.1,2537513314.03,1745259787.7,1539406925.74
