,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,4138588892.0,4138588892.0,4138588892.0,4138588892.0
Share Issued,4138588892.0,4138588892.0,4138588892.0,4138588892.0
Total Debt,881637226.21,1418565415.56,560878947.28,580280287.9
Tangible Book Value,23540950211.39,22077169451.34,19536877079.76,18151641536.6
Invested Capital,24931053812.35,23968417962.83,20738661257.24,19274347947.93
Working Capital,13826279378.48,17969715742.13,15242926050.68,15394461485.61
Net Tangible Assets,23540950211.39,22077169451.34,19536877079.76,18151641536.6
Capital Lease Obligations,203475299.39,132052994.12,84004933.78,96618908.35
Common Stock Equity,24428261613.22,22941446462.92,20372416151.46,19000423561.54
Total Capitalization,24609941613.22,23133126462.92,20541996151.46,19082183561.54
Total Equity Gross Minority Interest,30786576276.88,29057963606.41,25043599769.76,23621226206.6
Minority Interest,6358314663.66,6116517143.49,4671183618.3,4620802645.06
Stockholders Equity,24428261613.22,22941446462.92,20372416151.46,19000423561.54
Retained Earnings,16171773896.49,14842734617.77,13442555497.63,12322178428.56
Additional Paid In Capital,2695391766.51,2695391766.51,1657759255.92,1627679255.92
Capital Stock,4138588892.0,4138588892.0,4138588892.0,4138588892.0
Common Stock,4138588892.0,4138588892.0,4138588892.0,4138588892.0
Total Liabilities Net Minority Interest,26475626468.04,24174531494.44,18399428810.8,18536652345.54
Total Non Current Liabilities Net Minority Interest,2506379374.29,2511895787.3,2482418528.28,2567397317.94
Other Non Current Liabilities,249311057.92,165140351.49,131199256.13,105445692.31
Tradeand Other Payables Non Current,847406960.18,852196144.32,894328106.01,1005144622.36
Non Current Deferred Revenue,998313277.47,1106474495.92,1154628529.36,1262310425.74
Non Current Deferred Taxes Liabilities,26192779.33,64351801.45,48677703.0,16117669.18
Long Term Debt And Capital Lease Obligation,385155299.39,323732994.12,253584933.78,178378908.35
Long Term Capital Lease Obligation,203475299.39,132052994.12,84004933.78,96618908.35
Long Term Debt,181680000.0,191680000.0,169580000.0,81760000.0
Current Liabilities,23969247093.75,21662635707.14,15917010282.52,15969255027.6
Other Current Liabilities,894467532.53,703999049.37,840045208.01,1012578352.32
Current Debt And Capital Lease Obligation,496481926.82,1094832421.44,307294013.5,401901379.55
Current Debt,321112199.13,835291499.91,196665105.78,192164386.39
Payables,19381041094.11,15928349072.63,11154223585.9,10965001533.69
Other Payable,4473812272.11,3532632306.65,2683097529.78,2369028639.11
Dividends Payable,62400.0,62400.0,62400.0,27529779.5
Total Tax Payable,364321664.74,394382588.63,394052309.32,490372664.04
Accounts Payable,14542844757.26,12001271777.35,8077011346.8,8078070451.04
Total Assets,57262202744.92,53232495100.85,43443028580.56,42157878552.14
Total Non Current Assets,19466676272.69,13600143651.58,12283092247.36,10794162038.93
Other Non Current Assets,74890215.56,53624507.22,44729966.06,86255398.87
Non Current Deferred Assets,151434185.97,119600744.62,106241225.58,128853140.57
Non Current Deferred Taxes Assets,700972316.55,745044229.54,803527630.03,792911745.96
Investmentin Financial Assets,7125774257.3,2219787501.34,1540068271.96,153224358.15
Held To Maturity Securities,6850104423.81,1962484891.98,1328376944.41,
Available For Sale Securities,275669833.49,257302609.36,211691327.55,153224358.15
Long Term Equity Investment,969341124.85,870410472.31,806196602.97,810841121.48
Investment Properties,117745180.37,124574865.21,127902445.26,118685445.72
Goodwill And Other Intangible Assets,887311401.83,864277011.58,835539071.7,848782024.94
Other Intangible Assets,883840258.91,860805868.66,832067928.78,845310882.02
Goodwill,3471142.92,3471142.92,3471142.92,3471142.92
Net PPE,9278524312.94,8497143598.58,7976284645.94,7783752622.89
Accumulated Depreciation,-5413276055.97,-4994441255.32,-4546323263.89,-4158103728.08
Gross PPE,14691800368.91,13491584853.9,12522607909.83,11941856350.97
Construction In Progress,1570445211.7,1203444076.13,1408104541.65,1750091312.76
Other Properties,3489285107.41,3122431768.95,2717998253.14,2336877395.81
Machinery Furniture Equipment,3973620882.35,3594012833.76,3168439139.45,2807083577.91
Buildings And Improvements,,,,
Properties,5658449167.45,5571696175.06,5228065975.59,5047804064.49
Current Assets,37795526472.23,39632351449.27,31159936333.2,31363716513.21
Other Current Assets,2041567719.34,1220831975.5,284051198.87,259203808.06
Prepaid Assets,948451877.26,972718710.21,855294271.01,1010735696.37
Inventory,5642298223.04,5192238049.33,4953655120.21,4450849250.92
Inventories Adjustments Allowances,0.0,0.0,0.0,0.0
Other Inventories,280666258.74,257139696.2,117055086.08,98702982.45
Finished Goods,2759583693.59,2709064537.48,2491512068.75,2186646250.0
Work In Process,1079773083.55,982421349.03,980536448.33,851591705.96
Raw Materials,1522275187.16,1243612466.62,1364551517.05,1313908312.51
Other Receivables,4796201891.62,5408054615.18,5046207446.21,7206662658.49
Accounts Receivable,10288147233.62,9796387020.95,8365809187.39,8432392000.28
Allowance For Doubtful Accounts Receivable,-1769474126.75,-1835686837.28,-2047889490.75,-2062291247.67
Gross Accounts Receivable,12057621360.37,11632073858.23,10413698678.14,10494683247.95
Cash Cash Equivalents And Short Term Investments,14078859527.35,17042121078.1,11654919109.51,10003873099.09
Other Short Term Investments,16562844.16,16102395.68,,3082488.75
Cash And Cash Equivalents,14062296683.19,17026018682.42,11654919109.51,10000790610.34
Cash Equivalents,1498706500.69,319179047.65,264437975.57,243695869.55
Cash Financial,12563590182.5,16706839634.77,11390481133.94,9757094740.79
