,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,4409695365.46,5243513234.37,4095408977.77,3863249429.71
Repayment Of Debt,-544391053.13,-250632203.47,-262140000.0,-358218118.49
Issuance Of Debt,361730020.16,1026092025.06,334314489.47,232140000.0
Capital Expenditure,-696307006.71,-526054975.23,-569900721.44,-386889567.78
End Cash Position,12562993491.68,16679853758.52,11378446874.6,9753752757.97
Beginning Cash Position,16679853758.52,11378446874.6,9753752757.97,6730004397.42
Effect Of Exchange Rate Changes,1297199.93,4407746.14,5036017.75,-669624.52
Changes In Cash,-4118157466.77,5296999137.78,1619658098.88,3024417985.07
Financing Cash Flow,-1929420241.96,1372023035.7,-1274819651.22,-1036317245.27
Net Other Financing Charges,-41537201.23,2090629756.23,-62355046.3,-110978940.73
Cash Dividends Paid,-976486323.31,-839749483.84,-754687431.15,-638586946.51
Net Issuance Payments Of Debt,-182661032.97,775459821.59,72174489.47,-126078118.49
Net Long Term Debt Issuance,-182661032.97,775459821.59,72174489.47,-126078118.49
Long Term Debt Payments,-544391053.13,-250632203.47,-262140000.0,-358218118.49
Long Term Debt Issuance,361730020.16,1026092025.06,334314489.47,232140000.0
Investing Cash Flow,-7294739596.98,-1844592107.52,-1770831949.11,-189403767.15
Net Other Investing Changes,,,12373304.72,
Net Investment Purchase And Sale,-6607520234.07,-1346262685.68,-1349333474.46,87673997.92
Sale Of Investment,2289506670.91,308237314.32,40666525.54,87673997.92
Purchase Of Investment,-8897026904.98,-1654500000.0,-1390000000.0,
Net Business Purchase And Sale,,,77893200.0,33054234.84
Sale Of Business,,,77893200.0,33054234.84
Net PPE Purchase And Sale,-687219362.91,-498329421.84,-511764979.37,-310131999.91
Sale Of PPE,9087643.8,27725553.39,58135742.07,76757567.87
Purchase Of PPE,-696307006.71,-526054975.23,-569900721.44,-386889567.78
Capital Expenditure Reported,,,,
Operating Cash Flow,5106002372.17,5769568209.6,4665309699.21,4250138997.49
Change In Working Capital,862202059.8,1725144587.9,944866510.02,998706638.64
Change In Other Current Assets,44290335.92,71124288.25,11771864.88,-8397096.5
Change In Payable,1004215389.72,3721765654.21,-818015080.67,1471797024.91
Change In Inventory,-420546320.43,-271616551.09,-596871886.01,148163080.22
Change In Receivables,234242654.59,-1796128803.47,2347981611.82,-612856369.99
Other Non Cash Items,76208902.31,64162251.3,96527806.64,79459880.04
Deferred Tax,,,,
Depreciation And Amortization,912912303.12,863783755.9,752611668.94,775294228.89
Amortization Cash Flow,81750317.16,67317495.95,63871531.97,72669012.87
Depreciation,831161985.96,796466259.95,688740136.97,702625216.02
Gain Loss On Investment Securities,-252771771.99,-146986824.76,-101276853.27,-108146623.29
Gain Loss On Sale Of PPE,4936530.69,16824123.75,-7957632.03,52754611.18
Net Income From Continuing Operations,3446104890.24,3178415148.11,2533380519.57,1968714854.85
Cash Flowsfromusedin Operating Activities Direct,5106002372.17,5769568209.6,4665309699.21,4250138997.49
Taxes Refund Paid Direct,-1998291328.68,-2254070671.04,-2349932483.65,-1755225208.83
Classesof Cash Payments,-18416128464.18,-16503582939.25,-16104048263.5,-12873233650.84
Other Cash Paymentsfrom Operating Activities,-2678303440.39,-2818334117.18,-2538105309.94,-1846062213.9
Paymentson Behalfof Employees,-6154011319.6,-5719857456.09,-5542346856.34,-4964392636.08
Paymentsto Suppliersfor Goodsand Services,-9583813704.19,-7965391365.98,-8023596097.22,-6062778800.86
Classesof Cash Receiptsfrom Operating Activities,25520422165.03,24527221819.89,23119290446.36,18878597857.16
Other Cash Receiptsfrom Operating Activities,1884185366.56,1480152216.49,1249441188.73,1005610248.26
Receiptsfrom Customers,23636236798.47,23047069603.4,21869849257.63,17872987608.9
