,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,158548641.47,-87488461.56,92421.72,-258403785.46
Repayment Of Debt,-850632403.53,-908478209.41,-930454213.46,-897875235.61
Issuance Of Debt,860762113.25,800896143.48,916605685.04,838689499.35
Capital Expenditure,-46066369.77,-76253109.36,-202440286.49,-269318002.27
End Cash Position,393861266.73,567881025.66,771337452.23,776761654.19
Beginning Cash Position,567881025.66,771337452.23,776761654.19,330685505.36
Effect Of Exchange Rate Changes,3476618.39,3752761.05,13396281.65,-4736342.26
Changes In Cash,-177496377.32,-207209187.62,-18820483.61,450812491.09
Financing Cash Flow,-61403085.54,-124880514.48,-49571817.83,702419810.42
Net Other Financing Charges,-45729646.13,9032851.09,2030642.21,790438819.0
Cash Dividends Paid,-24903149.13,-25431299.64,-34753931.62,-28833272.32
Net Issuance Payments Of Debt,10129709.72,-107582065.93,-13848528.42,-59185736.26
Net Long Term Debt Issuance,10129709.72,-107582065.93,-13848528.42,-59185736.26
Long Term Debt Payments,-850632403.53,-908478209.41,-930454213.46,-897875235.61
Long Term Debt Issuance,860762113.25,800896143.48,916605685.04,838689499.35
Investing Cash Flow,-320708303.02,-71093320.94,-171781373.99,-262521536.14
Net Other Investing Changes,-274668767.25,5159788.42,43348436.92,2777199.08
Net Investment Purchase And Sale,,,-12750000.0,2007267.05
Sale Of Investment,,,,2007267.05
Purchase Of Investment,,,-12750000.0,
Net PPE Purchase And Sale,-46039535.77,-76253109.36,-202379810.91,-267306002.27
Sale Of PPE,26834.0,,60475.58,2012000.0
Purchase Of PPE,-46066369.77,-76253109.36,-202440286.49,-269318002.27
Capital Expenditure Reported,,,,
Operating Cash Flow,204615011.24,-11235352.2,202532708.21,10914216.81
Change In Working Capital,32108031.38,-150771412.24,103676951.78,-152309537.46
Change In Other Current Assets,-2967185.18,7045745.16,-37719320.94,-15619595.83
Change In Payable,52221938.7,24475401.86,-80279359.29,88188418.29
Change In Inventory,-23708370.85,-88815717.47,-60893679.12,-198408847.86
Change In Receivables,6561648.71,-93476841.79,282569311.13,-26469512.06
Other Non Cash Items,35870558.1,37638090.7,33207474.81,49736693.33
Deferred Tax,,,,
Depreciation And Amortization,103183308.28,101733506.43,92610244.07,79442805.86
Amortization Cash Flow,5083741.8,4923084.32,4931241.5,4325945.82
Depreciation,98099566.48,96810422.11,87679002.57,75116860.04
Gain Loss On Investment Securities,-4028444.11,-1598646.28,-3380171.76,-2406187.6
Gain Loss On Sale Of PPE,522268.82,985636.21,5984066.94,3201511.74
Net Income From Continuing Operations,-61469613.4,-58832658.19,-296945529.14,-360807169.01
Cash Flowsfromusedin Operating Activities Direct,204615011.24,-11235352.2,202532708.21,10914216.81
Taxes Refund Paid Direct,-13891514.16,-29105231.22,9065518.54,-65372446.56
Classesof Cash Payments,-1640505903.92,-1650584433.28,-1627604018.28,-1875353798.6
Other Cash Paymentsfrom Operating Activities,-150959152.15,-175562424.17,-167341461.53,-173771265.64
Paymentson Behalfof Employees,-307092998.91,-305191157.25,-325900591.73,-308184683.59
Paymentsto Suppliersfor Goodsand Services,-1182453752.86,-1169830851.86,-1134361965.02,-1393397849.37
Classesof Cash Receiptsfrom Operating Activities,1859012429.32,1668454312.3,1821071207.95,1951640461.97
Other Cash Receiptsfrom Operating Activities,145047097.95,57770179.69,89419668.71,74826904.64
Receiptsfrom Customers,1713965331.37,1610684132.61,1731651539.24,1876813557.33
